Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2296,802,2250,788,2153,751
38,Meherpur,97,23,90,23,79,21
39,Narail,1295,568,1408,581,1442,593
40,Satkhira,59,18,68,18,71,17
4,Khulna,6019,2508,6054,2473,6055,2464
41,Jamalpur,647,221,689,229,676,383
42,Mymensing,460,147,448,142,429,148
43,Netrakona,355,165,372,171,376,183
44,Sherpur,106,31,112,33,121,36
5,Mymensing,1568,564,1621,575,1602,750
45,Bogura,164,47,154,46,191,54
46,Joypurhat,55,16,54,16,55,16
47,Naogaon,196,72,168,64,184,71
48,Natore,2653,727,2628,735,2558,729
49,Chapai Nawabganj,542,161,539,173,528,158
50,Pabna,2102,737,2114,846,2091,893
51,Rajshahi,563,157,512,174,555,187
52,Sirajganj,281,82,254,75,221,80
6,Rajshahi,6556,1999,6423,2129,6383,2188
53,Dinajpur,235,85,264,98,298,112
54,Gaibandha,437,205,413,189,336,168
55,Kurigram,726,251,702,225,490,181
56,Lalmonirhat,190,62,205,70,203,66
57,Nilphamari,164,77,161,84,158,68
58,Panchagarh,318,75,320,76,322,78
59,Rangpur,633,251,642,254,654,260
60,Thakurgaon,139,35,145,36,148,37
7,Rangpur,2842,1041,2852,1032,2609,970
61,Habiganj,230,49,201,47,201,48
62,Maulvibazar,321,105,317,105,320,108
63,Sunamganj,198,72,142,40,143,45
64,Sylhet,515,205,557,215,556,230
8,Sylhet,1264,431,1217,407,1220,431
,BANGLADESH,44704,17642,43886,16779,42475,16680
