Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18
1,Barguna,0,0,0,0,0,0,279,235,495,279,235,495
2,Barishal,5,5,18,23,23,125,413,362,269,436,385,394
3,Bhola,0,6,6,0,30,37,262,300,360,262,330,397
4,Jhallokati,2500,2520,2,0,0,6,262,309,308,262,309,314
5,Patuakhali,0,0,0,0,0,0,432,388,342,432,388,342
6,Pirojpur,36,18,18,78,117,125,188,257,269,266,374,394
1,Barishal,2541,2549,44,101,170,293,1836,1851,2043,1937,2021,2336
7,Bandarban,8,8,8,28,29,29,387,397,402,415,426,431
8,Brahmanbaria,0,0,0,0,0,0,1453,1085,1141,1453,1085,1141
9,Chandpur,0,0,0,0,0,0,1165,1202,1088,1165,1202,1088
10,Chattogram,2,2,2,9,10,10,3148,3543,3439,3157,3553,3449
11,Cumilla,5,0,0,22,0,0,3396,3016,3212,3418,3016,3212
12,Cox's Bazar,7,17,7,32,96,29,1526,1633,1345,1558,1729,1374
13,Feni,0,0,115,0,0,20,256,267,228,256,267,248
14,Khagrachhari,6,6,66,27,29,31,603,629,656,630,658,687
15,Laksmipur,0,0,0,0,0,0,538,547,547,538,547,547
16,Noakhali,0,0,452,0,0,0,792,1178,983,792,1178,983
17,Rangamati,46,44,44,160,161,161,1214,1271,1259,1374,1432,1420
2,Chattogram,74,77,694,278,325,280,14478,14768,14300,14756,15093,14580
18,Dhaka,4,4,167,42,44,0,1310,1328,3343,1352,1372,3343
19,Faridpur,23,23,23,62,62,62,516,508,516,578,570,578
20,Gazipur,21,22,21,60,63,56,378,394,395,438,457,451
21,Gopalganj,4,4,4,11,13,13,576,663,633,587,676,646
22,Kishorganj,1,1,291,4,4,3,1712,1519,1330,1716,1523,1333
23,Madaripur,1,1,1,0,74,75,3213,2865,2871,3213,2939,2946
24,Manikganj,77,77,77,51,51,54,607,612,621,658,663,675
25,Munshiganj,0,0,0,0,0,0,275,289,278,275,289,278
26,Narayanganj,0,0,80,0,0,13,344,355,362,344,355,375
27,Narsingdi,25,13,13,169,115,338,800,786,160,969,901,498
28,Rajbari,8,825,16,41,42,44,358,368,361,399,410,405
29,Shariatpur,4,0,0,12,0,0,803,1043,1106,815,1043,1106
30,Tangail,62,63,34,994,989,265,1579,1633,1929,2573,2622,2194
3,Dhaka,230,1033,727,1446,1457,923,12471,12363,13905,13917,13820,14828
31,Bagerhat,25,27,27,102,112,114,564,607,703,666,719,817
32,Chuadanga,160,66,70,2180,1084,1772,70,200,290,2250,1284,2062
33,Jashore,163,1156,189,1936,2090,2031,794,895,915,2730,2985,2946
34,Jhenaidah,149,139,172,1369,1225,1219,569,581,646,1938,1806,1865
35,Khulna,27,85,85,212,230,214,719,720,736,931,950,950
36,Kushtia,70,74,58,900,887,631,1548,1535,1034,2448,2422,1665
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18
37,Magura,28,30,27,480,485,427,1331,1375,1401,1811,1860,1828
38,Meherpur,65,84,66,103,237,421,35,62,90,138,299,511
39,Narail,56,57,57,294,333,334,738,804,820,1032,1137,1154
40,Satkhira,184,178,167,818,857,614,818,918,1204,1636,1775,1818
4,Khulna,927,1896,918,8394,7540,7777,7186,7697,7839,15580,15237,15616
41,Jamalpur,19,22,19,328,406,353,2344,2642,2642,2672,3048,2995
42,Mymensing,87,99,81,650,1035,815,6215,6385,6352,6865,7420,7167
43,Netrakona,0,0,0,0,0,0,1712,986,1105,1712,986,1105
44,Sherpur,3,4,4,105,109,111,586,670,26012,691,779,26123
5,Mymensing,109,125,104,1083,1550,1279,10857,10683,36111,11940,12233,37390
45,Bogura,14,17,20,656,556,599,1757,1518,1781,2413,2074,2380
46,Joypurhat,5,5,5,58,58,59,1028,1025,1034,1086,1083,1093
47,Naogaon,109,122,158,374,496,315,933,941,876,1307,1437,1191
48,Natore,52,45,38,808,912,743,2195,2660,2313,3003,3572,3056
49,Chapai Nawabganj,422,357,358,1631,1760,1760,359,372,372,1990,2132,2132
50,Pabna,48,61,51,375,399,397,1120,1212,1238,1495,1611,1635
51,Rajshahi,419,477,478,5049,6978,6608,1011,929,821,6060,7907,7429
52,Sirajganj,8,7,8,47,48,51,1172,1327,1387,1219,1375,1438
6,Rajshahi,1077,1091,1116,8998,11207,10532,9575,9984,9822,18573,21191,20354
53,Dinajpur,33,29,115,426,356,332,707,643,783,1133,999,1115
54,Gaibandha,39,39,70,167,145,136,292,261,237,459,406,373
55,Kurigram,4,8,97,25,46,45,205,405,288,230,451,333
56,Lalmonirhat,1,1,30,122,132,37,370,406,128,492,538,165
57,Nilphamari,44,42,97,571,574,377,630,630,699,1201,1204,1076
58,Panchagarh,4,6,76,39,39,70,400,406,355,439,445,425
59,Rangpur,30,32,37,184,210,209,337,375,337,521,585,546
60,Thakurgaon,5,5,28,25,29,28,453,463,395,478,492,423
7,Rangpur,160,162,550,1559,1531,1234,3394,3589,3222,4953,5120,4456
61,Habiganj,0,0,0,0,0,0,644,657,659,644,657,659
62,Maulvibazar,0,5,5,0,110,84,2358,2363,1829,2358,2473,1913
63,Sunamganj,12,13,13,55,65,68,376,584,606,431,649,674
64,Sylhet,137,111,121,86,80,79,1139,1301,1308,1225,1381,1387
8,Sylhet,149,129,139,141,255,231,4517,4905,4402,4658,5160,4633
,BANGLADESH,5267,7062,4292,22000,24035,22549,64314,65840,91644,86314,89875,114193
