Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,2680,807,2726,806,2650,823
2,Barishal,9062,4266,9900,4284,9585,3380
3,Bhola,26836,9602,24815,8737,24261,9833
4,Jhallokati,1421,534,1227,318,1247,310
5,Patuakhali,13917,2232,13585,1980,12607,4629
6,Pirojpur,582,176,569,191,591,208
1,Barishal,54498,17617,52822,16316,50941,19183
7,Bandarban,48,18,48,18,48,18
8,Brahmanbaria,29,7,37,17,36,18
9,Chandpur,474,187,154,60,154,60
10,Chattogram,1638,487,1639,487,1641,488
11,Cumilla,4,3,4,3,5,3
12,Cox's Bazar,14,5,0,0,0,0
13,Feni,368,103,435,107,440,110
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,1660,403,1606,393,1589,390
16,Noakhali,2651,912,2196,579,2149,534
17,Rangamati,0,0,0,0,0,0
2,Chattogram,6886,2125,6119,1664,6062,1621
18,Dhaka,69,24,72,25,62,37
19,Faridpur,950,328,1002,367,950,328
20,Gazipur,97,26,91,24,87,22
21,Gopalganj,213,89,230,94,230,97
22,Kishorganj,230,76,246,91,263,98
23,Madaripur,514,167,447,147,485,157
24,Manikganj,271,87,252,75,253,77
25,Munshiganj,0,0,0,0,48,14
26,Narayanganj,34,13,29,12,29,12
27,Narsingdi,41,13,37,11,17,10
28,Rajbari,195,76,166,65,153,60
29,Shariatpur,279,113,250,122,231,111
30,Tangail,0,0,0,0,0,0
3,Dhaka,2893,1012,2822,1033,2808,1023
31,Bagerhat,487,113,515,143,489,134
32,Chuadanga,602,407,600,408,606,400
33,Jashore,1833,692,1804,697,1740,678
34,Jhenaidah,1650,701,1680,732,1600,680
35,Khulna,153,46,148,44,86,24
36,Kushtia,209,109,158,84,162,85
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,132,43,118,38,121,38
38,Meherpur,71,25,71,25,70,26
39,Narail,211,63,239,72,546,171
40,Satkhira,26,7,24,6,23,6
4,Khulna,5374,2206,5357,2249,5443,2242
41,Jamalpur,83,27,92,30,92,31
42,Mymensing,202,85,203,84,198,81
43,Netrakona,14,3,0,0,18,5
44,Sherpur,9,3,9,3,10,3
5,Mymensing,308,118,304,117,318,120
45,Bogura,7,2,14,5,17,5
46,Joypurhat,21,6,20,6,20,6
47,Naogaon,185,76,169,71,163,73
48,Natore,22650,7742,21879,7262,15879,5062
49,Chapai Nawabganj,0,0,52,14,55,17
50,Pabna,456,164,488,196,503,202
51,Rajshahi,10966,5511,11386,5490,9577,4198
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,34285,13501,34008,13044,26214,9563
53,Dinajpur,114,38,80,28,42,17
54,Gaibandha,104,52,106,50,130,56
55,Kurigram,148,55,150,58,138,50
56,Lalmonirhat,57,31,57,32,65,35
57,Nilphamari,9,7,9,7,0,0
58,Panchagarh,221,93,224,93,232,102
59,Rangpur,89,45,88,43,78,35
60,Thakurgaon,180,54,148,44,167,50
7,Rangpur,922,375,862,355,852,345
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,11,3,11,3
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,6,2,6,2
8,Sylhet,0,0,17,5,17,5
,BANGLADESH,105166,36954,102311,34783,92655,34102
