Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,335,333,610,610,630,630
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,335,333,610,610,630,630
7,Bandarban,6,1,4,1,4,8
8,Brahmanbaria,1290,445,1183,392,1126,430
9,Chandpur,690,146,634,197,634,213
10,Chattogram,68,30,69,31,70,32
11,Cumilla,601,238,531,209,532,201
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,119,41,111,41,5,1
14,Khagrachhari,14,2,16,2,18,3
15,Laksmipur,94,23,96,24,90,22
16,Noakhali,238,89,196,69,176,61
17,Rangamati,0,0,0,0,0,0
2,Chattogram,3120,1015,2840,966,2655,971
18,Dhaka,1772,640,1842,677,1761,679
19,Faridpur,1978,791,1960,791,1965,800
20,Gazipur,667,192,457,131,447,130
21,Gopalganj,431,153,428,152,421,147
22,Kishorganj,1184,559,1341,652,992,1156
23,Madaripur,1044,261,922,220,1055,258
24,Manikganj,3874,1155,4343,1183,4500,1250
25,Munshiganj,154,74,158,76,163,77
26,Narayanganj,76,29,64,23,61,28
27,Narsingdi,669,298,657,295,653,292
28,Rajbari,1305,507,1111,453,1002,408
29,Shariatpur,178,72,192,83,212,91
30,Tangail,11787,3489,13624,3997,13409,3930
3,Dhaka,25119,8220,27099,8733,26641,9246
31,Bagerhat,16,6,13,5,13,5
32,Chuadanga,1425,492,1123,353,927,309
33,Jashore,921,327,940,365,923,362
34,Jhenaidah,360,119,303,115,372,115
35,Khulna,112,48,108,45,108,46
36,Kushtia,922,459,952,497,703,355
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,176,69,181,73,171,69
38,Meherpur,1230,428,1302,434,1303,435
39,Narail,156,55,152,56,178,64
40,Satkhira,645,134,414,121,387,116
4,Khulna,5963,2137,5488,2064,5085,1876
41,Jamalpur,1353,482,1432,497,1500,600
42,Mymensing,2112,801,2133,801,2100,806
43,Netrakona,293,133,297,137,297,138
44,Sherpur,350,197,1528,847,1551,858
5,Mymensing,4108,1613,5390,2282,5448,2402
45,Bogura,527,190,614,273,614,274
46,Joypurhat,144,59,145,57,145,57
47,Naogaon,836,363,728,309,634,265
48,Natore,1125,391,1126,382,1056,358
49,Chapai Nawabganj,30393,11371,31156,11895,40018,14287
50,Pabna,4868,1685,4898,2631,4937,2646
51,Rajshahi,8977,3478,9605,3801,8114,3179
52,Sirajganj,5878,1356,5907,1873,5939,1887
6,Rajshahi,52748,18893,54179,21221,61457,22953
53,Dinajpur,838,280,860,306,799,295
54,Gaibandha,440,182,611,219,948,337
55,Kurigram,2218,1182,2199,1162,1990,1017
56,Lalmonirhat,227,86,230,87,221,96
57,Nilphamari,148,70,141,66,144,66
58,Panchagarh,219,106,219,112,265,128
59,Rangpur,1167,584,1168,591,1161,573
60,Thakurgaon,901,280,857,271,827,262
7,Rangpur,6158,2770,6285,2814,6355,2774
61,Habiganj,4,1,4,2,5,3
62,Maulvibazar,238,97,242,117,244,110
63,Sunamganj,104,38,563,337,600,400
64,Sylhet,109,34,138,41,170,65
8,Sylhet,455,170,947,497,1019,578
,BANGLADESH,98006,35151,102838,39187,109290,41430
