Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18
1,Barguna,0,0,1909,0,0,0,2380,1245,1245,2380,1245,4148
2,Barishal,0,0,1031,64,0,0,2480,1443,1443,2544,1443,1433
3,Bhola,0,0,0,0,0,0,0,0,0,0,0,0
4,Jhallokati,0,0,922,0,0,0,592,592,592,592,592,775
5,Patuakhali,0,0,2464,0,0,0,5500,2260,2260,5500,2260,3693
6,Pirojpur,0,0,2117,0,0,0,5285,4677,4677,5285,4677,4395
1,Barishal,0,0,8443,64,0,0,16237,10217,10217,16301,10217,14444
7,Bandarban,0,0,0,0,0,0,0,0,0,0,0,0
8,Brahmanbaria,0,0,0,0,0,0,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0,0,0,0,0,0,0
10,Chattogram,0,0,0,0,0,0,0,0,0,0,0,0
11,Cumilla,0,0,0,0,0,0,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0,0,0,0,0,0,0
17,Rangamati,1,1,5,3,4,4,5,0,4,8,4,10
2,Chattogram,1,1,5,3,4,4,5,6,10,8,10,10
18,Dhaka,0,0,90,0,0,0,190,199,199,190,199,144
19,Faridpur,21,19,1104,82,85,52,2133,2055,2140,2215,2140,2215
20,Gazipur,0,0,341,0,0,0,10,867,867,10,867,827
21,Gopalganj,15,94,2152,575,1407,1407,10475,12767,14174,11050,14174,14174
22,Kishorganj,0,0,43,0,0,0,108,111,111,108,111,116
23,Madaripur,0,0,3173,0,0,0,11561,11785,11785,11561,11785,10127
24,Manikganj,0,0,124,0,0,0,191,209,209,191,209,206
25,Munshiganj,0,0,20,0,0,0,17,21,21,17,21,21
26,Narayanganj,0,0,75,0,0,0,68,45,45,68,45,45
27,Narsingdi,0,0,0,0,0,0,271,0,0,271,0,0
28,Rajbari,0,0,255,0,0,3,438,736,736,438,736,719
29,Shariatpur,4,7,731,22,11,0,690,1224,1235,712,1235,1201
30,Tangail,0,0,0,0,0,0,0,0,0,0,0,0
3,Dhaka,40,120,8109,679,1503,1462,26152,30019,31522,26831,31522,29795
31,Bagerhat,11,5,2190,54,23,13,5199,4659,4682,5253,4682,4553
32,Chuadanga,0,0,136,10,8,26,1037,910,918,1047,918,876
33,Jashore,10,9,672,99,83,89,2568,2540,2623,2667,2623,2789
34,Jhenaidah,0,20,393,405,329,346,2411,2045,2374,2816,2374,2066
35,Khulna,0,0,833,0,0,0,1551,1427,1427,1551,1427,1551
36,Kushtia,0,1,202,40,30,28,677,647,677,717,687,660
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18
37,Magura,0,0,1053,0,0,0,2734,2706,2072,2734,2706,2072
38,Meherpur,0,0,81,0,0,0,321,320,289,321,320,289
39,Narail,29,29,1149,1080,1102,1296,12710,13217,13093,13790,14319,14389
40,Satkhira,7,7,1270,138,125,122,6029,5863,6476,6167,5988,6598
4,Khulna,57,71,7979,1826,1700,1920,35237,34334,33923,37063,36034,35843
41,Jamalpur,0,0,0,0,0,0,9,0,0,9,0,0
42,Mymensing,0,0,0,0,0,0,0,0,0,0,0,0
43,Netrakona,0,0,6,0,0,0,5,5,5,5,5,5
44,Sherpur,0,0,51,0,0,0,29,32,32,29,32,32
5,Mymensing,0,0,57,0,0,0,43,37,37,43,37,37
45,Bogura,0,0,824,0,0,0,485,557,575,485,557,575
46,Joypurhat,0,0,104,0,0,0,176,172,179,176,172,179
47,Naogaon,5,4,3349,422,489,0,2041,1933,2536,2463,2422,2536
48,Natore,0,0,1105,0,0,0,2652,2855,2149,2652,2855,2146
49,Chapai Nawabganj,0,0,163,0,0,0,502,515,618,502,515,618
50,Pabna,0,0,418,0,0,0,412,581,393,412,581,393
51,Rajshahi,0,0,1845,0,0,0,4986,4328,4277,4986,4328,4277
52,Sirajganj,0,0,20,0,0,0,27,24,22,27,24,22
6,Rajshahi,5,4,7827,422,489,0,11281,10965,10749,11703,11454,10746
53,Dinajpur,0,0,295,0,0,0,160,172,182,160,172,182
54,Gaibandha,0,0,71,0,0,0,91,94,24,91,94,24
55,Kurigram,0,0,10,0,0,0,8,8,3,8,8,3
56,Lalmonirhat,0,0,0,0,0,0,0,0,0,0,0,0
57,Nilphamari,0,0,16,0,0,0,7,9,9,7,9,9
58,Panchagarh,0,0,4,0,0,0,2,2,2,2,2,2
59,Rangpur,0,0,207,0,0,0,86,126,130,86,126,130
60,Thakurgaon,0,0,14,0,0,7,14,17,11,14,17,18
7,Rangpur,0,0,617,0,0,7,368,428,361,368,428,368
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0,0,19,0,0,19,0
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0,0,19,0,0,19,0
,BANGLADESH,103,196,33036,2994,3696,3393,89323,86025,87823,92317,89721,91216
