Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2452,7449,2425,7426,2385,7294
38,Meherpur,902,3095,937,3260,936,3262
39,Narail,354,875,369,919,391,1006
40,Satkhira,684,1638,666,1671,677,1720
4,Khulna,12693,35505,13633,38712,13735,39172
41,Jamalpur,1310,2643,1303,2595,1212,2452
42,Mymensing,1048,2210,1054,2238,1022,2160
43,Netrakona,572,959,542,887,612,1077
44,Sherpur,388,729,414,777,409,759
5,Mymensing,3318,6541,3313,6497,3255,6448
45,Bogura,759,1334,827,1452,824,1448
46,Joypurhat,299,723,309,743,303,736
47,Naogaon,2712,6485,2749,6991,2860,7227
48,Natore,45009,131529,51814,156660,57575,168103
49,Chapai Nawabganj,6228,11293,6033,10905,6128,11059
50,Pabna,22860,63099,23732,64503,23956,65853
51,Rajshahi,7929,23767,7789,22892,10865,35632
52,Sirajganj,1440,2774,1219,2533,1236,2542
6,Rajshahi,87236,241004,94472,266679,103747,292600
53,Dinajpur,6512,19345,6969,21066,7484,22419
54,Gaibandha,768,1075,871,1195,737,1006
55,Kurigram,555,844,570,883,548,786
56,Lalmonirhat,561,724,570,714,600,1114
57,Nilphamari,889,2528,888,2520,655,1765
58,Panchagarh,1379,3610,1389,3654,1411,3716
59,Rangpur,2153,4236,2177,4307,2206,4719
60,Thakurgaon,695,1429,698,1435,712,1468
7,Rangpur,13512,33791,14132,35774,14353,36993
61,Habiganj,116,265,128,280,137,310
62,Maulvibazar,63,201,66,206,66,107
63,Sunamganj,158,305,191,377,198,392
64,Sylhet,40,43,50,43,50,45
8,Sylhet,377,814,435,906,451,854
,BANGLADESH,150117,381851,163733,425401,176464,461970
