Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,97,60,95,54,92,53
2,Barishal,2126,826,1969,804,1838,753
3,Bhola,1779,735,1783,862,2117,1035
4,Jhallokati,564,180,549,182,568,208
5,Patuakhali,117,29,111,25,98,52
6,Pirojpur,79,17,97,25,97,32
1,Barishal,4762,1847,4604,1952,4810,2133
7,Bandarban,316,80,308,78,308,79
8,Brahmanbaria,26423,17780,26864,18276,19525,15208
9,Chandpur,3664,1603,5868,3079,3918,1826
10,Chattogram,794,210,792,209,794,210
11,Cumilla,10060,4858,8464,4035,7422,3592
12,Cox's Bazar,381,111,391,209,381,204
13,Feni,496,204,560,175,547,177
14,Khagrachhari,156,62,344,117,352,122
15,Laksmipur,228,74,221,75,223,68
16,Noakhali,47,12,44,9,41,8
17,Rangamati,519,284,526,272,502,259
2,Chattogram,43084,25278,44382,26534,34013,21753
18,Dhaka,22630,10157,58473,22554,24270,10025
19,Faridpur,19719,6325,18500,5173,19719,6325
20,Gazipur,3964,1047,3962,1036,3949,1529
21,Gopalganj,8955,2998,9082,3188,9082,3188
22,Kishorganj,2657,1333,1872,763,1664,641
23,Madaripur,26750,11090,14081,6171,16348,7307
24,Manikganj,47448,20200,48243,20123,46183,19782
25,Munshiganj,3645,1295,5432,2474,5378,2461
26,Narayanganj,1906,730,1823,702,1818,700
27,Narsingdi,3445,1475,4199,1535,3860,1425
28,Rajbari,5583,1891,5142,2258,2665,1146
29,Shariatpur,18657,8370,13116,6289,12194,6156
30,Tangail,61365,25146,71992,29701,55961,23198
3,Dhaka,226724,92057,255917,101967,203091,83883
31,Bagerhat,1702,641,1720,652,1690,640
32,Chuadanga,4981,2966,4566,2814,4428,3631
33,Jashore,26323,10230,24905,9836,22034,8578
34,Jhenaidah,8387,3653,7996,3841,7568,3545
35,Khulna,712,254,709,256,703,251
36,Kushtia,6749,3874,7107,4248,6575,3924
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,12677,4234,11557,3860,11566,4416
38,Meherpur,14325,7732,15332,8633,13130,7483
39,Narail,7898,2648,7898,2688,6221,2485
40,Satkhira,0,0,12757,6654,13269,6981
4,Khulna,83754,36232,94547,43482,87184,41934
41,Jamalpur,19184,7831,18718,7728,23034,9512
42,Mymensing,4244,1688,3437,1413,5892,1306
43,Netrakona,2537,1251,2292,1117,2314,1146
44,Sherpur,5187,2127,5195,2406,5284,2406
5,Mymensing,31152,12897,29642,12664,36524,14370
45,Bogura,53281,26072,39868,17933,39995,19309
46,Joypurhat,6078,3999,5544,3665,5771,4793
47,Naogaon,51303,26999,53375,28359,53833,28455
48,Natore,6016,358,6146,2413,5476,2157
49,Chapai Nawabganj,19111,6519,19111,7559,19111,6519
50,Pabna,42336,15565,40296,14986,38815,14141
51,Rajshahi,40701,19270,38732,8495,37535,19989
52,Sirajganj,122782,52504,122525,54164,120576,52726
6,Rajshahi,341608,151286,325597,137574,321112,148089
53,Dinajpur,5149,16395,27033,14622,30499,16379
54,Gaibandha,3400,1600,6677,2742,4771,2040
55,Kurigram,13684,6566,11620,4711,10262,5916
56,Lalmonirhat,1905,982,1926,1008,1925,1011
57,Nilphamari,2105,1243,2315,1406,2210,1321
58,Panchagarh,2743,1253,2709,1252,2686,1245
59,Rangpur,4784,2333,4699,2278,4720,2258
60,Thakurgaon,15303,6534,13011,5420,9583,3900
7,Rangpur,49073,36906,69990,33439,66656,34070
61,Habiganj,2080,834,1929,769,1972,805
62,Maulvibazar,737,2356,736,2241,736,2243
63,Sunamganj,1305,513,1298,475,1301,478
64,Sylhet,2746,1703,2618,1763,2475,1779
8,Sylhet,6868,5406,6581,5248,6484,5305
,BANGLADESH,787025,361909,831260,362860,759874,351537
