Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,80,100,69,83,86,112
2,Barishal,17,25,17,24,20,16
3,Bhola,50,179,57,183,66,205
4,Jhallokati,7,10,0,0,7,10
5,Patuakhali,125,187,132,201,117,165
6,Pirojpur,34,87,39,84,43,95
1,Barishal,313,588,314,575,339,603
7,Bandarban,1499,6256,1507,6316,1526,6204
8,Brahmanbaria,59,61,58,65,59,77
9,Chandpur,8,9,7,4,7,4
10,Chattogram,2477,11106,2532,11080,2616,10415
11,Cumilla,41,126,42,154,39,142
12,Cox's Bazar,86,662,327,2117,332,2152
13,Feni,25,68,28,71,29,67
14,Khagrachhari,2045,10142,1976,6645,2000,7290
15,Laksmipur,34,100,32,91,32,91
16,Noakhali,45,53,57,68,47,58
17,Rangamati,3279,24661,3317,25027,3304,25044
2,Chattogram,9598,53244,9883,51638,9991,51544
18,Dhaka,4,11,5,11,2,4
19,Faridpur,0,0,0,0,0,0
20,Gazipur,2896,11453,2897,11322,2880,10873
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,51,153,49,150,39,135
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,22,93,23,99,15,69
27,Narsingdi,308,1472,300,1357,307,1283
28,Rajbari,0,0,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,15297,108023,17007,120352,16535,117011
3,Dhaka,18578,121205,20281,133291,19778,129375
31,Bagerhat,47,58,47,65,48,65
32,Chuadanga,0,0,0,0,0,0
33,Jashore,132,458,136,463,131,465
34,Jhenaidah,1,1,1,2,1,2
35,Khulna,22,71,20,69,20,67
36,Kushtia,0,0,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,7,35,7,33,7,32
38,Meherpur,0,0,0,0,0,0
39,Narail,16,42,0,0,0,0
40,Satkhira,7,28,5,19,34,100
4,Khulna,232,693,216,651,241,731
41,Jamalpur,76,217,85,244,89,261
42,Mymensing,2382,14390,2495,15305,2497,15636
43,Netrakona,31,117,31,195,30,105
44,Sherpur,17,51,22,63,25,70
5,Mymensing,2506,14775,2633,15807,2641,16072
45,Bogura,40,96,31,75,24,57
46,Joypurhat,4,17,2,6,2,5
47,Naogaon,39,176,26,108,28,117
48,Natore,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,83,289,59,189,54,179
53,Dinajpur,3,7,3,5,3,6
54,Gaibandha,1,1,0,0,0,0
55,Kurigram,25,141,29,137,30,142
56,Lalmonirhat,15,29,0,0,10,20
57,Nilphamari,13,78,0,0,19,110
58,Panchagarh,48,112,47,111,46,109
59,Rangpur,45,87,41,84,42,86
60,Thakurgaon,14,28,14,28,14,31
7,Rangpur,164,483,134,365,164,504
61,Habiganj,664,2576,536,1949,540,1950
62,Maulvibazar,917,4901,1031,6089,1092,6200
63,Sunamganj,20,37,24,38,27,36
64,Sylhet,423,1910,372,1241,370,1207
8,Sylhet,2024,9424,1963,9317,2029,9393
,BANGLADESH,33498,200701,35483,211833,35237,208401
