Zila/Division,,2016-17,,,,,2017-18,,,,
,,Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)",Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)"
1,Barguna,1449,586,195.21,18.006,10558,677,274,199.50,0.000,5041
2,Barishal,3948,1598,219.93,20.286,32411,3805,1540,215.00,19.832,30539
3,Bhola,20041,8110,289.32,26.687,216434,18113,7330,288.96,26.654,195369
4,Jhalakathi,688,278,174.85,16.128,4490,1052,426,215.00,0.000,8443
5,Patuakhali,1138,461,162.41,14.981,6899,1153,467,199.90,18.439,8603
6,Pirojpur,2243,908,132.94,12.262,11130,2634,1066,145.23,13.396,14279
1,"Barishal
Division",29507,11941,255.96,23.610,281923,27434,11102,256.11,23.624,262275
7,Bandarban,116,47,135.50,12.498,587,185,75,139.25,12.844,962
8,Brahmanbaria,3726,1508,152.29,14.047,21181,4041,1635,151.55,13.979,22860
9,Chandpur,33987,13754,235.35,21.709,298576,16303,6597,235.36,21.710,143228
10,Chattogram,1744,706,169.28,15.614,11020,2301,931,180.51,16.650,15504
11,Cumilla,32543,13169,201.00,18.540,244164,28383,11486,200.86,18.527,212804
12,Cox' Bazar,259,105,136.82,12.620,1323,3007,1217,140.23,12.935,15741
13,Feni,592,240,136.78,12.617,3023,634,257,145.51,13.422,3444
14,Khagrachari,364,147,147.55,13.610,2005,427,173,147.16,13.574,2346
15,Laksmipur,707,286,120.90,11.152,3191,650,263,145.16,13.390,3522
16,Noakhali,579,234,119.15,10.990,2575,202,82,146.25,13.490,1103
17,Rangamati,190,77,125.92,11.615,893,218,88,120.75,11.138,983
2,"Chattogram
Division",74807,30273,210.77,19.441,588535,56351,22804,200.86,18.527,422494
18,Dhaka,4916,1989,225.93,20.840,41458,4710,1906,233.09,21.500,40980
19,Faridpur,640,259,256.47,23.657,6127,736,298,251.50,23.198,6909
20,Gazipur,543,220,163.47,15.078,3313,220,89,165.56,15.271,1360
21,Gopalgonj,505,204,242.67,22.384,4574,751,304,241.85,22.308,6780
22,Kishoregonj,6974,2822,169.18,15.605,44041,9311,3768,169.89,15.671,59046
23,Madaripur,1857,751,205.01,18.910,14211,1265,512,210.27,19.395,9929
24,Manikgonj,5414,2191,220.65,20.353,44591,3731,1510,219.86,20.280,30620
25,Munsigonj,93041,37652,354.60,32.708,1231517,89748,36319,353.57,32.613,1184479
26,Narayanganj,6075,2458,309.87,28.582,70267,7440,3011,305.57,28.186,84862
27,Narsingdi,2731,1105,157.99,14.573,16106,3159,1278,165.56,15.271,19522
28,Rajbari,372,151,206.03,19.004,2861,421,170,198.73,18.331,3123
29,Shariatpur,4552,1842,269.55,24.863,45800,4930,1995,269.75,24.882,49640
30,Tangail,5266,2131,180.18,16.620,35417,4035,1633,179.22,16.531,26993
3,"Dhaka
Division",132886,53776,314.56,29.014,1560284,130457,52793,313.01,28.872,1524243
31,Bagerhat,1296,524,169.13,15.600,8182,2445,989,165.09,15.228,15067
32,Chuadanga,4606,1864,235.62,21.734,40510,3553,1438,235.48,21.721,31230
