Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,20,13,19,13
2,Barishal,0,0,295,134,367,155
3,Bhola,0,0,303,211,251,155
4,Jhallokati,88,32,90,39,73,36
5,Patuakhali,48,19,49,20,99,55
6,Pirojpur,97,51,107,61,109,64
1,Barishal,233,102,864,478,918,478
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,69,78,80,97,6,8
9,Chandpur,399,486,394,362,390,360
10,Chattogram,12,4,282,130,284,130
11,Cumilla,0,0,734,705,650,601
12,Cox's Bazar,4,2,4,2,50,13
13,Feni,73,45,77,44,87,55
14,Khagrachhari,155,53,169,63,185,70
15,Laksmipur,-,-,154,41,106,18
16,Noakhali,14,8,19,8,19,9
17,Rangamati,124,69,126,70,133,68
2,Chattogram,850,745,2039,1522,1910,1332
18,Dhaka,379,271,393,280,375,416
19,Faridpur,389,180,442,201,446,203
20,Gazipur,31,11,28,9,13,4
21,Gopalganj,279,123,1131,521,34,26
22,Kishorganj,17,13,17,14,21,26
23,Madaripur,663,283,580,241,0,0
24,Manikganj,98,89,103,91,105,93
25,Munshiganj,167,95,180,75,190,80
26,Narayanganj,180,104,186,109,484,105
27,Narsingdi,44,37,51,71,52,69
28,Rajbari,270,97,290,110,283,105
29,Shariatpur,485,200,1023,557,1224,547
30,Tangail,767,156,488,119,500,122
3,Dhaka,3769,1659,4912,2398,3727,1796
31,Bagerhat,47,17,60,22,53,26
32,Chuadanga,249,254,231,926,305,1116
33,Jashore,49,28,60,36,67,43
34,Jhenaidah,65,36,69,34,72,34
35,Khulna,14,9,6,7,11,15
36,Kushtia,51,26,37,22,35,22
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,41,23,42,25,53,27
38,Meherpur,11,16,16,28,19,33
39,Narail,196,137,159,106,167,111
40,Satkhira,17,7,23,7,18,6
4,Khulna,740,553,703,1213,800,1433
41,Jamalpur,109,34,138,40,0,0
42,Mymensing,87,88,68,27,0,0
43,Netrakona,29,38,31,40,0,0
44,Sherpur,6,3,7,4,0,0
5,Mymensing,231,163,244,111,0,0
45,Bogura,2,3,123,94,108,93
46,Joypurhat,6,2,7,3,8,3
47,Naogaon,43,27,31,19,184,337
48,Natore,20,5,25,7,22,7
49,Chapai Nawabganj,-,-,30,19,60,33
50,Pabna,165,134,105,28,139,50
51,Rajshahi,72,54,87,24,68,20
52,Sirajganj,29,10,43,16,45,16
6,Rajshahi,337,235,451,210,634,559
53,Dinajpur,134,70,139,74,143,77
54,Gaibandha,92,45,97,49,101,52
55,Kurigram,37,13,23,7,25,8
56,Lalmonirhat,140,89,186,121,145,104
57,Nilphamari,110,114,119,125,123,159
58,Panchagarh,98,62,104,66,107,68
59,Rangpur,179,87,183,89,187,92
60,Thakurgaon,46,37,55,42,58,44
7,Rangpur,836,517,906,573,889,604
61,Habiganj,50,27,79,49,89,59
62,Maulvibazar,-,-,20,10,22,8
63,Sunamganj,22,1,22,5,86,35
64,Sylhet,89,42,89,37,212,110
8,Sylhet,161,70,210,101,409,212
,BANGLADESH,7157,4044,10329,6606,9287,6414
