Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,108,124,106,124,108,128
2,Barishal,553,541,408,505,564,625
3,Bhola,1789,3209,1421,2560,1372,2648
4,Jhalokati,70,96,83,127,68,83
5,Patuakhali,105,89,106,82,102,118
6,Pirojpur,44,53,53,65,53,67
1,Barishal,2669,4112,2177,3463,2267,3669
7,Bandarban,118,175,117,174,119,179
8,Brahmanbaria,1415,2918,1318,2698,354,1012
9,Chandpur,1724,4318,1692,3609,1672,4336
10,Chattogram,162,235,167,241,172,248
11,Cumilla,616,1767,504,1465,298,874
12,Cox's Bazar,171,289,87,141,76,132
13,Feni,32,25,29,22,33,26
14,Khagrachhari,55,82,44,71,49,79
15,Laksmipur,463,795,434,788,470,788
16,Noakhali,389,579,398,593,368,534
17,Rangamati,98,171,100,175,109,171
2,Chattogram,5243,11354,4890,9977,3720,8379
18,Dhaka,1306,6446,1266,6405,1243,4168
19,Faridpur,72721,290417,81970,385669,67859,265501
20,Gazipur,401,754,409,782,423,829
21,Gopalganj,5057,14723,5068,14808,4974,14478
22,Kishorganj,1278,3995,1282,4031,1299,4048
23,Madaripur,9214,42977,9606,51830,9631,52262
24,Manikganj,18066,48146,17808,48103,18115,48014
25,Munshiganj,507,938,526,953,542,981
26,Narayanganj,652,1373,655,1410,644,1387
27,Narsingdi,383,702,375,661,338,601
28,Rajbari,53325,227368,64638,169417,65800,221339
29,Shariatpur,6180,19488,6141,23576,6072,23251
30,Tangail,1852,4013,2006,4177,1996,4143
3,Dhaka,170942,661340,191750,711822,178936,641002
31,Bagerhat,333,717,346,755,345,752
32,Chuadanga,1588,9030,1564,8765,1603,9244
33,Jashore,3230,13307,3248,13475,3222,13481
34,Jhenaidah,13021,53701,16236,84176,16078,83520
35,Khulna,318,672,336,656,336,656
36,Kushtia,25376,109645,25726,127547,25389,128084
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,13656,54327,13897,55454,13939,55612
38,Meherpur,7420,68720,7265,73473,4350,50621
39,Narail,1610,4907,1552,4680,1341,4367
40,Satkhira,1078,3501,1036,3335,1015,3313
4,Khulna,67630,318527,71206,372316,67618,349650
41,Jamalpur,3900,10721,3886,10667,3742,10891
42,Mymensing,1508,4012,1517,3963,1437,3830
43,Netrokona,770,2006,783,2074,804,2135
44,Sherpur,1173,3378,1197,3426,1210,3488
5,Mymensing,7351,20117,7383,20130,7193,20344
45,Bogura,4630,11167,4548,10350,4721,10824
46,Joypurhat,1913,5483,1848,5331,1722,5362
47,Naogaon,7767,28647,7016,26430,6613,24775
48,Natore,6582,18835,5493,18192,7586,24674
49,Chapai Nawabganj,6637,24153,6438,23558,6440,23500
50,Pabna,105980,415372,104916,431091,104644,432046
51,Rajshahi,27216,142095,27571,160873,26500,123750
52,Sirajganj,1675,3975,1492,4125,1271,3246
6,Rajshahi,162400,649727,159322,679950,159497,648177
53,Dinajpur,6129,20904,5655,18931,5480,17257
54,Gaibandha,2251,6487,2622,6292,2310,5574
55,Kurigram,1410,3197,1420,3323,1110,2367
56,Lalmonirhat,1152,3642,1180,3730,1166,3657
57,Nilphamari,2152,7925,2184,8024,2260,7702
58,Panchagarh,3005,9816,3018,9857,3040,10011
59,Rangpur,4489,14690,4529,14952,4783,15980
60,Thakurgaon,880,1988,881,1985,958,2173
7,Rangpur,21468,68649,21489,67094,21107,64721
61,Habiganj,223,619,221,629,225,633
62,Maulvibazar,79,157,79,160,81,161
63,Sunamganj,263,623,317,811,320,816
64,Sylhet,138,109,135,150,141,162
8,Sylhet,703,1508,752,1750,767,1772
,BANGLADESH,438406,1735334,458969,1866502,441105,1737714
