Zila/Division,,2016-17,,,,,2017-18,,,,
,,Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)",Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)"
1,Barguna,0,0,0.00,0.000,0,0,0,0.00,0.000,0
2,Barishal,0,0,0.00,0.000,0,0,0,0.00,0.000,0
3,Bhola,0,0,0.00,0.000,0,0,0,0.00,0.000,0
4,Jhalakathi,0,0,0.00,0.000,0,0,0,0.00,0.000,0
5,Patuakhali,0,0,0.00,0.000,0,0,0,0.00,0.000,0
6,Pirojpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
1,"Barishal
Division",0,0,0.00,0.000,0,0,0,0.00,0.000,0
7,Bandarban,810,328,102.87,9.489,3110,1172,474,100.25,9.247,4386
8,Brahmanbaria,684,277,98.50,9.086,2515,901,365,96.51,8.902,3246
9,Chandpur,0,0,0.00,0.000,0,9050,3662,98.00,9.039,33106
10,Chattogram,9583,3878,149.89,13.826,53617,9572,3874,150.26,13.860,53688
11,Cumilla,210,85,99.02,9.134,776,367,149,99.02,9.134,1356
12,Cox' Bazar,1946,788,105.82,9.761,7687,1934,783,135.68,12.515,9795
13,Feni,0,0,0.00,0.000,0,0,0,0.00,0.000,0
14,Khagrachari,0,0,0.00,0.000,0,970,393,99.63,9.190,3607
15,Laksmipur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
16,Noakhali,0,0,0.00,0.000,0,0,0,0.00,0.000,0
17,Rangamati,617,250,114.06,10.521,2627,0,0,0.00,0.000,0
2,"Chattogram
Division",13850,5605,136.04,12.549,70332,23966,9699,122.05,11.258,109183
18,Dhaka,26,11,39.79,3.670,39,0,0,0.00,0.000,0
19,Faridpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
20,Gazipur,126,51,92.64,8.545,436,120,49,96.07,8.861,430
21,Gopalgonj,0,0,0.00,0.000,0,0,0,0.00,0.000,0
22,Kishoregonj,3428,1387,83.72,7.722,10713,4143,1677,80.45,7.421,12441
23,Madaripur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
24,Manikgonj,97,39,96.27,8.880,349,57,23,106.50,9.824,227
25,Munsigonj,0,0,0.00,0.000,0,0,0,0.00,0.000,0
26,Narayanganj,7,3,79.80,7.361,21,0,0,0.00,0.000,0
27,Narsingdi,1102,446,88.60,8.172,3645,163,66,88.70,8.182,540
28,Rajbari,0,0,0.00,0.000,0,0,0,0.00,0.000,0
29,Shariatpur,0,0,0.00,0.000,0,10,4,85.20,7.859,32
30,Tangail,3668,1484,100.52,9.272,13763,3478,1407,99.75,9.201,12950
3,"Dhaka
Division",8454,3421,91.78,8.466,28964,7971,3226,89.47,8.252,26620
31,Bagerhat,0,0,0.00,0.000,0,0,0,0.00,0,0
32,Chuadanga,0,0,0.00,0.000,0,0,0,0.00,0,0
