Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,1480,3680,1492,3704,1525,3791
8,Brahmanbaria,112,117,111,111,50,105
9,Chandpur,4,13,3,10,3,10
10,Chattogram,1687,7723,1697,7764,1697,7765
11,Cumilla,80,159,105,182,113,191
12,Cox's Bazar,192,572,52,122,202,560
13,Feni,18,12,17,13,14,11
14,Khagrachhari,3161,8539,3207,8542,3234,8915
15,Laksmipur,18,17,7,7,5,5
16,Noakhali,2,1,2,1,2,1
17,Rangamati,3791,15858,3822,15925,3761,15690
2,Chattogram,10545,36691,10515,36381,10606,37044
18,Dhaka,59,105,61,104,11,53
19,Faridpur,15,24,10,21,12,19
20,Gazipur,570,1117,567,1120,548,1097
21,Gopalganj,23,32,24,33,30,41
22,Kishorganj,233,521,218,515,263,577
23,Madaripur,-,-,0,0,0,0
24,Manikganj,144,179,147,181,151,188
25,Munshiganj,3,2,3,12,3,12
26,Narayanganj,28,27,30,27,12,10
27,Narsingdi,220,299,223,300,217,288
28,Rajbari,15,27,14,25,13,5
29,Shariatpur,0,0,0,0,0,0
30,Tangail,2011,7572,2067,7770,2091,7899
3,Dhaka,2421,8106,3364,10108,3351,10189
31,Bagerhat,18,32,20,36,17,27
32,Chuadanga,30,78,33,85,32,82
33,Jashore,75,200,72,189,69,182
34,Jhenaidah,114,326,95,210,90,255
35,Khulna,47,75,47,75,50,90
36,Kushtia,97,369,91,369,97,408
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,20,57,19,55,21,55
38,Meherpur,14,28,13,26,14,28
39,Narail,62,137,66,147,60,136
40,Satkhira,62,302,60,300,67,322
4,Khulna,539,1604,516,1492,517,1585
41,Jamalpur,405,1589,427,1630,460,1807
42,Mymensing,1021,2482,970,2424,937,2329
43,Netrakona,117,217,110,170,110,179
44,Sherpur,195,608,196,635,215,693
5,Mymensing,1738,4896,1703,4859,1722,5008
45,Bogura,303,808,320,890,315,870
46,Joypurhat,73,204,73,201,106,485
47,Naogaon,243,806,219,743,198,644
48,Natore,66,108,69,114,67,111
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,21,32,21,35,20,34
51,Rajshahi,6,11,7,14,5,14
52,Sirajganj,133,312,141,324,136,323
6,Rajshahi,845,2281,850,2321,847,2481
53,Dinajpur,334,1035,332,1011,321,980
54,Gaibandha,395,677,403,699,385,675
55,Kurigram,443,1041,447,1296,440,1264
56,Lalmonirhat,423,1312,439,1337,422,1603
57,Nilphamari,2774,11390,2772,11400,2985,12668
58,Panchagarh,710,2454,272,2518,719,1809
59,Rangpur,940,2980,877,2808,881,2828
60,Thakurgaon,120,135,119,231,119,233
7,Rangpur,6139,21024,5661,21300,6272,22060
61,Habiganj,101,266,103,277,103,278
62,Maulvibazar,100,531,197,620,197,620
63,Sunamganj,8,15,10,17,17,22
64,Sylhet,64,77,79,103,113,151
8,Sylhet,273,889,389,1017,430,1071
,BANGLADESH,23400,77290,22998,77478,23745,79438
