Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,97,218,96,194,167,578
2,Barishal,413,1482,356,1241,394,1406
3,Bhola,254,926,275,933,283,935
4,Jhallokati,185,798,193,891,201,658
5,Patuakhali,108,200,111,211,139,478
6,Pirojpur,466,1415,503,1579,506,1627
1,Barishal,1523,5039,1534,5049,1690,5682
7,Bandarban,203,598,210,620,215,634
8,Brahmanbaria,399,1637,468,1904,430,1696
9,Chandpur,299,1447,318,1614,318,1614
10,Chattogram,2012,9705,2011,9587,2018,9630
11,Cumilla,1354,8752,1320,8723,1234,8018
12,Cox's Bazar,236,956,245,956,245,957
13,Feni,87,546,92,557,91,556
14,Khagrachhari,434,1650,449,1697,485,1818
15,Laksmipur,161,613,158,583,158,584
16,Noakhali,464,1204,417,1074,380,959
17,Rangamati,311,1432,309,1313,305,1453
2,Chattogram,5960,28540,5997,28628,5879,27919
18,Dhaka,769,4707,781,4790,796,18660
19,Faridpur,577,1653,577,1653,577,1653
20,Gazipur,777,6196,781,6212,189,352
21,Gopalganj,477,3381,467,3435,500,3752
22,Kishorganj,372,1726,412,1957,400,1642
23,Madaripur,64,184,68,188,59,199
24,Manikganj,469,1578,467,1572,470,1587
25,Munshiganj,481,2592,500,3131,475,2517
26,Narayanganj,373,1367,369,1351,369,1351
27,Narsingdi,317,1344,302,1276,309,1292
28,Rajbari,993,6600,1116,7527,1152,8009
29,Shariatpur,75,485,90,566,95,629
30,Tangail,1658,17261,1687,16784,1695,17753
3,Dhaka,7402,49074,7617,50442,7086,59396
31,Bagerhat,789,6146,794,5220,794,5221
32,Chuadanga,1637,8798,1641,8821,1619,8022
33,Jashore,2216,11144,2592,13595,2594,13598
34,Jhenaidah,1521,7428,1757,11354,1378,9980
35,Khulna,640,4612,635,4591,636,4592
36,Kushtia,959,5960,981,6028,961,5874
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,186,798,196,832,198,834
38,Meherpur,740,5271,730,5211,729,5210
39,Narail,350,1859,344,1867,345,1869
40,Satkhira,1033,6935,1053,6990,1057,7080
4,Khulna,10071,58951,10723,64509,10311,62280
41,Jamalpur,321,1560,336,1627,1148,4702
42,Mymensing,1776,23240,1706,22629,1659,22054
43,Netrakona,366,1441,377,1485,389,1490
44,Sherpur,836,14477,865,15005,892,15533
5,Mymensing,3299,40718,3284,40746,4088,43779
45,Bogura,700,3886,846,4327,842,4283
46,Joypurhat,377,1966,390,2025,394,2049
47,Naogaon,1097,7065,1102,7115,1130,7263
48,Natore,638,2028,623,2054,638,2062
49,Chapai Nawabganj,606,3177,610,3172,612,3156
50,Pabna,836,5424,885,5955,868,6234
51,Rajshahi,1243,9724,1326,11005,1327,11983
52,Sirajganj,660,5022,678,5809,716,6196
6,Rajshahi,6157,38292,6460,41462,6527,43226
53,Dinajpur,1709,11752,1713,11691,1786,11785
54,Gaibandha,470,2564,454,2702,462,2945
55,Kurigram,633,3999,645,4034,568,3979
56,Lalmonirhat,964,7037,1020,16750,956,12683
57,Nilphamari,1274,12063,1292,12454,1408,14336
58,Panchagarh,874,4522,877,4533,881,4589
59,Rangpur,1114,6453,1107,6400,1131,6785
60,Thakurgaon,650,4653,670,5123,687,5295
7,Rangpur,7688,53043,7778,63687,7879,62397
61,Habiganj,471,3901,469,4019,524,3871
62,Maulvibazar,429,2483,423,2483,417,2362
63,Sunamganj,508,6120,507,6120,510,6211
64,Sylhet,834,9583,889,4505,918,4596
8,Sylhet,2242,22087,2288,17127,2369,17040
,BANGLADESH,44342,295744,45681,311650,45829,321719
