Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,114,156,125,170,128,228
2,Barishal,274,422,322,557,322,559
3,Bhola,481,795,858,1011,390,633
4,Jhallokati,140,312,176,257,140,247
5,Patuakhali,133,235,111,149,114,188
6,Pirojpur,572,1017,619,1123,625,1192
1,Barishal,1714,2937,2211,3267,1719,3047
7,Bandarban,736,1086,741,575,749,582
8,Brahmanbaria,1,1,0,0,75,7
9,Chandpur,2240,4575,15130,38570,16986,32345
10,Chattogram,95,211,226,618,63,143
11,Cumilla,19086,40229,22207,38589,19856,38783
12,Cox's Bazar,186,387,205,425,0,0
13,Feni,6,3,7,4,90,207
14,Khagrachhari,1295,1459,1332,1495,1295,2443
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,2,2,3,3,0,0
17,Rangamati,1564,3233,1500,2612,1201,1775
2,Chattogram,25211,50955,41351,82891,40315,76285
18,Dhaka,11201,28006,11433,32392,11341,32256
19,Faridpur,416,1350,960,3516,903,2378
20,Gazipur,146,210,130,184,42,82
21,Gopalganj,5,10,16,12,81,259
22,Kishorganj,5731,14342,9871,28923,9307,2553
23,Madaripur,60,125,156,349,153,523
24,Manikganj,46385,119943,49345,126457,52148,140675
25,Munshiganj,711,982,1782,3725,2250,4400
26,Narayanganj,95,119,139,227,67,214
27,Narsingdi,9,7,5,13,38,2752
28,Rajbari,133,354,114,621,269,789
29,Shariatpur,6,14,84,221,53,110
30,Tangail,2300,5688,2741,5923,5439,14470
3,Dhaka,66145,169162,76776,202563,82091,201461
31,Bagerhat,383,787,384,816,354,654
32,Chuadanga,117113,453774,121679,474828,111093,437740
33,Jashore,655,1689,767,2252,868,2642
34,Jhenaidah,23102,73788,31077,100385,36928,135062
35,Khulna,123,201,54,129,54,99
36,Kushtia,14552,37161,17870,58621,16018,59848
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,32,82,38,86,118,218
38,Meherpur,9043,35024,18726,82783,21034,100678
39,Narail,0,0,0,0,0,0
40,Satkhira,354,997,189,560,157,5290
4,Khulna,165357,603503,190784,720460,186624,742231
41,Jamalpur,17439,66007,18304,74947,20742,82570
42,Mymensing,525,1270,889,2701,288,753
43,Netrakona,51,111,0,0,0,0
44,Sherpur,1488,3332,1013,2122,1548,3477
5,Mymensing,19503,70720,20206,79770,22578,86800
45,Bogura,19524,47769,17710,43592,13798,37721
46,Joypurhat,656,1595,857,2156,859,2158
47,Naogaon,5063,13568,17112,60556,17942,65428
48,Natore,3480,5671,4153,7676,14246,44230
49,Chapai Nawabganj,14396,36519,14027,41157,14153,38862
50,Pabna,1393,4280,1719,3438,1808,4850
51,Rajshahi,33852,72708,33589,83188,33003,87143
52,Sirajganj,18930,50601,23250,77918,23171,78474
6,Rajshahi,97294,232711,112417,319681,118980,358866
53,Dinajpur,160233,497838,167625,530717,152687,498295
54,Gaibandha,24386,69121,27234,85181,27744,88643
55,Kurigram,5977,18394,17740,49319,19552,57366
56,Lalmonirhat,63514,189163,67068,191225,77555,250864
57,Nilphamari,40617,116749,45978,150029,52964,180901
58,Panchagarh,31057,92692,45788,179313,46950,178980
59,Rangpur,50635,132386,56513,161567,61893,282888
60,Thakurgaon,74652,197158,91257,269319,97876,281402
7,Rangpur,451071,1313501,519203,1616670,537221,1819339
61,Habiganj,0,0,15,27,16,28
62,Maulvibazar,0,0,8,16,9,17
63,Sunamganj,39,101,0,0,0,0
64,Sylhet,0,0,29,47,29,28
8,Sylhet,39,101,52,90,54,73
,BANGLADESH,827387,2445578,963000,3025392,989582,3288102
