Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,94,63,94,55,91,56
2,Barishal,263,341,260,335,280,339
3,Bhola,281,435,297,503,319,506
4,Jhallokati,89,201,95,128,98,136
5,Patuakhali,9,7,19,15,16,12
6,Pirojpur,131,158,139,172,145,180
1,Barishal,867,1205,904,1208,949,1229
7,Bandarban,1738,4289,1747,4368,1776,4454
8,Brahmanbaria,157,318,146,298,157,318
9,Chandpur,270,424,285,434,283,583
10,Chattogram,934,2342,938,2367,761,2180
11,Cumilla,148,303,171,315,195,369
12,Cox's Bazar,392,418,393,417,394,413
13,Feni,37,31,33,30,31,28
14,Khagrachhari,6042,5144,6155,5122,6204,5312
15,Laksmipur,185,202,185,203,182,194
16,Noakhali,176,197,168,188,163,180
17,Rangamati,6129,9853,6139,9867,6043,9591
2,Chattogram,16208,23521,16360,23609,16189,23622
18,Dhaka,118,76,120,78,26,42
19,Faridpur,544,769,544,769,676,1857
20,Gazipur,875,961,855,937,764,697
21,Gopalganj,404,798,411,816,415,850
22,Kishorganj,434,679,423,594,409,717
23,Madaripur,146,175,154,218,141,203
24,Manikganj,153,89,154,90,153,90
25,Munshiganj,40,87,43,54,42,54
26,Narayanganj,36,27,38,26,40,33
27,Narsingdi,507,603,518,628,502,590
28,Rajbari,2498,11772,2498,11772,2862,16073
29,Shariatpur,61,292,58,267,60,270
30,Tangail,3196,3341,3196,3340,3305,3502
3,Dhaka,12437,25545,9012,19589,9395,24978
31,Bagerhat,448,800,459,788,477,867
32,Chuadanga,1567,7248,1603,7186,1660,7363
33,Jashore,2178,9297,2198,9503,2197,9559
34,Jhenaidah,1641,6073,2258,9413,2160,9058
35,Khulna,505,1591,477,1946,470,1955
36,Kushtia,1508,6643,1533,7049,1532,7041
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,740,1634,757,1715,775,2226
38,Meherpur,742,2248,755,2282,770,2336
39,Narail,523,1724,531,1736,520,1587
40,Satkhira,1422,8651,1453,8427,1426,8574
4,Khulna,11274,45909,12024,50045,11987,50566
41,Jamalpur,746,1129,765,1180,810,1238
42,Mymensing,2052,4016,1926,3697,2005,4200
43,Netrakona,254,301,250,291,270,318
44,Sherpur,373,430,381,437,398,461
5,Mymensing,3425,5876,3322,5605,3483,6217
45,Bogura,1087,1399,1116,1428,1095,1409
46,Joypurhat,281,586,275,698,532,709
47,Naogaon,1121,4646,1151,4810,1142,4797
48,Natore,2066,3465,1950,3239,1899,3185
49,Chapai Nawabganj,487,445,500,451,558,518
50,Pabna,3127,7668,3155,7756,3176,7792
51,Rajshahi,3631,15523,3465,15309,3468,14670
52,Sirajganj,178,395,191,408,176,429
6,Rajshahi,11978,34127,11803,34099,12046,33509
53,Dinajpur,902,580,899,578,924,573
54,Gaibandha,783,482,777,476,794,491
55,Kurigram,563,394,563,389,558,391
56,Lalmonirhat,639,470,670,490,661,534
57,Nilphamari,1683,1379,1679,1406,1673,1405
58,Panchagarh,1707,1498,1710,1252,1711,1475
59,Rangpur,1122,727,1156,746,1262,817
60,Thakurgaon,923,772,910,770,908,764
7,Rangpur,8322,6302,8364,6107,8491,6450
61,Habiganj,341,1588,336,1554,337,1555
62,Maulvibazar,313,1129,333,1161,334,1170
63,Sunamganj,185,413,184,415,225,538
64,Sylhet,89,138,104,150,113,151
8,Sylhet,928,3268,957,3280,1009,3414
,BANGLADESH,62014,139877,62746,143542,63549,149985
