Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,520,1683,824,1940,1080,2394
2,Barishal,1723,6958,2136,8759,2069,8156
3,Bhola,4517,15605,4978,17221,4722,17095
4,Jhallokati,885,2276,754,2308,754,2612
5,Patuakhali,1505,2860,1520,2888,1321,4355
6,Pirojpur,495,1838,481,1984,468,1896
1,Barishal,9645,31220,10693,35100,10414,36508
7,Bandarban,358,1357,360,1377,361,1384
8,Brahmanbaria,2727,12591,4327,15377,4271,15125
9,Chandpur,1486,4212,1408,5156,1361,4617
10,Chattogram,4485,15786,4484,15821,4492,15873
11,Cumilla,3030,15540,2730,13804,2190,10917
12,Cox's Bazar,1036,4406,942,3697,828,3117
13,Feni,1618,5547,1184,4156,332,810
14,Khagrachhari,721,2579,787,2904,799,3082
15,Laksmipur,1054,2187,1003,2518,973,2442
16,Noakhali,4871,13245,5760,14593,4734,12618
17,Rangamati,573,1693,589,2420,597,2251
2,Chattogram,21959,79143,23574,81823,20938,72236
18,Dhaka,474,2374,484,2396,455,3908
19,Faridpur,491,2220,504,2288,546,2142
20,Gazipur,286,1309,262,1306,263,1306
21,Gopalganj,124,679,99,520,93,458
22,Kishorganj,2411,11918,2378,11650,2317,11327
23,Madaripur,539,1720,467,1544,581,1594
24,Manikganj,204,730,360,1065,357,1061
25,Munshiganj,207,1649,195,1246,185,654
26,Narayanganj,489,2266,486,2215,487,2310
27,Narsingdi,2009,12228,1971,11871,1947,11710
28,Rajbari,435,1709,329,1399,302,1231
29,Shariatpur,1477,11270,1399,11026,1400,11000
30,Tangail,1754,7863,1631,7269,1125,5222
3,Dhaka,10900,57935,10565,55795,10058,53923
31,Bagerhat,662,2581,677,2594,636,2424
32,Chuadanga,133,917,137,941,155,1005
33,Jashore,243,1043,228,997,218,956
34,Jhenaidah,207,897,139,627,142,652
35,Khulna,50,165,40,131,50,150
36,Kushtia,316,2307,282,1258,271,1212
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,116,452,114,433,111,413
38,Meherpur,72,311,80,387,78,339
39,Narail,113,411,111,408,110,442
40,Satkhira,53,212,51,211,54,229
4,Khulna,1965,9296,1859,7987,1825,7822
41,Jamalpur,2742,15120,2738,15290,2529,14300
42,Mymensing,1168,6086,1152,5994,1151,5957
43,Netrakona,609,2497,590,2512,570,2513
44,Sherpur,1238,8260,1249,8400,1278,8653
5,Mymensing,5757,31963,5729,32196,5528,31423
45,Bogura,1206,4939,1429,5268,1401,5174
46,Joypurhat,233,946,260,1064,254,1042
47,Naogaon,831,3304,850,3321,880,3506
48,Natore,543,1944,537,1923,534,2033
49,Chapai Nawabganj,205,1091,186,962,155,773
50,Pabna,395,1685,408,1865,416,1909
51,Rajshahi,241,1518,218,1478,233,1410
52,Sirajganj,1159,6390,1062,6942,707,4165
6,Rajshahi,4813,21817,4950,22823,4580,20012
53,Dinajpur,518,2518,512,2154,505,2156
54,Gaibandha,891,3266,799,3168,647,2422
55,Kurigram,1344,7192,1286,6796,1090,5576
56,Lalmonirhat,245,955,260,1027,238,917
57,Nilphamari,396,1944,387,1868,360,1597
58,Panchagarh,367,1337,349,1300,336,1283
59,Rangpur,715,2108,707,2173,743,2303
60,Thakurgaon,458,1665,421,1535,406,1502
7,Rangpur,4934,20985,4721,20021,4325,17756
61,Habiganj,615,2913,612,3115,642,3166
62,Maulvibazar,232,1104,234,1109,235,1131
63,Sunamganj,413,2348,386,2001,404,2092
64,Sylhet,237,648,281,732,295,747
8,Sylhet,1497,7013,1513,6957,1576,7136
,BANGLADESH,61470,259372,63604,262702,59244,246816
