Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18
37,Magura,114,113,3877,1229,1179,951,4820,4829,4112,6049,6008,5063
38,Meherpur,0,0,562,0,0,0,1049,1132,1195,1049,1132,1195
39,Narail,42,42,1768,1132,1140,1163,8481,7256,7484,9613,8396,8647
40,Satkhira,224,221,4246,2681,3045,3030,10891,10527,12381,13572,13572,15411
4,Khulna,9718,2118,44819,16454,16777,15885,72197,76349,77205,88651,93126,93090
41,Jamalpur,0,0,1679,0,0,0,5297,5257,5363,5297,5257,5363
42,Mymensing,8,8,6943,54,33,26,9427,9770,8200,9481,9803,8226
43,Netrakona,0,0,1174,0,0,0,1135,1146,1324,1135,1146,1324
44,Sherpur,0,0,681,0,0,0,738,835,910,738,835,910
5,Mymensing,8,8,10477,54,33,26,16597,17008,15797,16651,17041,15823
45,Bogura,0,0,2643,0,0,0,7544,8018,7620,7544,8018,7620
46,Joypurhat,20,20,611,136,149,48,501,507,622,637,656,670
47,Naogaon,40,6,1111,43,42,47,2899,2967,3066,2942,3009,3113
48,Natore,0,0,4349,0,0,0,14292,13410,11300,14292,13410,11300
49,Chapai Nawabganj,4,4,325,135,28,38,2534,538,698,2669,566,736
50,Pabna,20,16,3182,918,924,9234,10563,10761,2440,11481,11685,11674
51,Rajshahi,133,132,2089,1316,1294,1500,10311,10976,10684,11627,12270,12184
52,Sirajganj,0,0,1900,0,0,0,2996,3601,3807,2996,3601,3807
6,Rajshahi,217,178,16211,2548,2437,10867,51640,50778,40237,54188,53215,51104
53,Dinajpur,0,0,1726,0,0,0,2724,2687,2452,2724,2687,2452
54,Gaibandha,0,0,1113,0,0,0,1578,1574,1941,1578,1574,1941
55,Kurigram,0,0,355,0,0,0,421,494,586,421,494,586
56,Lalmonirhat,0,0,295,0,0,29,683,675,663,683,675,692
57,Nilphamari,0,0,715,0,0,1,2694,1934,1659,2694,1934,1660
58,Panchagarh,8,0,584,33,27,38,1584,1496,1424,1617,1523,1462
59,Rangpur,0,0,1062,0,0,65,2006,1969,116,2006,1969,181
60,Thakurgaon,0,0,287,0,0,0,919,772,704,919,772,704
7,Rangpur,8,0,6137,33,27,133,12609,11601,9545,12642,11628,9678
61,Habiganj,0,0,878,0,0,0,2210,3060,3065,2210,3060,3065
62,Maulvibazar,0,0,1170,0,0,0,2571,2933,2935,2571,2933,2935
63,Sunamganj,2,2,808,20,21,21,3270,3507,3509,3290,3528,3530
64,Sylhet,22,13,1544,141,70,528,2687,2963,2528,2828,3033,3056
8,Sylhet,24,15,4400,161,91,549,10738,12463,12037,10899,12554,12586
,BANGLADESH,11635,3585,192544,48581,42890,48755,375001,428156,396512,423582,471046,445267
