Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,988,303,920,254,934,334
2,Barishal,2861,976,2855,971,2911,993
3,Bhola,35455,14401,37585,15695,33453,13899
4,Jhalokati,1307,332,1319,401,1289,481
5,Patuakhali,2934,887,2841,657,2659,801
6,Pirojpur,1011,345,1025,370,1019,412
1,Barishal,44556,17244,46545,18348,42265,16920
7,Bandarban,340,380,337,356,332,331
8,Brahmanbaria,3043,2040,3078,2072,2796,1716
9,Chandpur,5619,2334,5779,2645,6000,2800
10,Chattogram,7209,2700,7212,2706,7201,2724
11,Cumilla,8162,588,8335,4877,8112,4707
12,Cox's Bazar,1898,1176,1920,1210,1898,1176
13,Feni,1176,319,762,214,769,221
14,Khagrachhari,756,254,771,252,778,262
15,Laksmipur,4877,1807,4537,1641,4206,1467
16,Noakhali,10418,2861,11226,3126,9615,3297
17,Rangamati,1204,715,1200,718,1197,693
2,Chattogram,44702,15174,45157,19817,42904,19394
18,Dhaka,1346,528,1352,533,1388,579
19,Faridpur,2800,2660,2785,2627,2532,2407
20,Gazipur,1378,541,1370,543,1376,544
21,Gopalganj,742,716,696,651,649,543
22,Kishorganj,3514,2374,3442,2391,3080,2310
23,Madaripur,1060,330,1083,334,1092,553
24,Manikganj,7023,3224,6825,3394,6717,3368
25,Munshiganj,1048,618,1095,643,869,555
26,Narayanganj,571,244,563,240,545,222
27,Narsingdi,1962,753,1932,742,1933,904
28,Rajbari,1383,1375,1405,1498,1270,1703
29,Shariatpur,11395,6400,10682,6079,10800,6100
30,Tangail,3017,1013,3033,1014,3012,1001
3,Dhaka,37239,20776,36263,20689,35263,20789
31,Bagerhat,856,340,886,367,900,400
32,Chuadanga,1041,1097,995,1090,1013,1150
33,Jashore,2432,1015,2447,1044,2442,1052
34,Jhenaidah,2165,879,1702,729,1730,995
35,Khulna,390,600,395,618,407,653
36,Kushtia,613,707,637,555,658,743
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,508,548,517,596,532,561
38,Meherpur,498,401,496,400,502,407
39,Narail,478,1153,501,1167,452,1145
40,Satkhira,719,245,687,822,692,796
4,Khulna,9700,6985,9263,7388,9328,7902
41,Jamalpur,16320,6000,16431,6165,16098,6533
42,Mymensing,3542,2588,3525,1947,3505,2447
43,Netrakona,1030,607,935,551,1032,632
44,Sherpur,2711,1102,2840,1159,2908,1189
5,Mymensing,23603,10297,23731,9822,23543,10801
45,Bogura,9079,5277,10075,6108,10152,6153
46,Joypurhat,520,223,516,234,522,235
47,Naogaon,1122,734,1359,901,1434,1080
48,Natore,888,394,895,403,900,400
49,Chapai Nawabganj,293,342,243,258,260,274
50,Pabna,1329,838,1375,897,1381,880
51,Rajshahi,1950,1287,1664,855,1591,1012
52,Sirajganj,6329,3489,5166,2836,4586,2522
6,Rajshahi,21510,12584,21293,12492,20826,12556
53,Dinajpur,2591,1123,2617,1212,2718,1250
54,Gaibandha,848,396,1102,629,1320,800
55,Kurigram,1778,1188,1770,1159,1396,893
56,Lalmonirhat,540,569,1642,770,578,300
57,Nilphamari,3754,2815,3837,2870,4230,3299
58,Panchagarh,13090,7439,13203,7586,13102,6608
59,Rangpur,1780,1029,2449,1331,3534,1804
60,Thakurgaon,802,211,817,214,831,495
7,Rangpur,25183,14770,27437,15771,27709,15449
61,Habiganj,429,246,518,511,530,481
62,Maulvibazar,310,129,320,142,341,134
63,Sunamganj,820,513,688,463,700,477
64,Sylhet,647,338,609,321,613,333
8,Sylhet,2206,1226,2135,1437,2184,1425
,BANGLADESH,208699,99056,211824,105764,204022,105236
