Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,14,4,14,4,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,14,4,14,4,0,0
7,Bandarban,0,0,0,0,5,1
8,Brahmanbaria,9,2,9,2,7,1
9,Chandpur,0,0,0,0,0,0
10,Chattogram,117,186,158,172,157,171
11,Cumilla,3,3,2,1,1,1
12,Cox's Bazar,3,5,3,5,3,5
13,Feni,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,34,12,38,16,34,15
2,Chattogram,166,208,210,196,207,194
18,Dhaka,0,0,0,0,0,0
19,Faridpur,4,5,5,9,4,5
20,Gazipur,9,4,9,4,10,4
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,1,1,1,1,1,1
23,Madaripur,4,1,5,1,4,2
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,43,61,44,63,46,63
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,5,1,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,2,5,2,6,2,6
3,Dhaka,68,78,66,84,67,81
31,Bagerhat,15,4,15,5,16,6
32,Chuadanga,91,61,96,452,96,453
33,Jashore,202,455,273,612,275,618
34,Jhenaidah,376,579,1296,1926,472,577
35,Khulna,0,0,0,0,5,1
36,Kushtia,0,0,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2,1,2,1,2,1
38,Meherpur,0,0,0,0,0,0
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,1,0.424,1,1
4,Khulna,686,1100,1683,2996.424,867,1657
41,Jamalpur,0,0,0,0,0,0
42,Mymensing,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0
45,Bogura,12,12,11,7,11,9
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,5,10,7,13,7,15
48,Natore,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,1,1,0,0
52,Sirajganj,2,3,3,3,0,0
6,Rajshahi,19,25,22,24,18,24
53,Dinajpur,0,0,2,2,3,2
54,Gaibandha,0,0,0,0,0,0
55,Kurigram,0,0,0,0,0,0
56,Lalmonirhat,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,0,0
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,19,17,20,20,22,22
60,Thakurgaon,0,0,0,0,0,0
7,Rangpur,19,17,22,22,25,24
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,3,1,3,1
8,Sylhet,0,0,3,1,3,1
,BANGLADESH,972,1432,2020,3327.424,1187,1981
