Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,57,24,66,42,70,85
2,Barishal,180,222,190,254,479,721
3,Bhola,211,242,203,302,220,335
4,Jhallokati,116,109,109,93,145,124
5,Patuakhali,24,32,28,38,28,33
6,Pirojpur,145,131,172,163,185,172
1,Barishal,733,760,768,892,1127,1470
7,Bandarban,307,641,347,667,344,667
8,Brahmanbaria,360,610,390,679,476,864
9,Chandpur,181,299,183,311,187,321
10,Chattogram,831,4425,833,4422,841,4473
11,Cumilla,572,1274,570,1358,570,1420
12,Cox's Bazar,141,380,150,400,143,397
13,Feni,85,153,83,153,81,150
14,Khagrachhari,711,1942,725,2020,749,2078
15,Laksmipur,71,100,68,97,67,94
16,Noakhali,57,86,78,109,39,21
17,Rangamati,570,2502,581,2545,585,2551
2,Chattogram,3886,12412,4008,12761,4082,13036
18,Dhaka,1065,1964,1021,1840,1020,1254
19,Faridpur,813,3004,813,3004,780,2946
20,Gazipur,1102,1343,1111,1313,1106,1319
21,Gopalganj,243,702,246,672,250,654
22,Kishorganj,346,1042,355,1068,360,925
23,Madaripur,153,277,153,278,154,282
24,Manikganj,518,624,487,585,495,616
25,Munshiganj,410,429,423,486,448,480
26,Narayanganj,387,698,393,689,392,696
27,Narsingdi,1144,3438,1153,2732,1038,3116
28,Rajbari,777,2018,808,1995,843,3778
29,Shariatpur,123,265,144,256,152,254
30,Tangail,1423,4037,1021,1840,1398,3934
3,Dhaka,8504,19841,8128,16758,8436,20254
31,Bagerhat,503,4615,521,1442,521,1461
32,Chuadanga,2302,6859,2102,6316,2111,6345
33,Jashore,3049,16359,3057,16292,3068,16728
34,Jhenaidah,2202,10220,2367,11466,2685,12972
35,Khulna,465,1168,420,918,396,730
36,Kushtia,1086,4748,1076,4771,310,871
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,437,1794,456,1886,467,1950
38,Meherpur,601,3225,626,3455,623,3451
39,Narail,427,2094,420,2152,418,2195
40,Satkhira,1087,3923,1083,3891,1132,3946
4,Khulna,12159,55005,12128,52589,11731,50649
41,Jamalpur,750,2287,792,2178,822,2276
42,Mymensing,1555,4764,1547,4793,1542,4875
43,Netrakona,156,354,154,357,150,357
44,Sherpur,723,2158,754,2246,774,2247
5,Mymensing,3184,9563,3247,9574,3288,9755
45,Bogura,1203,4790,1305,5368,1442,5804
46,Joypurhat,491,3305,498,3363,509,3419
47,Naogaon,1071,6645,1135,6999,1091,6760
48,Natore,526,1004,529,1017,521,960
49,Chapai Nawabganj,698,1832,710,1872,717,1882
50,Pabna,2352,5980,2390,6075,2427,5892
51,Rajshahi,2982,18493,2548,17014,2444,16246
52,Sirajganj,595,2079,612,2126,614,2300
6,Rajshahi,9918,44128,9727,43834,9765,43263
53,Dinajpur,1142,3609,1199,3830,1085,3248
54,Gaibandha,1602,5278,1613,5339,1563,5171
55,Kurigram,666,2673,643,2146,634,2150
56,Lalmonirhat,421,1137,432,1178,388,1278
57,Nilphamari,494,1888,482,1896,366,1476
58,Panchagarh,383,774,379,802,392,811
59,Rangpur,1034,2510,1042,2541,997,2443
60,Thakurgaon,1156,2253,1165,3280,1173,2599
7,Rangpur,6898,20122,6955,21012,6598,19176
61,Habiganj,270,668,284,665,298,664
62,Maulvibazar,299,1455,295,1456,298,1475
63,Sunamganj,202,689,79,291,93,338
64,Sylhet,15,24,46,59,44,65
8,Sylhet,786,2836,704,2471,733,2542
,BANGLADESH,46068,164667,45665,159891,45760,160145
