Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,0,0,334,0,0,0,1563,1563,1478,1563,1563,1478
38,Meherpur,0,0,163,0,0,0,714,703,712,714,703,712
39,Narail,0,0,472,0,0,381,1571,1584,1206,1571,1584,1587
40,Satkhira,0,0,274,0,0,0,576,598,622,576,598,622
4,Khulna,36,257,4328,404,370,796,11814,11272,10703,12218,11642,11499
41,Jamalpur,0,0,372,0,0,0,815,888,823,815,888,823
42,Mymensing,5,5,2140,84,84,75,4986,3961,3845,5070,4045,3920
43,Netrakona,0,0,474,0,0,0,605,398,610,605,398,610
44,Sherpur,0,0,261,0,0,0,396,597,435,396,597,435
5,Mymensing,5,5,3247,84,84,75,6802,5844,5713,6886,5928,5788
45,Bogura,0,0,872,0,0,0,1482,1615,1619,1482,1615,1619
46,Joypurhat,0,0,98,0,0,0,219,221,203,219,221,203
47,Naogaon,0,0,329,0,0,27,526,540,584,526,540,611
48,Natore,2,2,574,8,11,10,2855,3374,3235,2863,3385,3245
49,Chapai Nawabganj,1,1,136,10,10,0,311,325,372,321,335,372
50,Pabna,0,0,337,0,0,0,533,550,643,533,550,643
51,Rajshahi,0,0,492,0,0,275,1617,1779,1575,1617,1779,1850
52,Sirajganj,0,0,396,0,0,0,1083,1165,1148,1083,1165,1148
6,Rajshahi,3,3,3234,18,21,312,8626,9569,9379,8644,9590,9691
53,Dinajpur,9,0,416,25,33,37,1096,1300,1279,1121,1333,1316
54,Gaibandha,0,0,269,0,0,0,335,669,389,335,669,389
55,Kurigram,0,0,172,0,0,0,364,529,406,364,529,406
56,Lalmonirhat,0,0,226,0,0,0,518,628,557,518,628,557
57,Nilphamari,0,0,228,8,0,0,1381,1464,1680,1389,1464,1680
58,Panchagarh,0,0,516,0,0,206,1229,1334,1068,1229,1334,1274
59,Rangpur,0,0,607,0,0,0,1241,1512,1383,1241,1512,1383
60,Thakurgaon,0,0,303,0,0,86,430,695,392,430,695,478
7,Rangpur,9,0,2737,33,33,329,6594,8131,7154,6627,8164,7483
61,Habiganj,0,0,407,0,0,0,13,1502,1502,13,1502,1502
62,Maulvibazar,98,99,5454,966,966,966,2290,2264,2264,3256,3230,3230
63,Sunamganj,2,4,502,56,52,54,706,762,760,762,814,814
64,Sylhet,89,93,473,97,112,301,284,298,5655,381,410,5956
8,Sylhet,189,196,6836,1119,1130,1321,3293,4826,10181,4412,5956,11502
,BANGLADESH,777,1046,31280,3481,4018,5448,62079,64119,66662,65560,68137,72110
