Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,147,74,151,76,69,48
2,Barishal,4000,1500,4212,1685,4283,1832
3,Bhola,1760,1006,1649,968,1720,997
4,Jhallokati,670,368,680,265,694,297
5,Patuakhali,710,129,692,321,712,325
6,Pirojpur,62,26,67,31,68,33
1,Barishal,7349,3103,7451,3346,7546,3532
7,Bandarban,27,10,27,10,26,11
8,Brahmanbaria,3041,594,2990,578,3037,589
9,Chandpur,529,214,529,213,524,208
10,Chattogram,199,44,201,44,204,79
11,Cumilla,1362,522,929,349,731,292
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,2727,982,2707,936,916,388
14,Khagrachhari,72,14,76,15,79,15
15,Laksmipur,76,14,70,13,67,13
16,Noakhali,299,70,247,51,148,27
17,Rangamati,68,26,69,27,74,28
2,Chattogram,8400,2490,7845,2236,5806,1650
18,Dhaka,783,246,772,300,300,303
19,Faridpur,34093,14112,33145,14745,41725,28745
20,Gazipur,206,76,136,35,206,79
21,Gopalganj,10694,4294,10320,3831,10281,3729
22,Kishorganj,312,107,292,217,262,90
23,Madaripur,12348,5411,11285,4916,12746,5684
24,Manikganj,855,839,2263,822,2261,828
25,Munshiganj,105,37,75,27,44,15
26,Narayanganj,397,113,384,113,388,118
27,Narsingdi,53,15,50,16,58,29
28,Rajbari,15659,7510,18659,8710,17345,8923
29,Shariatpur,6074,2955,5787,2843,5523,2855
30,Tangail,2896,759,2782,729,2740,759
3,Dhaka,84475,36474,85950,37304,93879,52157
31,Bagerhat,1500,495,1486,479,1502,495
32,Chuadanga,4353,1676,4340,1751,4470,1833
33,Jashore,29319,13849,25401,11999,25529,11905
34,Jhenaidah,34319,19431,28601,16383,27963,15987
35,Khulna,232,76,161,51,226,77
36,Kushtia,19223,12021,21172,13687,21154,12577
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,43415,15520,40304,14796,8395,4036
38,Meherpur,16275,8189,17637,9391,14790,7699
39,Narail,15969,7177,12979,5872,12415,5584
40,Satkhira,924,327,839,230,884,287
4,Khulna,165529,78761,152920,74639,117328,60480
41,Jamalpur,1158,356,808,253,879,309
42,Mymensing,797,396,701,362,720,372
43,Netrakona,104,40,154,51,147,53
44,Sherpur,124,41,124,44,139,49
5,Mymensing,2183,833,1787,710,1885,783
45,Bogura,1092,440,1073,434,1110,449
46,Joypurhat,330,151,326,154,340,158
47,Naogaon,454,215,453,217,442,212
48,Natore,37830,15386,37553,15086,37118,15100
49,Chapai Nawabganj,991,700,4470,1053,4748,1428
50,Pabna,27722,13649,27154,13277,26804,12136
51,Rajshahi,35704,12065,48052,23544,44071,22627
52,Sirajganj,5753,2371,6206,2524,6743,2665
6,Rajshahi,109876,44977,125287,56289,121376,54775
53,Dinajpur,269,92,277,95,246,85
54,Gaibandha,1352,1010,1358,1017,1280,886
55,Kurigram,1605,626,1347,502,1379,526
56,Lalmonirhat,120,51,117,48,120,50
57,Nilphamari,34,16,34,13,23,7
58,Panchagarh,176,65,186,71,192,75
59,Rangpur,254,126,218,108,220,113
60,Thakurgaon,291,89,295,107,297,110
7,Rangpur,4101,2075,3832,1961,3757,1852
61,Habiganj,227,88,250,113,267,109
62,Maulvibazar,77,34,77,35,77,37
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,7,2,0,0,9,9
8,Sylhet,311,124,327,148,353,155
,BANGLADESH,382224,168837,385399,176633,351930,175384
