Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,169,150,170,323,311,489
2,Barishal,624,1742,633,1772,645,1821
3,Bhola,675,1932,723,2098,746,2122
4,Jhallokati,378,502,401,645,403,544
5,Patuakhali,152,122,169,345,170,346
6,Pirojpur,313,451,320,485,311,489
1,Barishal,2311,4899,2416,5668,2586,5811
7,Bandarban,314,799,314,799,314,798
8,Brahmanbaria,778,2947,919,3156,829,2720
9,Chandpur,616,2637,535,2430,531,2055
10,Chattogram,3125,9799,3141,9762,3219,9942
11,Cumilla,1379,5511,1205,4589,1264,4191
12,Cox's Bazar,1053,2395,1019,2381,1019,2381
13,Feni,405,1039,409,1054,385,978
14,Khagrachhari,1061,3181,1075,3221,1064,3094
15,Laksmipur,519,1438,520,1430,511,1398
16,Noakhali,1438,2026,1208,4421,1114,1538
17,Rangamati,675,3380,650,3173,630,3093
2,Chattogram,11363,35152,10995,36416,10880,32188
18,Dhaka,1259,6303,1325,6738,940,4698
19,Faridpur,553,2078,896,4074,562,2151
20,Gazipur,463,1460,350,1253,351,1254
21,Gopalganj,453,2319,472,2432,492,2432
22,Kishorganj,974,2798,955,2744,913,2898
23,Madaripur,304,409,299,540,256,467
24,Manikganj,1564,8788,1588,8971,1594,9170
25,Munshiganj,365,728,347,692,349,741
26,Narayanganj,479,1290,478,1283,491,1316
27,Narsingdi,1254,9505,1210,9404,1332,9350
28,Rajbari,1226,5276,1244,5286,1231,5463
29,Shariatpur,386,1435,395,1480,389,1564
30,Tangail,2311,11498,2273,11200,2273,11200
3,Dhaka,11591,53887,11832,56097,11173,52704
31,Bagerhat,770,2469,767,2451,766,2527
32,Chuadanga,1896,6595,1791,6160,2087,6845
33,Jashore,3389,16346,3416,16261,3472,16575
34,Jhenaidah,2381,8686,2435,8748,2484,8937
35,Khulna,763,1842,761,1832,786,1905
36,Kushtia,1167,5353,1189,5484,1194,5393
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,552,1801,561,1873,548,1855
38,Meherpur,597,3502,606,3624,591,3573
39,Narail,554,2256,572,2335,664,2749
40,Satkhira,1520,8155,1481,7842,1499,8114
4,Khulna,13589,57005,13579,56610,14091,58473
41,Jamalpur,7035,25549,7579,27021,8015,28371
42,Mymensingh,3075,26181,3075,25011,3048,27440
43,Netrakona,614,1670,652,1722,666,1544
44,Sherpur,1363,7460,1387,7692,1429,8067
5,Mymensingh,12087,60860,12693,61446,13158,65422
45,Bogura,2078,7413,2120,7561,2117,7549
46,Joypurhat,244,877,662,4197,656,4078
47,Naogaon,1664,8033,1710,8172,1729,8161
48,Natore,835,2261,794,2224,812,2286
49,Chapai Nawabganj,1711,7846,1719,7711,1771,7990
50,Pabna,1148,3765,1175,3582,1177,3881
51,Rajshahi,3402,19737,3563,20869,3629,24092
52,Sirajganj,2287,14190,1732,10060,2329,10145
6,Rajshahi,13369,64122,13475,64376,14220,68182
53,Dinajpur,2272,11227,2139,10886,2161,10259
54,Gaibandha,821,2361,874,2795,883,2816
55,Kurigram,1739,7532,1732,7364,1824,8123
56,Lalmonirhat,750,2887,751,2969,756,2973
57,Nilphamari,1231,8013,1289,7739,1554,9223
58,Panchagarh,1384,7674,1389,7387,1414,7782
59,Rangpur,1679,4093,1662,4005,1691,4086
60,Thakurgaon,2933,13711,2967,16900,2973,17151
7,Rangpur,12809,57498,12803,60045,13256,62413
61,Habiganj,647,2948,679,4061,691,4068
62,Maulvibazar,595,2519,573,2445,575,2451
63,Sunamganj,918,5690,934,5733,935,5741
64,Sylhet,916,2961,639,2965,641,2968
8,Sylhet,3076,14118,2825,15204,2842,15228
,BANGLADESH,80195,347541,80618,355862,82206,360421
