Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,0,0,0,0,213,342
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,3,3
10,Chattogram,0,0,0,0,1133,3111
11,Cumilla,0,0,0,0,32,117
12,Cox's Bazar,0,0,0,0,279,776
13,Feni,0,0,0,0,41,125
14,Khagrachhari,0,0,0,0,3095,12774
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,25,61
17,Rangamati,0,0,0,0,461,1228
2,Chattogram,0,0,0,0,5282,18537
18,Dhaka,0,0,0,0,0,0
19,Faridpur,0,0,0,0,185,833
20,Gazipur,0,0,0,0,80,216
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,0,0,0,0,121,390
23,Madaripur,0,0,0,0,185,833
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,22,16
26,Narayanganj,0,0,0,0,71,220
27,Narsingdi,0,0,0,0,8,29
28,Rajbari,0,0,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,0,0,0,0,847,3710
3,Dhaka,0,0,0,0,1519,6247
31,Bagerhat,0,0,0,0,21,549
32,Chuadanga,0,0,0,0,66,291
33,Jashore,0,0,0,0,196,1203
34,Jhenaidah,0,0,0,0,75,288
35,Khulna,0,0,0,0,75,0
36,Kushtia,0,0,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,11,40
38,Meherpur,0,0,0,0,0,0
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,0,0,358,1598
4,Khulna,0,0,0,0,802,4257
41,Jamalpur,0,0,0,0,97,311
42,Mymensing,0,0,0,0,326,962
43,Netrakona,0,0,0,0,321,1052
44,Sherpur,0,0,0,0,59,425
5,Mymensing,0,0,0,0,803,2750
45,Bogura,0,0,0,0,97,341
46,Joypurhat,0,0,0,0,171,618
47,Naogaon,0,0,0,0,76,266
48,Natore,0,0,0,0,81,199
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,225,381
51,Rajshahi,0,0,0,0,51,141
52,Sirajganj,0,0,0,0,91,360
6,Rajshahi,0,0,0,0,792,2306
53,Dinajpur,0,0,0,0,138,422
54,Gaibandha,0,0,0,0,50,113
55,Kurigram,0,0,0,0,33,106
56,Lalmonirhat,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,39,182
58,Panchagarh,0,0,0,0,77,248
59,Rangpur,0,0,0,0,19,41
60,Thakurgaon,0,0,0,0,38,70
7,Rangpur,0,0,0,0,394,1182
61,Habiganj,0,0,0,0,280,572
62,Maulvibazar,0,0,0,0,183,297
63,Sunamganj,0,0,0,0,62,103
64,Sylhet,0,0,0,0,112,327
8,Sylhet,0,0,0,0,637,1299
,BANGLADESH,0,0,0,0,10229,36578
