Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,35,44,38,48,38,48
2,Barishal,103,230,113,219,113,219
3,Bhola,142,276,159,301,159,301
4,Jhallokati,67,87,73,97,109,69
5,Patuakhali,73,79,76,89,76,89
6,Pirojpur,94,122,98,119,96,117
1,Barishal,514,838,557,873,591,843
7,Bandarban,94,143,94,147,95,148
8,Brahmanbaria,72,143,77,155,55,93
9,Chandpur,288,509,279,468,278,468
10,Chattogram,424,728,429,665,432,668
11,Cumilla,253,386,252,383,259,417
12,Cox's Bazar,50,192,50,192,50,193
13,Feni,68,89,70,89,70,88
14,Khagrachhari,292,494,284,471,305,512
15,Laksmipur,143,169,142,167,142,167
16,Noakhali,170,136,164,129,165,122
17,Rangamati,447,890,409,811,408,805
2,Chattogram,2301,3879,2250,3677,2259,3681
18,Dhaka,621,1793,475,2150,888,2971
19,Faridpur,230,446,257,581,236,454
20,Gazipur,226,341,227,344,226,340
21,Gopalganj,194,396,194,381,196,376
22,Kishorganj,148,324,157,393,157,393
23,Madaripur,146,140,145,186,146,188
24,Manikganj,232,353,235,357,248,378
25,Munshiganj,236,301,241,308,251,319
26,Narayanganj,234,436,249,423,222,376
27,Narsingdi,163,216,164,227,168,236
28,Rajbari,272,461,318,574,321,297
29,Shariatpur,132,140,134,149,133,143
30,Tangail,880,1782,825,1652,846,1703
3,Dhaka,3714,7129,3621,7725,4038,8174
31,Bagerhat,207,328,199,346,204,350
32,Chuadanga,25,21,23,20,24,20
33,Jashore,332,1209,356,1276,357,1277
34,Jhenaidah,191,549,200,584,201,585
35,Khulna,155,271,160,282,160,282
36,Kushtia,58,72,73,92,77,91
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,60,164,64,174,66,181
38,Meherpur,21,54,19,51,20,53
39,Narail,109,316,21,45,117,335
40,Satkhira,121,276,122,286,123,289
4,Khulna,1279,3260,1237,3156,1349,3463
41,Jamalpur,214,457,0,0,370,706
42,Mymensing,350,675,367,703,370,706
43,Netrakona,142,216,141,211,198,665
44,Sherpur,168,554,179,603,203,669
5,Mymensing,874,1902,687,1517,1141,2746
45,Bogura,4,11,4,12,4,13
46,Joypurhat,2,5,0,0,0,0
47,Naogaon,44,68,42,68,42,67
48,Natore,66,98,73,99,71,95
49,Chapai Nawabganj,124,270,132,284,135,293
50,Pabna,266,493,279,519,247,486
51,Rajshahi,34,153,47,160,37,118
52,Sirajganj,297,436,305,475,300,459
6,Rajshahi,837,1534,882,1617,836,1531
53,Dinajpur,42,48,38,45,37,45
54,Gaibandha,57,97,62,101,62,96
55,Kurigram,0,0,0,0,0,0
56,Lalmonirhat,0,0,17,37,18,39
57,Nilphamari,91,283,90,261,87,275
58,Panchagarh,59,85,59,85,62,92
59,Rangpur,0,0,0,0,0,0
60,Thakurgaon,71,78,76,84,88,99
7,Rangpur,320,591,342,613,354,646
61,Habiganj,19,20,15,18,15,15
62,Maulvibazar,19,76,21,84,21,90
63,Sunamganj,34,134,38,145,40,140
64,Sylhet,49,87,56,87,61,97
8,Sylhet,121,317,130,334,137,342
,BANGLADESH,9960,19450,9706,19512,10705,21426
