Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,824,1940,1080,2394,1174,2486
2,Barishal,2136,8759,2069,8156,2270,8165
3,Bhola,4978,17221,4722,17095,4801,16719
4,Jhallokati,754,2308,754,2612,741,2515
5,Patuakhali,1520,2888,1321,4355,1362,2294
6,Pirojpur,481,1984,468,1896,466,1886
1,Barishal,10693,35100,10414,36508,10814,34065
7,Bandarban,360,1377,361,1384,363,1387
8,Brahmanbaria,4327,15377,4271,15125,965,3704
9,Chandpur,1408,5156,1361,4617,1343,4498
10,Chattogram,4484,15821,4492,15873,4480,15811
11,Cumilla,2730,13804,2190,10917,2184,10917
12,Cox's Bazar,942,3697,828,3117,595,2055
13,Feni,1184,4156,332,810,892,3455
14,Khagrachhari,787,2904,799,3082,815,3149
15,Laksmipur,1003,2518,973,2442,971,2440
16,Noakhali,5760,14593,4734,12618,3828,9933
17,Rangamati,589,2420,597,2251,607,2294
2,Chattogram,23574,81823,20938,72236,17043,59643
18,Dhaka,484,2396,455,3908,431,3508
19,Faridpur,504,2288,546,2142,539,2072
20,Gazipur,262,1306,263,1306,252,1260
21,Gopalganj,99,520,93,458,95,461
22,Kishorganj,2378,11650,2317,11327,2186,10568
23,Madaripur,467,1544,581,1594,500,2448
24,Manikganj,360,1065,357,1061,175,637
25,Munshiganj,195,1246,185,654,359,1083
26,Narayanganj,486,2215,487,2310,436,2056
27,Narsingdi,1971,11871,1947,11710,1851,10695
28,Rajbari,329,1399,302,1231,358,1327
29,Shariatpur,1399,11026,1400,11000,1239,9668
30,Tangail,1631,7269,1125,5222,1450,6314
3,Dhaka,10565,55795,10058,53923,9871,52097
31,Bagerhat,677,2594,636,2424,1235,5640
32,Chuadanga,137,941,155,1005,60,290
33,Jashore,228,997,218,956,209,925
34,Jhenaidah,139,627,142,652,142,658
35,Khulna,40,131,50,150,28,70
36,Kushtia,282,1258,271,1212,282,1299
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,114,433,111,413,86,334
38,Meherpur,80,387,78,339,75,325
39,Narail,111,408,110,442,129,529
40,Satkhira,51,211,54,229,56,225
4,Khulna,1859,7987,1825,7822,2302,10295
41,Jamalpur,2738,15290,2529,14300,3261,18667
42,Mymensingh,1152,5994,1151,5957,1194,4928
43,Netrakona,590,2512,570,2513,584,2554
44,Sherpur,1249,8400,1278,8653,1182,8119
5,Mymensingh,5729,32196,5528,31423,6221,34268
45,Bogura,1429,5268,1401,5174,1410,5207
46,Joypurhat,260,1064,254,1042,264,1065
47,Naogaon,850,3321,880,3506,927,3654
48,Natore,537,1923,534,2033,534,1987
49,Chapai Nawabganj,186,962,155,773,105,615
50,Pabna,408,1865,416,1909,398,1855
51,Rajshahi,218,1478,233,1410,222,1406
52,Sirajganj,1062,6942,707,4165,792,4805
6,Rajshahi,4950,22823,4580,20012,4652,20594
53,Dinajpur,512,2154,505,2156,473,1896
54,Gaibandha,799,3168,647,2422,591,2129
55,Kurigram,1286,6796,1090,5576,1097,6487
56,Lalmonirhat,260,1027,238,917,238,690
57,Nilphamari,387,1868,360,1597,394,1562
58,Panchagarh,349,1300,336,1283,347,1299
59,Rangpur,707,2173,743,2303,718,2194
60,Thakurgaon,421,1535,406,1502,409,1513
7,Rangpur,4721,20021,4325,17756,4267,17770
61,Habiganj,612,3115,642,3166,660,3159
62,Maulvibazar,234,1109,235,1131,335,1135
63,Sunamganj,386,2001,404,2092,408,2103
64,Sylhet,281,732,295,747,296,752
8,Sylhet,1513,6957,1576,7136,1699,7149
,BANGLADESH,63604,262702,59244,246816,56869,235881
