Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
1,Barguna,0,0,17,0,0,0,0,0,3,0,0,3
2,Barishal,0,0,136,0,0,0,0,0,65,0,0,65
3,Bhola,0,0,11,0,0,0,0,0,7,0,0,7
4,Jhallokati,0,0,64,0,0,0,0,0,25,0,0,25
5,Patuakhali,0,0,87,0,0,0,0,0,50,0,0,50
6,Pirojpur,0,0,8,0,0,0,0,0,52,0,0,52
1,Barishal,0,0,323,0,0,0,0,0,202,0,0,202
7,Bandarban,0,0,0,0,0,0,0,0,0,0,0,0
8,Brahmanbaria,0,0,1,0,0,0,0,0,3,0,0,3
9,Chandpur,0,0,0,0,0,0,0,0,0,0,0,0
10,Chattogram,0,0,0,0,0,0,0,0,3,0,0,3
11,Cumilla,0,0,1,0,0,0,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0,0,0,0,0,0,0
13,Feni,0,0,1,0,0,0,0,0,1,0,0,1
14,Khagrachhari,0,0,184,0,0,67,0,0,59,0,0,126
15,Laksmipur,0,0,0,0,0,0,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0,0,0,0,0,0,0
17,Rangamati,0,0,76,0,0,3,0,0,61,0,0,64
2,Chattogram,0,0,263,0,0,70,0,0,127,0,0,197
18,Dhaka,0,0,0,0,0,0,0,0,0,0,0,0
19,Faridpur,0,0,12,0,0,0,0,0,1,0,0,1
20,Gazipur,0,0,0,0,0,0,0,0,0,0,0,0
21,Gopalganj,0,0,0,0,0,0,0,0,0,0,0,0
22,Kishorganj,0,0,16,0,0,0,0,0,4,0,0,4
23,Madaripur,0,0,0,0,0,0,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0,0,0,0,0,0,0
26,Narayanganj,0,0,0,0,0,0,0,0,0,0,0,0
27,Narsingdi,0,0,53,0,0,0,0,0,1,0,0,1
28,Rajbari,0,0,0,0,0,0,0,0,0,0,0,0
29,Shariatpur,0,0,0,0,0,0,0,0,0,0,0,0
30,Tangail,0,0,205,0,0,0,0,0,17,0,0,17
3,Dhaka,0,0,286,0,0,0,0,0,23,0,0,23
31,Bagerhat,0,0,5,0,0,0,0,0,0,0,0,0
32,Chuadanga,0,0,0,0,0,0,0,0,0,0,0,0
33,Jashore,0,0,21,0,0,0,0,0,10,0,0,10
34,Jhenaidah,0,0,0,0,0,0,0,0,8,0,0,8
35,Khulna,0,0,0,0,0,0,0,0,6,0,0,6
36,Kushtia,0,0,0,0,0,0,0,0,0,0,0,0
