Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,6486,3145,6569,3196,6621,5335
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0
10,Chattogram,105,32,107,18,98,29
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,366,388,371,389,374,400
13,Feni,0,0,0,0,0,0
14,Khagrachhari,2050,2187,2097,2263,2141,2313
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,1390,905,1770,1258,1444,994
2,Chattogram,10397,6657,10914,7124,17027,9071
18,Dhaka,0,0,0,0,0,0
19,Faridpur,70,55,59,41,61,43
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,31,18,0,0,0,0
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,5360,3670,5419,3605,10440,6709
25,Munshiganj,3,2,3,2,0,0
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,84,74,102,102,97,85
29,Shariatpur,0,0,0,0,0,0
30,Tangail,462,237,345,180,632,332
3,Dhaka,6010,4056,5928,3930,11230,7169
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,2395,2333,2392,2378,2499,2468
33,Jashore,0,0,0,0,0,0
34,Jhenaidah,4118,3318,4142,3331,4021,3200
35,Khulna,0,0,0,0,0,0
36,Kushtia,34936,36118,35451,37437,71442,73738
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2,1,2,1,1,1
38,Meherpur,9901,8059,9216,7713,6319,7055
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,0,0,0,0
4,Khulna,51352,49829,51202,50860,84281,86462
41,Jamalpur,12,4,0,0,0,0
42,Mymensing,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,12,4,0,0,0,0
45,Bogura,0,0,0,0,0,0
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0
48,Natore,76,37,77,36,82,40
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,76,37,77,36,82,40
53,Dinajpur,12,6,15,6,14,5
54,Gaibandha,88,54,97,64,82,54
55,Kurigram,415,251,245,172,396,243
56,Lalmonirhat,20910,15557,17645,13923,18013,15305
57,Nilphamari,12903,8657,11249,8680,10776,8350
58,Panchagarh,8,2,8,2,7,2
59,Rangpur,11112,6462,7883,4477,5469,1896
60,Thakurgaon,2,1,0,0,0,0
7,Rangpur,45450,30990,37142,27324,34757,25855
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,113297,91573,104914,89013,147377,128597
