Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,610,610,630,630,620,590
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,610,610,630,630,620,590
7,Bandarban,4,1,4,8,4,8
8,Brahmanbaria,1183,392,1126,430,1065,413
9,Chandpur,634,197,634,213,631,206
10,Chattogram,69,31,70,32,73,35
11,Cumilla,531,209,532,201,497,194
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,111,41,5,1,110,34
14,Khagrachhari,16,2,18,3,0,0
15,Laksmipur,96,24,90,22,90,22
16,Noakhali,196,69,176,61,155,52
17,Rangamati,0,0,0,0,0,0
2,Chattogram,2840,966,2655,971,2644,967
18,Dhaka,1842,677,1761,679,1761,679
19,Faridpur,1960,791,1965,800,1978,791
20,Gazipur,457,131,447,130,447,130
21,Gopalganj,428,152,421,147,430,148
22,Kishorganj,1341,652,992,1156,1076,715
23,Madaripur,922,220,1055,258,989,235
24,Manikganj,4343,1183,4500,1250,7315,2684
25,Munshiganj,158,76,163,77,153,74
26,Narayanganj,64,23,61,28,64,26
27,Narsingdi,657,295,653,292,623,279
28,Rajbari,1111,453,1002,408,900,373
29,Shariatpur,192,83,212,91,218,96
30,Tangail,13624,3997,13409,3930,13409,3930
3,Dhaka,27099,8733,26641,9246,29209,10065
31,Bagerhat,13,5,13,5,15,7
32,Chuadanga,1123,353,927,309,900,292
33,Jashore,940,365,923,362,901,336
34,Jhenaidah,303,115,372,115,2059,717
35,Khulna,108,45,108,46,109,46
36,Kushtia,952,497,703,355,642,320
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,181,73,171,69,164,67
38,Meherpur,1302,434,1303,435,1274,428
39,Narail,152,56,178,64,107,39
40,Satkhira,414,121,387,116,349,100
4,Khulna,5488,2064,5085,1876,6520,2352
41,Jamalpur,1432,497,1500,600,4407,1526
42,Mymensing,2133,801,2100,806,2111,812
43,Netrakona,297,137,297,138,294,140
44,Sherpur,1528,847,1551,858,1351,754
5,Mymensing,5390,2282,5448,2402,5498,2310
45,Bogura,614,273,614,274,615,274
46,Joypurhat,145,57,145,57,152,61
47,Naogaon,728,309,634,265,45,25
48,Natore,1126,382,1056,358,1038,353
49,Chapai Nawabganj,31156,11895,40018,14287,40633,14288
50,Pabna,4898,2631,4937,2646,4860,2341
51,Rajshahi,9605,3801,8114,3179,8551,3422
52,Sirajganj,5907,1873,5939,1887,6015,1921
6,Rajshahi,54179,21221,61457,22953,61909,22685
53,Dinajpur,860,306,799,295,762,288
54,Gaibandha,611,219,948,337,934,330
55,Kurigram,2199,1162,1990,1017,2119,1078
56,Lalmonirhat,230,87,221,96,225,87
57,Nilphamari,141,66,144,66,139,66
58,Panchagarh,219,112,265,128,275,137
59,Rangpur,1168,591,1161,573,1196,561
60,Thakurgaon,857,271,827,262,815,260
7,Rangpur,6285,2814,6355,2774,6465,2807
61,Habiganj,4,2,5,3,4,2
62,Maulvibazar,242,117,244,110,242,117
63,Sunamganj,563,337,600,400,138,41
64,Sylhet,138,41,170,65,563,337
8,Sylhet,947,497,1019,578,947,497
,BANGLADESH,102838,39187,109290,41430,113812,42273
