Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,7180,2338,7177,2723,7180,2730
2,Barishal,42986,16740,41731,17058,41735,17080
3,Bhola,31074,15328,31280,15869,32050,16372
4,Jhallokati,4350,1313,4420,1422,4447,1456
5,Patuakhali,15890,5895,6324,2571,6320,2570
6,Pirojpur,6255,2599,6304,2616,6209,2581
1,Barishal,107735,44213,97236,42259,97941,42789
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,3321,1333,413,144,413,144
9,Chandpur,335,150,340,155,149,146
10,Chattogram,1541,470,1534,469,1907,604
11,Cumilla,1175,471,1097,423,743,307
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,1309,392,1299,386,1337,401
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,448,145,408,131,373,120
16,Noakhali,16638,6968,12722,5246,13125,5688
17,Rangamati,0,0,0,0,0,0
2,Chattogram,24767,9929,17813,6954,18047,7410
18,Dhaka,2495,959,2492,1182,2492,1182
19,Faridpur,14140,6848,13935,6665,13935,6665
20,Gazipur,126,45,121,44,113,40
21,Gopalganj,18040,9061,18041,9061,18040,9060
22,Kishorganj,85,32,90,155,65,30
23,Madaripur,11822,5751,12282,5904,13605,6540
24,Manikganj,4676,2010,4579,1895,4494,1921
25,Munshiganj,304,115,242,91,230,87
26,Narayanganj,188,66,188,66,174,51
27,Narsingdi,17,8,17,10,17,17
28,Rajbari,3267,1636,3474,1736,3755,1859
29,Shariatpur,8568,4481,8340,4130,7722,4312
30,Tangail,4980,1564,4501,1317,4501,1317
3,Dhaka,68708,32576,68302,32256,69143,33081
31,Bagerhat,12332,5418,10013,3350,9950,3806
32,Chuadanga,339,128,339,129,373,149
33,Jashore,1555,661,1538,648,1538,448
34,Jhenaidah,811,364,625,294,644,288
35,Khulna,311,178,315,182,352,198
36,Kushtia,2924,1614,2453,1564,2499,1488
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,3835,930,3764,910,3526,839
38,Meherpur,116,42,117,47,92,38
39,Narail,24987,9327,25244,9470,27618,10929
40,Satkhira,3317,1420,3255,1429,3152,1378
4,Khulna,50527,20082,47663,18023,49744,19561
41,Jamalpur,266,247,746,267,787,272
42,Mymensing,418,221,397,197,401,197
43,Netrakona,39,13,44,15,42,19
44,Sherpur,57,24,67,28,76,32
5,Mymensing,780,505,1254,507,1306,520
45,Bogura,156,80,160,71,159,70
46,Joypurhat,78,32,81,35,81,33
47,Naogaon,302,158,310,164,297,159
48,Natore,5221,2399,5015,2298,5038,2302
49,Chapai Nawabganj,4839,1810,5791,2084,1631,503
50,Pabna,9309,5466,9130,4786,8325,4501
51,Rajshahi,913,436,1012,500,2101,1090
52,Sirajganj,1493,636,1378,3332,1437,3523
6,Rajshahi,22311,11017,22877,13270,19069,12181
53,Dinajpur,58,17,41,12,34,11
54,Gaibandha,230,92,190,77,222,94
55,Kurigram,1450,795,1737,942,1742,945
56,Lalmonirhat,38,21,35,20,40,22
57,Nilphamari,50,30,176,375,30,19
58,Panchagarh,29,7,24,6,25,6
59,Rangpur,50,26,52,24,58,26
60,Thakurgaon,0,0,37,15,35,15
7,Rangpur,1905,988,2292,1471,2186,1138
61,Habiganj,31,8,34,9,34,10
62,Maulvibazar,65,26,35,26,66,28
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,96,34,69,35,100,38
,BANGLADESH,276829,119344,257506,114775,257536,116718
