Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,11,21,14,29,8,7
9,Chandpur,0,0,0,0,0,0
10,Chattogram,9,11,9,12,8,9
11,Cumilla,50,61,46,60,56,73
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,14,32
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,7,11,6,9,8,14
2,Chattogram,77,104,75,110,94,135
18,Dhaka,375,779,387,459,574,679
19,Faridpur,184,302,164,266,181,279
20,Gazipur,103,154,99,148,95,142
21,Gopalganj,91,128,104,166,108,179
22,Kishorganj,57,134,64,150,50,123
23,Madaripur,14,10,12,9,12,9
24,Manikganj,313,337,340,330,385,384
25,Munshiganj,155,162,122,128,133,127
26,Narayanganj,221,411,219,606,220,516
27,Narsingdi,60,84,57,82,57,81
28,Rajbari,881,1716,603,1988,655,2185
29,Shariatpur,63,62,62,67,68,68
30,Tangail,322,1057,322,1033,318,988
3,Dhaka,2839,5336,2555,5432,2856,5760
31,Bagerhat,83,204,83,207,84,210
32,Chuadanga,806,2205,840,2312,859,2354
33,Jashore,3000,17486,3038,17867,3066,17957
34,Jhenaidah,2009,8965,1881,8548,1913,8812
35,Khulna,104,168,107,177,103,169
36,Kushtia,591,2239,573,1551,550,2018
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,120,374,120,368,126,388
38,Meherpur,249,738,235,698,227,705
39,Narail,263,1138,235,1032,220,962
40,Satkhira,1033,3008,1056,3142,959,2820
4,Khulna,8258,36525,8168,35902,8107,36395
41,Jamalpur,158,452,166,503,191,556
42,Mymensing,306,623,326,706,328,710
43,Netrakona,0,0,0,0,0,0
44,Sherpur,271,1184,278,1229,290,127
5,Mymensing,735,2259,770,2438,809,1393
45,Bogura,861,3143,769,2803,785,2860
46,Joypurhat,621,4202,620,4201,630,4199
47,Naogaon,1362,5911,1437,6113,1480,6315
48,Natore,463,1011,491,1094,135,338
49,Chapai Nawabganj,420,912,415,917,453,1024
50,Pabna,2673,7850,2738,8306,2733,8301
51,Rajshahi,1561,6466,1578,6084,1555,6189
52,Sirajganj,209,387,199,392,408,631
6,Rajshahi,8170,29882,8247,29910,8179,29857
53,Dinajpur,876,2123,830,1942,832,2049
54,Gaibandha,587,2233,545,2072,555,2109
55,Kurigram,594,1390,597,1429,584,1384
56,Lalmonirhat,289,981,285,876,309,1048
57,Nilphamari,308,945,299,920,306,953
58,Panchagarh,238,501,235,498,235,500
59,Rangpur,822,2449,796,2306,827,2424
60,Thakurgaon,634,1229,635,1343,654,1346
7,Rangpur,4348,11851,4222,11386,4302,11813
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,11,9,12,10,17,21
8,Sylhet,11,9,12,10,17,21
,BANGLADESH,24438,85966,24049,85188,24364,85374
