Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,236,465,230,567,235,600
2,Barishal,718,2715,722,2365,738,2410
3,Bhola,537,2100,527,2144,587,2282
4,Jhallokati,636,4596,649,2876,659,4300
5,Patuakhali,348,654,295,730,297,800
6,Pirojpur,655,1765,659,1845,656,1847
1,Barishal,3130,12295,3082,10527,3172,12239
7,Bandarban,324,852,331,882,474,2590
8,Brahmanbaria,619,1820,306,972,462,1394
9,Chandpur,699,3308,999,3308,701,3327
10,Chattogram,1889,8713,1891,9013,1890,9011
11,Cumilla,2717,11851,2280,10276,2043,10192
12,Cox's Bazar,334,2308,302,2270,301,2269
13,Feni,360,858,446,1017,439,1115
14,Khagrachhari,695,2418,711,2448,747,2590
15,Laksmipur,973,2185,925,2089,921,2600
16,Noakhali,1489,2903,1343,2678,1330,2842
17,Rangamati,676,1912,663,1865,638,1789
2,Chattogram,10775,39128,10197,36818,9946,39185
18,Dhaka,754,2819,773,7295,774,7315
19,Faridpur,440,1490,440,1490,472,1561
20,Gazipur,269,556,351,1254,300,575
21,Gopalganj,869,5850,600,3449,887,7300
22,Kishorganj,721,3738,736,4016,737,4272
23,Madaripur,532,2150,119,430,55,150
24,Manikganj,802,6447,532,6517,832,6517
25,Munshiganj,530,1150,460,914,470,2239
26,Narayanganj,326,1447,295,1341,330,1479
27,Narsingdi,400,2038,320,1113,420,1859
28,Rajbari,510,2395,650,2972,517,2553
29,Shariatpur,384,1095,392,1119,326,822
30,Tangail,1282,6763,1297,6817,1255,6530
3,Dhaka,7819,37938,6965,38727,7375,43172
31,Bagerhat,573,2009,919,2289,619,1769
32,Chuadanga,1642,7924,1685,10467,1756,10656
33,Jashore,1451,7601,1466,7810,1471,7868
34,Jhenaidah,1098,6545,1089,6746,1092,6168
35,Khulna,673,2105,675,2189,679,2171
36,Kushtia,486,3477,907,6678,1050,7520
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,226,1140,251,1361,246,1339
38,Meherpur,188,924,185,933,189,986
39,Narail,369,1810,314,1628,348,1779
40,Satkhira,836,4529,838,4555,836,4904
4,Khulna,7542,38064,8329,44656,8286,45160
41,Jamalpur,442,2102,794,3328,972,3919
42,Mymensingh,968,9983,844,7815,849,8065
43,Netrakona,415,2042,439,2068,498,1018
44,Sherpur,274,1460,281,1514,282,1518
5,Mymensingh,2099,15587,2358,14725,2601,14520
45,Bogura,717,2711,516,1803,764,2890
46,Joypurhat,243,1549,246,1631,234,1612
47,Naogaon,500,1960,519,2071,522,2072
48,Natore,476,1339,359,959,480,1420
49,Chapai Nawabganj,191,602,208,658,315,986
50,Pabna,591,1919,622,2107,640,2019
51,Rajshahi,874,3998,690,3640,1030,6801
52,Sirajganj,458,2163,439,1934,476,2065
6,Rajshahi,4050,16241,3599,14803,4461,19865
53,Dinajpur,707,2262,679,2369,686,2397
54,Gaibandha,507,1741,563,2016,572,2079
55,Kurigram,467,2367,343,1079,371,1617
56,Lalmonirhat,255,765,266,810,268,818
57,Nilphamari,532,5009,508,4868,598,5442
58,Panchagarh,321,2161,322,2161,324,2178
59,Rangpur,817,2978,830,3185,836,3037
60,Thakurgaon,778,2993,790,3032,810,3062
7,Rangpur,4384,20276,4301,19520,4465,20630
61,Habiganj,310,1441,327,1626,332,1144
62,Maulvibazar,464,2233,465,2275,467,2278
63,Sunamganj,605,2881,627,3028,628,3030
64,Sylhet,1434,4560,1414,4382,1438,4443
8,Sylhet,2813,11115,2833,11311,2864,10895
,BANGLADESH,42612,190644,41664,191087,43171,205666
