Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,920,254,934,334,935,340
2,Barishal,2855,971,2911,993,2912,995
3,Bhola,37585,15695,33453,13899,34268,11997
4,Jhalokati,1319,401,1289,481,1290,483
5,Patuakhali,2841,657,2659,801,2828,792
6,Pirojpur,1025,370,1019,412,1017,415
1,Barishal,46545,18348,42265,16920,43250,15022
7,Bandarban,337,356,332,331,332,331
8,Brahmanbaria,3078,2072,2796,1716,2805,1716
9,Chandpur,5779,2645,6000,2800,5821,2613
10,Chattogram,7212,2706,7201,2724,7215,2734
11,Cumilla,8335,4877,8112,4707,7314,4330
12,Cox's Bazar,1920,1210,1898,1176,1897,1177
13,Feni,762,214,769,221,748,176
14,Khagrachhari,771,252,778,262,792,279
15,Laksmipur,4537,1641,4206,1467,4134,1436
16,Noakhali,11226,3126,9615,3297,7728,2936
17,Rangamati,1200,718,1197,693,116,626
2,Chattogram,45157,19817,42904,19394,38902,18354
18,Dhaka,1352,533,1388,579,1092,2351
19,Faridpur,2785,2627,2532,2407,2537,2409
20,Gazipur,1370,543,1376,544,1376,544
21,Gopalganj,696,651,649,543,657,551
22,Kishorganj,3442,2391,3080,2310,3649,3260
23,Madaripur,1083,334,1092,553,1260,603
24,Manikganj,6825,3394,6717,3368,6704,3246
25,Munshiganj,1095,643,869,555,871,562
26,Narayanganj,563,240,545,222,163,59
27,Narsingdi,1932,742,1933,904,1923,751
28,Rajbari,1405,1498,1270,1703,1208,750
29,Shariatpur,10682,6079,10800,6100,10138,6164
30,Tangail,3033,1014,3012,1001,2952,985
3,Dhaka,36263,20689,35263,20789,34530,22235
31,Bagerhat,886,367,900,400,889,467
32,Chuadanga,995,1090,1013,1150,925,928
33,Jashore,2447,1044,2442,1052,1562,1278
34,Jhenaidah,1702,729,1730,995,1818,2250
35,Khulna,395,618,407,653,399,635
36,Kushtia,637,555,658,743,677,823
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,517,596,532,561,540,521
38,Meherpur,496,400,502,407,452,390
39,Narail,501,1167,452,1145,451,1154
40,Satkhira,687,822,692,796,670,806
4,Khulna,9263,7388,9328,7902,8383,9252
41,Jamalpur,16431,6165,16098,6533,15894,6407
42,Mymensing,3525,1947,3505,2447,3535,2459
43,Netrakona,935,551,1032,632,1166,637
44,Sherpur,2840,1159,2908,1189,2990,1235
5,Mymensing,23731,9822,23543,10801,23585,10738
45,Bogura,10075,6108,10152,6153,10091,6119
46,Joypurhat,516,234,522,235,519,236
47,Naogaon,1359,901,1434,1080,1451,1105
48,Natore,895,403,900,400,905,462
49,Chapai Nawabganj,243,258,260,274,283,307
50,Pabna,1375,897,1381,880,1389,889
51,Rajshahi,1664,855,1591,1012,1581,2320
52,Sirajganj,5166,2836,4586,2522,4642,2559
6,Rajshahi,21293,12492,20826,12556,20861,13997
53,Dinajpur,2617,1212,2718,1250,2752,1343
54,Gaibandha,1102,629,1320,800,1222,709
55,Kurigram,1770,1159,1396,893,1402,897
56,Lalmonirhat,1642,770,578,300,596,653
57,Nilphamari,3837,2870,4230,3299,4364,3268
58,Panchagarh,13203,7586,13102,6608,9252,5802
59,Rangpur,2449,1331,3534,1804,3210,1770
60,Thakurgaon,817,214,831,495,824,569
7,Rangpur,27437,15771,27709,15449,23622,15011
61,Habiganj,518,511,530,481,521,473
62,Maulvibazar,320,142,341,134,315,136
63,Sunamganj,688,463,700,477,700,480
64,Sylhet,609,321,613,333,587,323
8,Sylhet,2135,1437,2184,1425,2123,1412
,BANGLADESH,211824,105764,204022,105236,195256,106021
