Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
1,Barguna,0,2106,1350,0,0,0,4298,4095,1167,4298,4095,1167
2,Barishal,0,2255,2249,0,0,0,1002,1724,1678,1002,1724,1678
3,Bhola,0,315,310,0,0,0,219,141,203,219,141,203
4,Jhallokati,0,481,482,0,0,0,288,318,241,288,318,241
5,Patuakhali,0,1901,1914,0,0,0,3372,3392,3280,3372,3392,3280
6,Pirojpur,0,2243,2257,0,0,0,360,1176,1469,360,1176,1469
1,Barishal,0,9302,8563,0,0,0,9539,10846,8038,9539,10846,8038
7,Bandarban,0,6,6,0,0,0,203,38,37,203,38,37
8,Brahmanbaria,0,105,110,0,0,0,40,231,384,40,231,384
9,Chandpur,0,1569,1579,0,0,0,1774,2163,2002,1774,2163,2002
10,Chattogram,0,560,572,0,0,0,1384,1733,1797,1384,1733,1797
11,Cumilla,0,1343,1481,0,0,470,1338,1320,243,1338,1320,713
12,Cox's Bazar,0,48,39,0,0,0,195,195,188,195,195,188
13,Feni,0,837,828,0,0,0,396,370,177,396,370,177
14,Khagrachhari,0,32,0,0,0,0,38,30,0,38,30,0
15,Laksmipur,0,962,973,0,0,0,1047,826,1023,1047,826,1023
16,Noakhali,0,2044,2051,0,0,0,2242,2248,1929,2242,2248,1929
17,Rangamati,0,15,16,0,0,0,50,70,42,50,70,42
2,Chattogram,0,7521,7653,0,0,0,8707,9224,7822,8707,9224,8292
18,Dhaka,0,209,207,0,0,0,325,336,195,325,336,195
19,Faridpur,7,1079,1079,209,155,76,3361,3160,35,3570,3315,111
20,Gazipur,258,630,608,133,929,5,956,201,89,1089,1130,94
21,Gopalganj,5,2090,4301,75,0,120,2935,3518,5858,3010,3518,5978
22,Kishorganj,0,187,194,0,0,0,346,367,428,346,367,428
23,Madaripur,0,2478,2448,0,0,0,8903,8639,138,8903,8639,138
24,Manikganj,0,125,130,0,0,0,328,347,554,328,347,554
25,Munshiganj,0,87,86,0,0,0,303,314,264,303,314,264
26,Narayanganj,0,114,111,0,0,0,109,94,103,109,94,103
27,Narsingdi,0,468,37,0,0,0,1150,1154,16,1150,1154,16
28,Rajbari,0,312,305,0,0,0,1907,1469,1434,1907,1469,1434
29,Shariatpur,0,442,427,0,0,0,963,932,864,963,932,864
30,Tangail,0,756,758,59,59,23,1716,1706,61,1775,1765,84
3,Dhaka,270,8977,10692,476,1143,224,23302,22237,10039,23778,23380,10263
31,Bagerhat,0,2010,2022,0,0,0,3530,3505,3505,3530,3505,3505
32,Chuadanga,64,130,131,5,5,7,302,306,306,307,311,313
33,Jashore,6,646,794,58,0,0,949,984,1070,1007,984,1070
34,Jhenaidah,0,964,911,0,0,0,858,1040,144,858,1040,144
35,Khulna,0,834,915,0,0,0,1587,1677,1934,1587,1677,1934
36,Kushtia,0,508,503,0,0,0,832,897,828,832,897,828
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,0,1048,1059,0,0,0,1355,1413,944,1355,1413,944
38,Meherpur,10,110,114,36,37,39,111,103,123,147,140,162
39,Narail,18,1117,1066,69,72,73,386,421,426,455,493,499
40,Satkhira,7,1395,1413,31,29,31,1076,1217,1275,1107,1246,1306
4,Khulna,105,8763,8928,199,143,150,10986,11563,10555,11185,11706,10705
41,Jamalpur,0,189,191,0,0,0,448,447,441,448,447,441
42,Mymensing,0,1991,2122,0,0,0,1455,1515,2065,1455,1515,2065
43,Netrakona,0,32,33,0,0,0,94,100,106,94,100,106
44,Sherpur,0,280,287,0,0,0,277,300,333,277,300,333
5,Mymensing,0,2493,2633,0,0,0,2274,2362,2945,2274,2362,2945
45,Bogura,0,1883,1884,0,0,0,3077,3259,2971,3077,3259,2971
46,Joypurhat,3,243,245,74,43,156,392,234,335,466,277,491
47,Naogaon,18,4998,6061,921,991,1059,672,650,51546,1593,1641,52605
48,Natore,0,1272,1024,0,0,0,4692,6047,4373,4692,6047,4373
49,Chapai Nawabganj,0,151,155,0,0,0,150,167,163,150,167,163
50,Pabna,0,505,506,0,0,0,1151,1292,1314,1151,1292,1314
51,Rajshahi,0,978,93,0,0,0,1171,1167,107,1171,1167,107
52,Sirajganj,0,709,671,0,0,6,1166,1324,1201,1166,1324,1207
6,Rajshahi,21,10740,10639,995,1034,1221,12471,14140,62010,13466,15174,63231
53,Dinajpur,0,312,299,0,0,0,188,189,374,188,189,374
54,Gaibandha,0,87,87,0,0,0,57,61,56,57,61,56
55,Kurigram,0,0,6,0,0,0,9,0,3,9,0,3
56,Lalmonirhat,0,86,77,0,0,0,178,182,158,178,182,158
57,Nilphamari,0,20,0,0,0,0,18,18,0,18,18,0
58,Panchagarh,0,0,46,0,0,0,0,0,0,0,0,0
59,Rangpur,0,250,251,0,0,0,326,378,364,326,378,364
60,Thakurgaon,0,14,15,0,0,0,9,10,8,9,10,8
7,Rangpur,0,770,781,0,0,0,785,838,963,785,838,963
61,Habiganj,0,113,113,0,0,0,246,198,198,246,198,198
62,Maulvibazar,0,4,4,0,0,0,19,19,19,19,19,19
63,Sunamganj,0,195,195,0,0,0,1120,625,6,1120,625,6
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet,0,313,313,0,0,0,1385,842,223,1385,842,223
,BANGLADESH,396,48879,50202,1670,2320,1595,69449,72052,102595,71119,74372,104190
