Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,120,146,122,146,121,136
2,Barishal,210,428,208,426,210,439
3,Bhola,352,676,368,775,360,852
4,Jhallokati,78,83,95,146,97,137
5,Patuakhali,103,119,98,116,101,119
6,Pirojpur,153,283,156,284,157,259
1,Barishal,1016,1735,1047,1893,1046,1942
7,Bandarban,106,314,109,324,109,324
8,Brahmanbaria,402,1982,409,1996,430,2136
9,Chandpur,267,795,267,795,273,851
10,Chattogram,531,1648,535,1654,540,1650
11,Cumilla,1937,6401,1879,6275,1402,4730
12,Cox's Bazar,345,1385,344,1470,344,1470
13,Feni,115,321,114,315,113,314
14,Khagrachhari,256,772,271,805,289,859
15,Laksmipur,231,389,264,402,253,398
16,Noakhali,117,168,127,175,142,188
17,Rangamati,108,231,112,235,125,265
2,Chattogram,4415,14406,4431,14446,4020,13185
18,Dhaka,173,779,118,604,131,685
19,Faridpur,89,298,89,298,89,298
20,Gazipur,90,222,88,217,83,207
21,Gopalganj,139,526,254,547,154,547
22,Kishorganj,327,1051,341,1073,347,1360
23,Madaripur,127,164,136,182,144,197
24,Manikganj,62,112,70,130,74,139
25,Munshiganj,628,2554,642,2595,623,2524
26,Narayanganj,188,737,184,730,192,765
27,Narsingdi,73,280,77,298,76,297
28,Rajbari,128,445,111,363,111,363
29,Shariatpur,93,252,103,276,111,363
30,Tangail,197,786,282,977,48,123
3,Dhaka,2314,8206,2495,8290,2183,7868
31,Bagerhat,187,324,192,330,189,386
32,Chuadanga,162,686,183,758,179,692
33,Jashore,475,2410,490,2483,502,2553
34,Jhenaidah,243,1103,264,1212,340,1490
35,Khulna,40,101,42,106,38,108
36,Kushtia,77,241,84,276,93,295
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,17,61,19,67,19,67
38,Meherpur,44,287,48,293,49,313
39,Narail,101,412,95,412,23,79
40,Satkhira,106,355,105,357,125,376
4,Khulna,1452,5980,1522,6294,1557,6359
41,Jamalpur,95,313,104,326,114,361
42,Mymensing,459,1614,486,1701,593,1916
43,Netrakona,93,364,99,372,105,386
44,Sherpur,29,55,31,60,32,54
5,Mymensing,676,2346,720,2459,844,2717
45,Bogura,233,892,231,892,237,904
46,Joypurhat,110,383,279,1181,278,1179
47,Naogaon,287,1114,290,1145,302,1199
48,Natore,223,362,213,350,123,281
49,Chapai Nawabganj,124,316,116,295,126,316
50,Pabna,58,120,69,182,69,176
51,Rajshahi,311,1164,311,1160,323,1199
52,Sirajganj,808,6960,302,2286,346,2619
6,Rajshahi,2154,11311,1811,7491,1804,7873
53,Dinajpur,219,645,217,657,221,348
54,Gaibandha,169,415,167,419,168,443
55,Kurigram,107,282,110,289,112,296
56,Lalmonirhat,76,157,89,181,97,205
57,Nilphamari,172,654,176,610,183,649
58,Panchagarh,183,460,186,481,198,581
59,Rangpur,81,244,85,255,105,294
60,Thakurgaon,81,129,86,140,93,151
7,Rangpur,1088,2986,1116,3032,1177,3267
61,Habiganj,114,532,110,526,114,532
62,Maulvibazar,162,635,167,667,162,635
63,Sunamganj,247,985,251,992,247,985
64,Sylhet,400,1373,41,1385,227,553
8,Sylhet,923,3525,938,3570,750,2705
,BANGLADESH,14038,50495,14080,47475,13381,45916
