Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,28,41,38,56,40,60
2,Barishal,200,258,270,358,278,395
3,Bhola,87,110,115,172,133,176
4,Jhallokati,160,352,161,346,110,125
5,Patuakhali,13,18,12,15,14,11
6,Pirojpur,209,337,219,354,218,355
1,Barishal,697,1116,815,1301,793,1122
7,Bandarban,230,381,233,384,233,384
8,Brahmanbaria,265,246,183,192,184,147
9,Chandpur,68,105,69,94,72,111
10,Chattogram,766,2356,777,2390,793,2429
11,Cumilla,185,349,176,344,282,2047
12,Cox's Bazar,221,357,218,365,219,381
13,Feni,19,19,21,20,17,15
14,Khagrachhari,964,1970,989,2017,1062,2285
15,Laksmipur,103,76,100,70,98,69
16,Noakhali,88,75,75,55,64,41
17,Rangamati,2134,3292,2150,3342,2109,3315
2,Chattogram,5043,9226,4991,9273,5133,11224
18,Dhaka,115,135,121,125,131,183
19,Faridpur,24,40,24,42,27,43
20,Gazipur,147,242,148,254,150,262
21,Gopalganj,23,32,25,38,20,31
22,Kishorganj,188,398,204,455,201,450
23,Madaripur,20,27,24,32,24,33
24,Manikganj,44,78,45,79,46,81
25,Munshiganj,94,70,65,58,65,58
26,Narayanganj,141,226,146,249,146,249
27,Narsingdi,1505,6683,1839,7581,1730,1190
28,Rajbari,73,143,72,123,75,123
29,Shariatpur,28,37,29,28,32,31
30,Tangail,193,436,184,395,302,447
3,Dhaka,2595,8547,2926,9459,2949,3181
31,Bagerhat,148,275,161,318,144,314
32,Chuadanga,32,46,38,53,44,62
33,Jashore,385,1676,396,1754,382,1710
34,Jhenaidah,199,543,202,555,210,574
35,Khulna,52,96,54,97,55,97
36,Kushtia,16,64,20,80,20,80
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,49,115,49,118,18,41
38,Meherpur,9,24,9,25,9,25
39,Narail,84,340,71,319,72,354
40,Satkhira,101,168,58,183,66,171
4,Khulna,1075,3347,1058,3502,1020,3428
41,Jamalpur,41,68,44,67,95,143
42,Mymensing,324,606,336,638,339,626
43,Netrakona,75,78,90,79,100,94
44,Sherpur,116,295,126,330,131,344
5,Mymensing,556,1047,596,1114,665,1207
45,Bogura,104,277,93,207,97,218
46,Joypurhat,114,582,117,593,112,544
47,Naogaon,109,305,107,304,129,356
48,Natore,243,321,230,324,233,330
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,23,42,26,49,28,49
51,Rajshahi,47,127,46,119,47,116
52,Sirajganj,6,9,6,9,6,9
6,Rajshahi,646,1663,625,1605,652,1622
53,Dinajpur,110,184,113,184,93,161
54,Gaibandha,155,285,146,261,150,269
55,Kurigram,67,133,88,161,95,177
56,Lalmonirhat,164,327,173,331,175,360
57,Nilphamari,138,328,135,332,138,350
58,Panchagarh,77,135,74,130,78,136
59,Rangpur,276,426,291,457,300,472
60,Thakurgaon,60,93,63,78,72,89
7,Rangpur,1047,1911,1083,1934,1101,2014
61,Habiganj,65,67,75,87,77,95
62,Maulvibazar,55,228,65,223,65,223
63,Sunamganj,45,69,51,96,96,102
64,Sylhet,58,47,67,54,83,73
8,Sylhet,223,411,258,460,321,493
,BANGLADESH,11882,27268,12352,28648,12634,24291
