Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,0,0,0,0,0,0,0,0,0,0,0,0
38,Meherpur,0,0,0,0,0,0,0,0,0,0,0,0
39,Narail,0,0,6,0,0,8,0,0,8,0,0,16
40,Satkhira,0,0,84,0,0,0,0,0,354,0,0,354
4,Khulna,0,0,102,0,0,8,0,0,398,0,0,406
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensing,0,0,0,0,0,0,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0,0,0,0,0,0,0
45,Bogura,0,0,7,0,0,0,0,0,55,0,0,55
46,Joypurhat,0,0,0,0,0,0,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0,0,0,0,0,0,0
48,Natore,0,0,0,0,0,0,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,1,0,0,0,0,0,4,0,0,4
50,Pabna,0,0,0,0,0,0,0,0,25,0,0,25
51,Rajshahi,0,0,2,0,0,0,0,0,17,0,0,17
52,Sirajganj,0,0,0,0,0,0,0,0,0,0,0,0
6,Rajshahi,0,0,10,0,0,0,0,0,101,0,0,101
53,Dinajpur,0,0,0.37,0,0,0,0,0,2,0,0,2
54,Gaibandha,0,0,0,0,0,0,0,0,0,0,0,0
55,Kurigram,0,0,0,0,0,0,0,0,0,0,0,0
56,Lalmonirhat,0,0,0,0,0,0,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,0,0,0,0,0,0,0,0
58,Panchagarh,0,0,8,0,0,0,0,0,3,0,0,3
59,Rangpur,0,0,0,0,0,0,0,0,0,0,0,0
60,Thakurgaon,0,0,0,0,0,0,0,0,0,0,0,0
7,Rangpur,0,0,8,0,0,0,0,0,5,0,0,5
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
,BANGLADESH,0,0,640,0,0,91,0,0,1677,0,0,1768
