Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,132,206,113,285,120,325
2,Barishal,890,2963,910,3050,926,3078
3,Bhola,876,2956,908,3077,922,2021
4,Jhallokati,339,670,340,711,350,655
5,Patuakhali,185,201,173,379,175,450
6,Pirojpur,417,691,420,878,421,692
1,Barishal,2839,7687,2864,8380,2914,7221
7,Bandarban,496,1281,497,1314,497,1314
8,Brahmanbaria,1731,4179,1411,4318,1420,4384
9,Chandpur,1370,7434,1552,6509,1555,6483
10,Chattogram,3983,11439,3985,11445,4007,11591
11,Cumilla,3541,27028,3579,27045,3477,27226
12,Cox's Bazar,711,3152,707,3148,702,3151
13,Feni,324,798,332,810,643,2744
14,Khagrachhari,670,2153,685,2200,724,2305
15,Laksmipur,552,1245,527,1184,526,1181
16,Noakhali,1214,1126,1123,1093,1051,1018
17,Rangamati,597,1139,588,1142,590,1118
2,Chattogram,15189,60974,14986,60208,15192,62515
18,Dhaka,1098,5374,1097,5518,1097,5518
19,Faridpur,937,7847,782,4564,858,3679
20,Gazipur,656,1677,648,1120,664,1683
21,Gopalganj,656,5031,744,4515,751,4575
22,Kishorganj,916,5900,937,5546,882,4190
23,Madaripur,666,1329,858,2215,480,1187
24,Manikganj,547,3037,558,3071,568,3115
25,Munshiganj,566,1804,546,1745,550,1797
26,Narayanganj,719,2369,711,2339,719,2373
27,Narsingdi,793,2529,784,2500,757,2388
28,Rajbari,1013,4498,1041,4586,858,3679
29,Shariatpur,1241,9396,1283,9608,1277,9849
30,Tangail,784,5130,800,5217,799,5217
3,Dhaka,10592,55921,10789,52544,10260,49250
31,Bagerhat,1225,6950,1210,6763,1193,5593
32,Chuadanga,681,2850,717,3035,868,3650
33,Jashore,1353,6311,1365,6120,1395,6593
34,Jhenaidah,991,3329,992,3342,1009,3406
35,Khulna,703,1634,687,1621,733,1697
36,Kushtia,735,4439,872,5849,762,5487
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,117,476,127,732,127,745
38,Meherpur,326,1520,326,1546,323,1531
39,Narail,502,1840,488,1777,442,1511
40,Satkhira,806,2417,815,2410,818,2427
4,Khulna,7439,31766,7599,33195,7670,32640
41,Jamalpur,984,4634,1904,7308,1904,7308
42,Mymensingh,2064,18547,1979,17505,1979,17505
43,Netrakona,499,2228,552,2323,552,2323
44,Sherpur,871,9329,896,10267,896,10267
5,Mymensingh,4418,34738,5331,37403,5331,37403
45,Bogura,912,3533,924,3448,933,3500
46,Joypurhat,359,2025,363,2070,359,2025
47,Naogaon,975,3459,958,3473,943,3478
48,Natore,656,1829,665,1871,670,1886
49,Chapai Nawabganj,1588,6906,2056,9353,1837,7346
50,Pabna,822,2044,828,2279,829,2900
51,Rajshahi,7769,64730,7413,64403,8153,69268
52,Sirajganj,514,3402,511,3197,518,3802
6,Rajshahi,13595,87928,13718,90094,14242,94205
53,Dinajpur,4707,56942,4421,52503,4449,52663
54,Gaibandha,266,536,270,581,273,580
55,Kurigram,254,1591,238,833,238,733
56,Lalmonirhat,480,2451,470,2420,477,2461
57,Nilphamari,268,1610,252,1273,330,1986
58,Panchagarh,2107,12971,2107,13358,2007,12731
59,Rangpur,510,2604,674,1991,680,2762
60,Thakurgaon,642,2180,652,2204,670,2279
7,Rangpur,9234,80885,9084,75163,9124,76195
61,Habiganj,1126,6659,1280,6678,1142,6678
62,Maulvibazar,617,3783,594,3627,595,3630
63,Sunamganj,1735,13470,1745,13454,1745,13459
64,Sylhet,1582,4914,1519,4292,1482,4457
8,Sylhet,5060,28826,5138,28051,4964,28224
,BANGLADESH,68366,388725,69509,385038,69697,387653
