Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,1595,693,2261,1543,2370,1200
2,Barishal,0,0,8,5,0,0
3,Bhola,22,18,10,7,9,6
4,Jhallokati,92,75,96,85,95,83
5,Patuakhali,206,122,48,28,32,20
6,Pirojpur,248,190,242,193,215,184
1,Barishal,2163,1098,2665,1861,2721,1493
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0
10,Chattogram,0,0,0,0,0,0
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,0,0,0,0,0,0
2,Chattogram,0,0,0,0,0,0
18,Dhaka,0,0,0,0,0,0
19,Faridpur,13,6,18,6,0,0
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,63,64,63,64,61,62
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,395,91,439,86,5,2
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,0,0,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,54,14,55,15,0,0
3,Dhaka,525,175,575,171,66,64
31,Bagerhat,394,435,381,422,374,411
32,Chuadanga,6,3,0,0,8,4
33,Jashore,0,0,0,0,0,0
34,Jhenaidah,0,0,0,0,0,0
35,Khulna,25,7,0,0,0,0
36,Kushtia,162,92,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,0,0
38,Meherpur,0,0,0,0,0,0
39,Narail,0,0,0,0,0,0
40,Satkhira,51,26,36,16,0,0
4,Khulna,638,563,417,438,382,415
41,Jamalpur,34,47,37,51,0,0
42,Mymensing,16,4,19,7,0,0
43,Netrokona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,50,51,56,58,0,0
45,Bogura,0,0,0,0,0,0
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0
48,Natore,19,4,18,3,18,3
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,19,4,18,3,18,3
53,Dinajpur,0,0,0,0,0,0
54,Gaibandha,15,5,0,0,0,0
55,Kurigram,0,0,0,0,0,0
56,Lalmonirhat,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,0,0
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,0,0,0,0,0,0
60,Thakurgaon,0,0,0,0,0,0
7,Rangpur,15,5,0,0,0,0
61,Habiganj,15,17,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,15,17,0,0,0,0
,BANGLADESH,3425,1913,3731,2531,3187,1975
