Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,65,18,70,16,68,18
2,Barishal,622,185,438,118,443,151
3,Bhola,366,124,394,134,402,139
4,Jhallokati,91,22,65,23,68,25
5,Patuakhali,94,21,96,20,100,30
6,Pirojpur,79,26,87,31,79,26
1,Barishal,1317,396,1150,342,1160,389
7,Bandarban,123,34,123,34,120,30
8,Brahmanbaria,667,185,681,285,688,188
9,Chandpur,719,286,719,287,721,271
10,Chattogram,885,328,848,379,858,384
11,Cumilla,1728,725,1498,574,1278,506
12,Cox's Bazar,189,165,189,165,186,162
13,Feni,208,93,210,97,216,99
14,Khagrachhari,125,44,135,48,150,57
15,Laksmipur,139,33,110,24,112,27
16,Noakhali,335,74,290,65,269,62
17,Rangamati,170,98,171,98,164,95
2,Chattogram,5288,2065,4974,2056,4762,1881
18,Dhaka,950,364,815,280,746,263
19,Faridpur,3290,1382,3520,1470,3495,1425
20,Gazipur,183,60,183,60,178,59
21,Gopalganj,2670,1202,1622,679,1273,439
22,Kishorganj,631,211,604,202,554,193
23,Madaripur,4754,1991,4754,1991,4423,1836
24,Manikganj,1074,422,1077,423,1081,403
25,Munshiganj,296,111,303,115,309,117
26,Narayanganj,150,47,139,43,129,39
27,Narsingdi,180,67,178,63,204,123
28,Rajbari,3618,1469,3993,1774,3993,1774
29,Shariatpur,631,211,635,220,6515,1469
30,Tangail,687,165,659,159,3916,2311
3,Dhaka,19114,7702,18482,7479,26816,10451
31,Bagerhat,152,48,164,52,155,49
32,Chuadanga,894,492,860,453,479,233
33,Jashore,342,155,347,165,348,168
34,Jhenaidah,332,150,324,147,335,151
35,Khulna,87,27,88,27,84,27
36,Kushtia,431,191,527,238,426,179
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2250,788,2153,751,2188,767
38,Meherpur,90,23,79,21,81,22
39,Narail,1408,581,1442,593,1359,554
40,Satkhira,68,18,71,17,61,15
4,Khulna,6054,2473,6055,2464,5516,2165
41,Jamalpur,689,229,676,383,599,383
42,Mymensing,448,142,429,148,425,167
43,Netrakona,372,171,376,183,380,192
44,Sherpur,112,33,121,36,131,39
5,Mymensingh,1621,575,1602,750,1535,781
45,Bogura,154,46,191,54,186,54
46,Joypurhat,54,16,55,16,57,16
47,Naogaon,168,64,184,71,176,67
48,Natore,2628,735,2558,729,2558,729
49,Chapai Nawabganj,539,173,528,158,507,154
50,Pabna,2114,846,2091,893,2085,910
51,Rajshahi,512,174,555,187,521,229
52,Sirajganj,254,75,221,80,314,90
6,Rajshahi,6423,2129,6383,2188,6404,2249
53,Dinajpur,264,98,298,112,293,108
54,Gaibandha,413,189,336,168,511,189
55,Kurigram,702,225,490,181,348,136
56,Lalmonirhat,205,70,203,66,203,67
57,Nilphamari,161,84,158,68,170,79
58,Panchagarh,320,76,322,78,323,85
59,Rangpur,642,254,654,260,664,247
60,Thakurgaon,145,36,148,37,149,38
7,Rangpur,2852,1032,2609,970,2661,949
61,Habiganj,201,47,201,48,188,42
62,Maulvibazar,317,105,320,108,320,109
63,Sunamganj,142,40,143,45,143,48
64,Sylhet,557,215,556,230,544,231
8,Sylhet,1217,407,1220,431,1195,430
,BANGLADESH,43886,16779,42475,16680,50049,19295
