Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,106,124,108,128,108,128
2,Barishal,408,505,564,625,596,675
3,Bhola,1421,2560,1372,2648,1487,2806
4,Jhalokati,83,127,68,83,67,110
5,Patuakhali,106,82,102,118,105,63
6,Pirojpur,53,65,53,67,50,57
1,Barishal,2177,3463,2267,3669,2413,3839
7,Bandarban,117,174,119,179,119,181
8,Brahmanbaria,1318,2698,354,1012,1250,2468
9,Chandpur,1692,3609,1672,4336,1661,4308
10,Chattogram,167,241,172,248,166,241
11,Cumilla,504,1465,298,874,323,880
12,Cox's Bazar,87,141,76,132,78,141
13,Feni,29,22,33,26,30,29
14,Khagrachhari,44,71,49,79,53,84
15,Laksmipur,434,788,470,788,435,800
16,Noakhali,398,593,368,534,309,432
17,Rangamati,100,175,109,171,109,193
2,Chattogram,4890,9977,3720,8379,4533,9757
18,Dhaka,1266,6405,1243,4168,1243,4168
19,Faridpur,81970,385669,67859,265501,65932,264025
20,Gazipur,409,782,423,829,424,840
21,Gopalganj,5068,14808,4974,14478,4974,14478
22,Kishorganj,1282,4031,1299,4048,1266,3868
23,Madaripur,9606,51830,9631,52262,8519,45940
24,Manikganj,17808,48103,18115,48014,17835,47039
25,Munshiganj,526,953,542,981,544,999
26,Narayanganj,655,1410,644,1387,652,1407
27,Narsingdi,375,661,338,601,330,598
28,Rajbari,64638,169417,65800,221339,53976,182485
29,Shariatpur,6141,23576,6072,23251,6014,24127
30,Tangail,2006,4177,1996,4143,2022,4170
3,Dhaka,191750,711822,178936,641002,163731,594144
31,Bagerhat,346,755,345,752,310,664
32,Chuadanga,1564,8765,1603,9244,1770,10061
33,Jashore,3248,13475,3222,13481,3159,13016
34,Jhenaidah,16236,84176,16078,83520,16330,85540
35,Khulna,336,656,336,656,4181,49013
36,Kushtia,25726,127547,25389,128084,24987,151477
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,13897,55454,13939,55612,8851,38502
38,Meherpur,7265,73473,4350,50621,4181,49013
39,Narail,1552,4680,1341,4367,1362,4164
40,Satkhira,1036,3335,1015,3313,1004,3239
4,Khulna,71206,372316,67618,349650,66135,404689
41,Jamalpur,3886,10667,3742,10891,3791,11101
42,Mymensing,1517,3963,1437,3830,1419,3765
43,Netrokona,783,2074,804,2135,804,2135
44,Sherpur,1197,3426,1210,3488,1250,3564
5,Mymensing,7383,20130,7193,20344,7264,20565
45,Bogura,4548,10350,4721,10824,4654,10686
46,Joypurhat,1848,5331,1722,5362,1718,5347
47,Naogaon,7016,26430,6613,24775,6676,24947
48,Natore,5493,18192,7586,24674,7516,24814
49,Chapai Nawabganj,6438,23558,6440,23500,6478,23015
50,Pabna,104916,431091,104644,432046,104956,446410
51,Rajshahi,27571,160873,26500,123750,27148,163482
52,Sirajganj,1492,4125,1271,3246,1279,3826
6,Rajshahi,159322,679950,159497,648177,160425,702527
53,Dinajpur,5655,18931,5480,17257,5276,16531
54,Gaibandha,2622,6292,2310,5574,2187,5063
55,Kurigram,1420,3323,1110,2367,1157,2520
56,Lalmonirhat,1180,3730,1166,3657,1164,3675
57,Nilphamari,2184,8024,2260,7702,2307,9103
58,Panchagarh,3018,9857,3040,10011,3056,10020
59,Rangpur,4529,14952,4783,15980,4865,16491
60,Thakurgaon,881,1985,958,2173,967,2261
7,Rangpur,21489,67094,21107,64721,20979,65664
61,Habiganj,221,629,225,633,223,644
62,Maulvibazar,79,160,81,161,80,161
63,Sunamganj,317,811,320,816,250,770
64,Sylhet,135,150,141,162,124,108
8,Sylhet,752,1750,767,1772,677,1683
,BANGLADESH,458969,1866502,441105,1737714,426157,1802868
