Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,1104,2214,1135,3850,1136,3855
2,Barishal,191,832,195,850,200,884
3,Bhola,9198,54827,8090,46799,8092,46000
4,Jhallokati,74,488,75,235,77,240
5,Patuakhali,1010,2424,1159,2637,1160,3000
6,Pirojpur,910,1593,938,13310,907,10801
1,Barishal,12487,62378,11592,67681,11572,64780
7,Bandarban,119,436,119,436,114,426
8,Brahmanbaria,122,1002,85,779,90,817
9,Chandpur,28,95,25,28,23,26
10,Chattogram,803,4693,821,4793,807,4682
11,Cumilla,88,348,85,330,91,346
12,Cox's Bazar,1776,16675,1812,16430,1836,16481
13,Feni,35,126,34,126,32,120
14,Khagrachhari,193,1064,162,660,166,673
15,Laksmipur,296,32997,300,3298,191,1929
16,Noakhali,4112,30760,4086,30421,5230,33851
17,Rangamati,710,3518,769,3371,729,3636
2,Chattogram,8282,91714,8298,60672,9309,62987
18,Dhaka,13,38,14,41,20,45
19,Faridpur,68,626,79,669,87,698
20,Gazipur,7,29,7,31,8,33
21,Gopalganj,1030,21470,925,9625,998,17676
22,Kishorganj,27,154,25,153,25,149
23,Madaripur,14,129,17,151,12,66
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,20,71,15,50,15,47
26,Narayanganj,86,480,85,474,85,473
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,300,1200,85,609,87,657
29,Shariatpur,0,0,0,0,0,0
30,Tangail,0,0,0,0,0,0
3,Dhaka,1565,24197,1252,11803,1337,19844
31,Bagerhat,281,2825,285,3127,284,2839
32,Chuadanga,72,447,77,449,82,482
33,Jashore,54,318,59,331,57,314
34,Jhenaidah,55,308,62,354,63,391
35,Khulna,2826,38702,3792,52516,1366,9148
36,Kushtia,19,124,19,128,24,166
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,0,0
38,Meherpur,59,354,61,366,70,387
39,Narail,48,205,52,227,60,230
40,Satkhira,0,0,0,0,0,0
4,Khulna,3414,43283,4407,57498,2006,13957
41,Jamalpur,74,503,89,632,99,709
42,Mymensing,42,173,37,157,45,178
43,Netrakona,64,358,79,398,72,365
44,Sherpur,51,415,63,396,68,450
5,Mymensing,231,1449,268,1583,284,1702
45,Bogura,13,51,16,72,18,81
46,Joypurhat,35,271,35,271,35,269
47,Naogaon,157,1446,143,1324,140,1257
48,Natore,315,2093,225,1394,227,1399
49,Chapai Nawabganj,0,0,0,0,3,20
50,Pabna,38,124,49,174,44,165
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,4,4,4,6,5,7
6,Rajshahi,562,3989,472,3241,472,3198
53,Dinajpur,180,1335,184,1389,181,1401
54,Gaibandha,28,85,21,65,14,49
55,Kurigram,8,58,0,0,0,0
56,Lalmonirhat,18,203,18,202,20,215
57,Nilphamari,35,478,36,466,36,324
58,Panchagarh,972,9078,958,8734,712,6714
59,Rangpur,23,205,21,187,20,185
60,Thakurgaon,700,10867,618,9146,544,8092
7,Rangpur,1964,22309,1856,20189,1527,16980
61,Habiganj,36,141,37,141,28,105
62,Maulvibazar,44,205,45,208,46,210
63,Sunamganj,95,812,95,815,98,822
64,Sylhet,658,3184,658,3160,610,3100
8,Sylhet,833,4342,835,4324,782,4237
,BANGLADESH,29338,253661,28980,226991,27289,187685
