Zila/Division,,2017-18,,,,,2018-19,,,,
,,Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)",Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)"
33,Jashore,161,65,15.30,1.411,92,160,65,17.24,1.590,103
34,Jhenaidah,334,135,12.69,1.170,158,418,169,15.28,1.409,238
35,Khulna,7117,2880,14.09,1.300,3744,6095,2467,13.54,1.249,3080
36,Kustia,14471,5856,13.01,1.184,6935,19895,8051,15.49,1.429,11503
37,Magura,642,260,14.09,1.300,338,635,257,14.25,1.314,338
38,Meherpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
39,Narail,8772,3550,14.96,1.380,4899,8315,3365,14.06,1.297,4364
40,Satkhira,0,0,0.00,0.000,0,0,0,0.00,0.000,0
4,"Khulna
Division",32992,13351,13.70,1.264,16873,37138,15029,14.73,1.359,20417
41,Jamalpur.,1564,633,14.97,1.381,874,1326,537,13.70,1.264,678
42,Mymensingh,86,35,12.70,1.171,41,72,29,12.75,1.176,34
43,Netrokona,148,60,12.65,1.167,70,367,149,17.50,1.614,240
44,Sherpur,222,90,13.61,1.256,113,238,96,13.87,1.279,123
5,"Mymensingh
Division",2021,818,14.55,1.342,1098,2003,811,14.38,1.327,1075
45,Bogura,0,0,0.00,0.000,0,0,0,0.00,0.000,0
46,Joypurhat,0,0,0.00,0.000,0,0,0,0.00,0.000,0
47,Naogaon,0,0,0.00,0.000,0,0,0,0.00,0.000,0
48,Natore,1260,510,12.69,1.171,597,2100,850,13.56,1.251,1063
49,"Chapai
Nawabgonj",19769,8000,16.93,1.562,12492,19013,7694,15.37,1.418,10908
50,Pabna,19724,7982,12.67,1.169,9328,17572,7111,12.35,1.139,8101
51,Rajshahi,1334,540,16.58,1.530,826,2860,1157,15.46,1.426,1650
52,Sirajgonj,7166,2900,14.96,1.380,4002,7087,2868,14.01,1.292,3706
6,"Rajshahi
Division",49254,19932,14.82,1.367,27245,48632,19680,14.01,1.292,25428
53,Dinajpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
54,Gaibandha,0,0,0.00,0.000,0,0,0,0.00,0.000,0
55,Kurigram,1211,490,12.68,1.169,573,1334,540,12.73,1.174,634
56,Lalmonirhat,0,0,0.00,0.000,0,0,0,0.00,0.000,0
57,Nilphamari,0,0,0.00,0.000,0,0,0,0.00,0.000,0
58,Panchagar,198,80,14.91,1.375,110,202,82,13.52,1.247,102
59,Rangpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
60,Thakurgaon,0,0,0.00,0.000,0,0,0,0.00,0.000,0
7,"Rangpur
Division",1409,570,12.99,1.198,683,1536,622,12.83,1.184,736
61,Hobigonj,741,300,14.09,1.300,390,1608,651,14.19,1.309,852
62,Maulovibazar,502,203,13.57,1.251,254,1722,697,13.47,1.242,866
63,Sunamgonj,2152,871,15.17,1.400,1219,2016,816,15.16,1.398,1141
64,Sylhet,6944,2810,13.55,1.250,3513,8074,3267,13.44,1.240,4051
8,"Sylhet
Division",10339,4184,13.93,1.285,5376,13420,5431,13.79,1.272,6909
BANGLADESH,,396307,160377,15.07,1.390,222892,433685,175503,14.93,1.377,241733
