Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,788,2089,335,614,330,500
2,Barishal,810,2335,808,2337,824,2311
3,Bhola,717,2042,113,453,785,2140
4,Jhallokati,242,390,257,453,267,460
5,Patuakhali,251,494,212,327,216,333
6,Pirojpur,319,1146,325,1198,323,3635
1,Barishal,3127,8496,2050,5382,2745,9379
7,Bandarban,626,1930,637,1969,639,1975
8,Brahmanbaria,1099,5661,1082,5485,1093,5555
9,Chandpur,1124,5569,1124,5984,999,4823
10,Chattogram,3206,12487,3209,12494,3239,12801
11,Cumilla,1799,8578,1873,8641,1359,6675
12,Cox's Bazar,861,4597,850,4603,849,4601
13,Feni,547,1289,496,1667,438,1376
14,Khagrachhari,1269,4165,1272,4166,1310,4449
15,Laksmipur,788,2089,774,2023,731,1871
16,Noakhali,1275,3540,1203,3317,1128,2922
17,Rangamati,993,4095,975,3978,973,3795
2,Chattogram,13587,54000,13495,54327,12758,50843
18,Dhaka,1225,5232,901,8175,325,4173
19,Faridpur,560,2550,569,2619,569,2619
20,Gazipur,688,3142,379,3087,659,2992
21,Gopalganj,391,1862,382,1900,373,2076
22,Kishorganj,1189,9405,1105,7070,1176,8492
23,Madaripur,454,2150,432,2293,367,2243
24,Manikganj,930,2912,913,3566,915,3571
25,Munshiganj,474,2244,473,2288,450,2323
26,Narayanganj,404,1308,425,1525,404,1435
27,Narsingdi,797,3096,793,2280,697,2754
28,Rajbari,1091,4520,1100,4569,1108,4587
29,Shariatpur,459,2524,431,2337,435,2379
30,Tangail,2556,11512,2574,11641,2774,12658
3,Dhaka,11218,52457,10477,53350,10252,52302
31,Bagerhat,815,4060,840,4129,800,4065
32,Chuadanga,1022,4342,1096,4706,1033,4256
33,Jashore,2100,8635,2089,8622,2095,8659
34,Jhenaidah,1331,7255,1393,7271,1397,7278
35,Khulna,543,1995,550,1996,535,2006
36,Kushtia,870,5443,883,5340,906,5526
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,377,1563,391,1554,392,1556
38,Meherpur,310,906,307,913,309,912
39,Narail,422,1570,403,1516,366,1402
40,Satkhira,569,2495,523,3132,616,2759
4,Khulna,8359,38264,8475,39179,8449,38419
41,Jamalpur,1375,5709,1907,7924,2451,9282
42,Mymensingh,3166,12402,2502,11589,2718,13507
43,Netrakona,870,1940,869,1940,887,1965
44,Sherpur,1210,8722,1320,9612,1504,10053
5,Mymensingh,6621,28773,6598,31065,7560,34807
45,Bogura,1711,6759,1723,6809,2296,17848
46,Joypurhat,483,2151,496,2202,398,3198
47,Naogaon,1214,8031,1189,8150,1568,12980
48,Natore,920,2491,943,2591,929,2594
49,Chapai Nawabganj,389,1247,389,1247,372,1261
50,Pabna,1065,3534,1069,3560,724,5280
51,Rajshahi,2199,10844,2028,11035,2171,12897
52,Sirajganj,1320,5563,1358,5589,1377,5823
6,Rajshahi,9301,40620,9195,41183,9835,61881
53,Dinajpur,1183,3744,1206,3891,1279,4336
54,Gaibandha,751,3109,751,3135,792,3238
55,Kurigram,1066,4635,1057,4512,1094,4593
56,Lalmonirhat,720,3168,688,3026,671,2958
57,Nilphamari,1110,4671,1517,5980,1481,5831
58,Panchagarh,1866,11775,1761,11961,1738,11424
59,Rangpur,1099,3285,1100,3667,1102,3422
60,Thakurgaon,871,1947,882,1968,877,1988
7,Rangpur,8666,36334,8962,38140,9034,37790
61,Habiganj,934,7204,967,7204,723,7617
62,Maulvibazar,715,2819,722,2879,814,2881
63,Sunamganj,792,4084,815,3979,814,3976
64,Sylhet,2332,7473,1310,7402,1450,8500
8,Sylhet,4773,21580,3814,21464,3801,22974
,BANGLADESH,65652,280524,63066,284090,64434,308395
