Zila/Division,,2017-18,,,,,2018-19,,,,
,,Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)",Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)"
33,Jashore,8701,3521,257.45,23.747,83615,6931,2805,225.60,20.809,58366
34,Jhenaidah,3899,1578,224.85,20.740,32725,4100,1659,217.42,20.055,33274
35,Khulna,1169,473,165.69,15.283,7230,1195,484,168.94,15.583,7538
36,Kustia,6007,2431,236.13,21.781,52946,5542,2243,235.05,21.681,48624
37,Magura,72,29,168.14,15.509,452,64,26,163.43,15.075,390
38,Meherpur,3203,1296,247.04,22.787,29536,2977,1205,248.61,22.932,27626
39,Narail,79,32,158.38,14.609,467,61,25,212.34,19.586,483
40,Satkhira,7537,3050,186.15,17.170,52370,4522,1830,191.58,17.67,32338
4,"Khulna
Division",36665,14838,223.32,20.599,305638,33404,13518,219.37,20.26,273532
41,Jamalpur.,12138,4912,196.91,18.163,89217,12181,4929,199.62,18.413,90766
42,Mymensinghh,9746,3944,108.31,9.990,39402,9203,3724,107.32,9.899,36866
43,Netrokona,4618,1869,103.64,9.559,17865,3910,1582,102.64,9.468,14981
44,Sherpur,11093,4489,185.30,17.092,76728,11547,4673,182.66,16.849,78731
5,"Mymensinghh
Division",37595,15214,159.06,14.672,223211,36841,14909,160.96,14.847,221344
45,Bogura,147333,59622,206.37,19.035,1134920,145057,58701,218.85,20.187,1184989
46,Joypurhat,94565,38268,212.09,19.563,748632,94669,38310,262.91,24.251,929055
47,Naogaon,55697,22539,179.63,16.569,373450,53122,21497,184.41,17.010,365669
48,Natore,146,59,176.83,16.310,964,1718,695,214.70,19.804,13766
49,"Chapai
Nawabgonj",3646,1475,202.40,18.669,27546,2839,1149,183.16,16.895,19410
50,Pabna,2098,849,138.43,12.768,10841,2063,835,158.90,14.657,12236
51,Rajshahi,98720,39950,277.31,25.579,1021886,92686,37508,287.89,26.555,996019
52,Sirajgonj,6978,2824,152.56,14.072,39738,7179,2905,141.14,13.019,37823
6,"Rajshahi
Division",409183,165587,219.85,20.279,3357975,399333,161601,238.76,22.023,3558966
53,Dinajpur,121445,49146,216.09,19.932,979600,119517,48366,214.22,19.760,955699
54,Gaibandha,16992,6876,179.93,16.597,114125,20534,8310,183.09,16.889,140338
55,Kurigram,16295,6594,227.49,20.984,138370,13330,5394,282.05,26.017,140342
56,Lalmonirhat,11688,4730,209.00,19.278,91184,11573,4683,206.52,19.050,89216
57,Nilphamari,56425,22834,205.86,18.988,433573,55301,22379,213.36,19.681,440433
58,Panchagar,24998,10116,214.75,19.809,200389,22982,9300,219.40,20.237,188211
59,Rangpur,126439,51167,218.18,20.125,1029722,124495,50380,217.22,20.036,1009426
60,Thakurgaon,58834,23809,203.05,18.729,445918,58434,23647,208.23,19.207,454189
7,"Rangpur
Division",433116,175273,212.34,19.586,3432881,426166,172460,214.86,19.818,3417855
61,Hobigonj,4649,1881,129.29,11.926,22437,4187,1694,144.47,13.326,22579
62,Maulovibazar,4953,2004,128.90,11.890,23831,4913,1988,127.13,11.727,23315
63,Sunamgonj,4110,1663,124.55,11.489,19109,3926,1589,139.87,12.901,20497
64,Sylhet,3252,1316,119.56,11.028,14514,2372,960,126.25,11.645,11178
8,"Sylhet
Division",16964,6865,126.17,11.637,79890,15398,6231,134.96,12.448,77569
BANGLADESH,,1179703,477400,221.29,20.411,9744412,1157402,468375,223.48,20.614,9655082
