Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,0,129,124,0,0,0,124,103,360,124,103,360
38,Meherpur,0,25,28,0,0,0,19,72,29,19,72,29
39,Narail,0,125,151,0,0,18,78,77,69,78,77,87
40,Satkhira,0,370,346,0,0,0,29,249,234,29,249,234
4,Khulna,0,2524,2483,0,0,18,1775,1996,2279,1775,1996,2297
41,Jamalpur,0,145,148,0,0,0,107,115,107,107,115,107
42,Mymensing,0,440,533,0,0,0,367,341,268,367,341,268
43,Netrakona,0,121,121,0,0,0,74,85,70,74,85,70
44,Sherpur,0,222,218,0,0,0,137,149,151,137,149,151
5,Mymensing,0,929,1020,0,0,0,685,690,596,685,690,596
45,Bogura,0,325,324,0,0,0,376,375,376,376,375,376
46,Joypurhat,0,70,25,0,0,0,66,69,117,66,69,117
47,Naogaon,0,183,205,0,0,0,549,549,161,549,549,161
48,Natore,0,238,234,0,0,0,610,694,721,610,694,721
49,Chapai Nawabganj,0,25,28,0,0,0,19,18,20,19,18,20
50,Pabna,0,531,547,0,0,0,357,337,348,357,337,348
51,Rajshahi,0,130,125,0,0,0,181,183,163,181,183,163
52,Sirajganj,0,128,126,0,0,0,170,173,179,170,173,179
6,Rajshahi,0,1629,1687,0,0,0,2328,2398,2085,2328,2398,2085
53,Dinajpur,0,214,214,0,0,0,219,222,217,219,222,217
54,Gaibandha,0,88,89,0,3,3,32,30,86,32,33,89
55,Kurigram,0,106,106,0,0,0,79,86,86,79,86,86
56,Lalmonirhat,0,67,57,0,0,0,25,23,33,25,23,33
57,Nilphamari,0,51,47,0,0,0,56,44,30,56,44,30
58,Panchagarh,0,29,30,0,0,0,35,35,34,35,35,34
59,Rangpur,0,136,143,0,0,0,100,108,446,100,108,446
60,Thakurgaon,0,31,31,0,0,0,41,40,41,41,40,41
7,Rangpur,0,723,717,0,3,3,587,588,973,587,591,976
61,Habiganj,0,15,15,0,0,0,4,4,4,4,4,4
62,Maulvibazar,0,152,118,0,0,0,53,154,159,53,154,159
63,Sunamganj,0,9,9,0,0,0,2,2,2,2,2,2
64,Sylhet,0,32,22,0,0,0,9,9,10,9,9,10
8,Sylhet,0,207,164,0,0,0,68,169,175,68,169,175
,BANGLADESH,22,14804,15461,51,229,97,10761,11428,11548,10812,11657,11645
