Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,1492,3704,1525,3791,1526,3797
8,Brahmanbaria,111,111,50,105,54,100
9,Chandpur,3,10,3,10,3,8
10,Chattogram,1697,7764,1697,7765,1719,7841
11,Cumilla,105,182,113,191,107,182
12,Cox's Bazar,52,122,202,560,215,579
13,Feni,17,13,14,11,13,10
14,Khagrachhari,3207,8542,3234,8915,3214,8805
15,Laksmipur,7,7,5,5,5,5
16,Noakhali,2,1,2,1,2,1
17,Rangamati,3822,15925,3761,15690,3689,15207
2,Chattogram,10515,36381,10606,37044,10547,36535
18,Dhaka,61,104,11,53,24,129
19,Faridpur,10,21,12,19,17,28
20,Gazipur,567,1120,548,1097,477,997
21,Gopalganj,24,33,30,41,30,40
22,Kishorganj,218,515,263,577,211,477
23,Madaripur,0,0,0,0,0,0
24,Manikganj,147,181,151,188,157,197
25,Munshiganj,3,12,3,12,0,0
26,Narayanganj,30,27,12,10,29,28
27,Narsingdi,223,300,217,288,232,295
28,Rajbari,14,25,13,5,4,6
29,Shariatpur,0,0,0,0,0,0
30,Tangail,2067,7770,2091,7899,2117,8003
3,Dhaka,3364,10108,3351,10189,3298,10200
31,Bagerhat,20,36,17,27,19,29
32,Chuadanga,33,85,32,82,31,79
33,Jashore,72,189,69,182,63,159
34,Jhenaidah,95,210,90,255,93,265
35,Khulna,47,75,50,90,49,82
36,Kushtia,91,369,97,408,107,496
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,19,55,21,55,8,21
38,Meherpur,13,26,14,28,13,26
39,Narail,66,147,60,136,66,163
40,Satkhira,60,300,67,322,25,134
4,Khulna,516,1492,517,1585,474,1454
41,Jamalpur,427,1630,460,1807,509,1984
42,Mymensing,970,2424,937,2329,938,2371
43,Netrakona,110,170,110,179,115,180
44,Sherpur,196,635,215,693,231,750
5,Mymensing,1703,4859,1722,5008,1793,5285
45,Bogura,320,890,315,870,327,880
46,Joypurhat,73,201,106,485,106,509
47,Naogaon,219,743,198,644,205,701
48,Natore,69,114,67,111,70,116
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,21,35,20,34,22,27
51,Rajshahi,7,14,5,14,5,13
52,Sirajganj,141,324,136,323,143,341
6,Rajshahi,850,2321,847,2481,878,2587
53,Dinajpur,332,1011,321,980,320,968
54,Gaibandha,403,699,385,675,394,685
55,Kurigram,447,1296,440,1264,449,1260
56,Lalmonirhat,439,1337,422,1603,402,1507
57,Nilphamari,2772,11400,2985,12668,2903,12586
58,Panchagarh,272,2518,719,1809,791,2853
59,Rangpur,877,2808,881,2828,977,3067
60,Thakurgaon,119,231,119,233,124,242
7,Rangpur,5661,21300,6272,22060,6360,23168
61,Habiganj,103,277,103,278,111,300
62,Maulvibazar,197,620,197,620,197,600
63,Sunamganj,10,17,17,22,20,25
64,Sylhet,79,103,113,151,69,80
8,Sylhet,389,1017,430,1071,397,1005
,BANGLADESH,22998,77478,23745,79438,23747,80234
