Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,13,20
2,Barishal,0,0,0,0,145,254
3,Bhola,0,0,0,0,56,49
4,Jhallokati,0,0,0,0,48,50
5,Patuakhali,0,0,0,0,54,63
6,Pirojpur,0,0,0,0,26,53
1,Barishal,0,0,0,0,342,489
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,0,0,0,0,17,10
9,Chandpur,0,0,0,0,0,0
10,Chattogram,0,0,0,0,2,3
11,Cumilla,0,0,0,0,102,217
12,Cox's Bazar,0,0,0,0,47,49
13,Feni,0,0,0,0,98,36
14,Khagrachhari,0,0,0,0,122,145
15,Laksmipur,0,0,0,0,479,803
16,Noakhali,0,0,0,0,68,72
17,Rangamati,0,0,0,0,95,115
2,Chattogram,0,0,0,0,1030,1450
18,Dhaka,0,0,0,0,100,220
19,Faridpur,0,0,0,0,131,383
20,Gazipur,0,0,0,0,47,49
21,Gopalganj,0,0,0,0,65,80
22,Kishorganj,0,0,0,0,49,88
23,Madaripur,0,0,0,0,31,38
24,Manikganj,0,0,0,0,4,3
25,Munshiganj,0,0,0,0,14,10
26,Narayanganj,0,0,0,0,571,724
27,Narsingdi,0,0,0,0,43,109
28,Rajbari,0,0,0,0,41,44
29,Shariatpur,0,0,0,0,32,21
30,Tangail,0,0,0,0,145,189
3,Dhaka,0,0,0,0,1273,1958
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,0,0,0,0,0,0
33,Jashore,0,0,0,0,0,0
34,Jhenaidah,0,0,0,0,444,782
35,Khulna,0,0,0,0,187,232
36,Kushtia,0,0,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,80,133
38,Meherpur,0,0,0,0,65,183
39,Narail,0,0,0,0,51,60
40,Satkhira,0,0,0,0,0,0
4,Khulna,0,0,0,0,827,1390
41,Jamalpur,0,0,0,0,18,21
42,Mymensing,0,0,0,0,124,228
43,Netrakona,0,0,0,0,42,23
44,Sherpur,0,0,0,0,18,22
5,Mymensing,0,0,0,0,202,294
45,Bogura,0,0,0,0,24,44
46,Joypurhat,0,0,0,0,10,10
47,Naogaon,0,0,0,0,27,48
48,Natore,0,0,0,0,75,55
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,57,99
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,5,12
6,Rajshahi,0,0,0,0,198,268
53,Dinajpur,0,0,0,0,53,51
54,Gaibandha,0,0,0,0,20,22
55,Kurigram,0,0,0,0,31,26
56,Lalmonirhat,0,0,0,0,6,7
57,Nilphamari,0,0,0,0,69,143
58,Panchagarh,0,0,0,0,29,21
59,Rangpur,0,0,0,0,64,67
60,Thakurgaon,0,0,0,0,43,42
7,Rangpur,0,0,0,0,315,379
61,Habiganj,0,0,0,0,35,40
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,73,83
64,Sylhet,0,0,0,0,46,35
8,Sylhet,0,0,0,0,154,158
,BANGLADESH,0,0,0,0,4187,6228
