Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,0,0,84.36,0,0,0,0,0,944,0,0,944
38,Meherpur,0,0,0,0,0,0,0,0,0,0,0,0
39,Narail,0,0,270,0,0,493,0,0,493,0,0,986
40,Satkhira,0,0,0,0,0,0,0,0,0,0,0,0
4,Khulna,0,0,422,0,0,493,0,0,4141,0,0,4634
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensing,0,0,0,0,0,0,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0,0,0,0,0,0,0
45,Bogura,0,0,8,0,0,0,0,0,111,0,0,111
46,Joypurhat,0,0,0,0,0,0,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0,0,0,0,0,0,0
48,Natore,0,0,0,0,0,0,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,15,0,0,0,0,0,17,0,0,17
50,Pabna,0,0,0,0,0,0,0,0,13,0,0,13
51,Rajshahi,0,0,14,0,0,0,0,0,15,0,0,15
52,Sirajganj,0,0,0,0,0,0,0,0,0,0,0,0
6,Rajshahi,0,0,37,0,0,0,0,0,156,0,0,156
53,Dinajpur,0,0,7,0,0,0,0,0,2,0,0,2
54,Gaibandha,0,0,0,0,0,0,0,0,0,0,0,0
55,Kurigram,0,0,0,0,0,0,0,0,0,0,0,0
56,Lalmonirhat,0,0,0,0,0,0,0,0,0,0,0,0
57,Nilphamari,0,0,10,0,0,0,0,0,2,0,0,2
58,Panchagarh,0,0,15,0,0,0,0,0,14,0,0,14
59,Rangpur,0,0,0,0,0,0,0,0,0,0,0,0
60,Thakurgaon,0,0,33,0,0,0,0,0,25,0,0,25
7,Rangpur,0,0,65,0,0,0,0,0,43,0,0,43
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
,BANGLADESH,0,0,1436,0,0,523,0,0,6530,0,0,7053
