Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,130,200
3,Bhola,0,0,0,0,113,95
4,Jhallokati,0,0,0,0,51,41
5,Patuakhali,0,0,0,0,38,24
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,332,360
7,Bandarban,0,0,0,0,65,79
8,Brahmanbaria,0,0,0,0,47,72
9,Chandpur,0,0,0,0,36,35
10,Chattogram,0,0,0,0,66,150
11,Cumilla,0,0,0,0,128,275
12,Cox's Bazar,0,0,0,0,34,94
13,Feni,0,0,0,0,36,43
14,Khagrachhari,0,0,0,0,92,123
15,Laksmipur,0,0,0,0,187,225
16,Noakhali,0,0,0,0,61,95
17,Rangamati,0,0,0,0,62,72
2,Chattogram,0,0,0,0,814,1263
18,Dhaka,0,0,0,0,130,270
19,Faridpur,0,0,0,0,135,390
20,Gazipur,0,0,0,0,30,28
21,Gopalganj,0,0,0,0,279,578
22,Kishorganj,0,0,0,0,66,121
23,Madaripur,0,0,0,0,91,116
24,Manikganj,0,0,0,0,48,32
25,Munshiganj,0,0,0,0,113,148
26,Narayanganj,0,0,0,0,593,758
27,Narsingdi,0,0,0,0,10,13
28,Rajbari,0,0,0,0,74,93
29,Shariatpur,0,0,0,0,95,72
30,Tangail,0,0,0,0,265,570
3,Dhaka,0,0,0,0,1929,3189
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,0,0,0,0,16,7
33,Jashore,0,0,0,0,0,0
34,Jhenaidah,0,0,0,0,444,782
35,Khulna,0,0,0,0,187,232
36,Kushtia,0,0,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,0,0
38,Meherpur,0,0,0,0,65,183
39,Narail,0,0,0,0,11,14
40,Satkhira,0,0,0,0,0,0
4,Khulna,0,0,0,0,723,1218
41,Jamalpur,0,0,0,0,258,489
42,Mymensing,0,0,0,0,484,1246
43,Netrakona,0,0,0,0,86,94
44,Sherpur,0,0,0,0,289,645
5,Mymensing,0,0,0,0,1117,2474
45,Bogura,0,0,0,0,33,46
46,Joypurhat,0,0,0,0,53,64
47,Naogaon,0,0,0,0,93,202
48,Natore,0,0,0,0,108,89
49,Chapai Nawabganj,0,0,0,0,195,369
50,Pabna,0,0,0,0,6,6
51,Rajshahi,0,0,0,0,24,48
52,Sirajganj,0,0,0,0,24,25
6,Rajshahi,0,0,0,0,536,849
53,Dinajpur,0,0,0,0,150,177
54,Gaibandha,0,0,0,0,186,288
55,Kurigram,0,0,0,0,320,378
56,Lalmonirhat,0,0,0,0,202,380
57,Nilphamari,0,0,0,0,210,415
58,Panchagarh,0,0,0,0,234,340
59,Rangpur,0,0,0,0,255,405
60,Thakurgaon,0,0,0,0,269,278
7,Rangpur,0,0,0,0,1826,2661
61,Habiganj,0,0,0,0,32,49
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,49,30
64,Sylhet,0,0,0,0,103,82
8,Sylhet,0,0,0,0,184,161
,BANGLADESH,0,0,0,0,6738,12175
