Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,25,25,26,14,30,15
2,Barishal,27,15,33,17,26,10
3,Bhola,0,0,0,0,0,0
4,Jhallokati,23,7,25,12,27,15
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,75,47,84,43,83,40
7,Bandarban,62,23,62,23,62,23
8,Brahmanbaria,56,20,58,19,57,19
9,Chandpur,97,50,97,50,96,50
10,Chattogram,115,35,115,35,97,31
11,Cumilla,45,22,42,21,39,20
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,188,81,207,90,264,121
14,Khagrachhari,93,38,99,40,100,42
15,Laksmipur,66,17,61,16,60,16
16,Noakhali,928,310,842,275,519,163
17,Rangamati,143,84,141,84,145,85
2,Chattogram,1793,680,1724,653,1439,570
18,Dhaka,208,99,220,110,290,170
19,Faridpur,1691,677,1655,647,1685,657
20,Gazipur,7,3,7,2,8,3
21,Gopalganj,608,271,623,277,632,283
22,Kishorganj,18,6,12,4,9,3
23,Madaripur,1331,544,1319,538,1220,500
24,Manikganj,727,224,723,220,724,223
25,Munshiganj,56,21,57,26,58,60
26,Narayanganj,21,8,54,279,50,250
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,1340,605,1340,1340,1249,519
29,Shariatpur,322,174,288,145,282,148
30,Tangail,9,3,10,3,10,3
3,Dhaka,6338,2635,6308,3591,6217,2819
31,Bagerhat,115,37,110,32,109,32
32,Chuadanga,85,39,103,44,114,49
33,Jashore,695,293,664,280,695,298
34,Jhenaidah,777,293,712,270,700,264
35,Khulna,20,7,18,6,16,6
36,Kushtia,877,497,880,527,910,530
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,1908,681,1826,599,1714,300
38,Meherpur,19,7,21,8,17,7
39,Narail,1107,431,1128,429,931,400
40,Satkhira,0,0,0,0,0,0
4,Khulna,5603,2285,5462,2195,5206,1886
41,Jamalpur,28,7,28,12,39,14
42,Mymensing,118,63,119,63,129,69
43,Netrakona,0,0,0,0,0,0
44,Sherpur,7,3,8,3,9,3
5,Mymensing,153,73,155,78,177,86
45,Bogura,0,0,0,0,0,0
46,Joypurhat,17,5,17,5,17,5
47,Naogaon,43,21,43,20,39,18
48,Natore,805,300,805,300,832,336
49,Chapai Nawabganj,404,135,468,150,434,138
50,Pabna,1690,767,1701,604,1698,829
51,Rajshahi,369,170,820,447,1236,654
52,Sirajganj,5,3,5,3,5,3
6,Rajshahi,3333,1401,3859,1529,4261,1983
53,Dinajpur,40,12,38,12,32,12
54,Gaibandha,14,5,7,2,8,3
55,Kurigram,65,21,37,11,36,11
56,Lalmonirhat,0,0,0,0,0,0
57,Nilphamari,2,1,0,0,3,2
58,Panchagarh,21,7,20,7,26,9
59,Rangpur,14,8,4,2,4,2
60,Thakurgaon,28,9,30,9,28,9
7,Rangpur,184,63,136,43,137,48
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,18,7,18,7,18,7
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,18,7,18,7,18,7
,BANGLADESH,17497,7191,17746,8139,17538,7439
