Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,69,83,86,112,80,126
2,Barishal,17,24,20,16,25,29
3,Bhola,57,183,66,205,45,142
4,Jhallokati,0,0,7,10,0,0
5,Patuakhali,132,201,117,165,120,145
6,Pirojpur,39,84,43,95,45,100
1,Barishal,314,575,339,603,315,542
7,Bandarban,1507,6316,1526,6204,1529,6215
8,Brahmanbaria,58,65,59,77,44,47
9,Chandpur,7,4,7,4,6,3
10,Chattogram,2532,11080,2616,10415,2623,10457
11,Cumilla,42,154,39,142,37,140
12,Cox's Bazar,327,2117,332,2152,327,2136
13,Feni,28,71,29,67,19,46
14,Khagrachhari,1976,6645,2000,7290,2054,7596
15,Laksmipur,32,91,32,91,30,81
16,Noakhali,57,68,47,58,43,53
17,Rangamati,3317,25027,3304,25044,3328,25235
2,Chattogram,9883,51638,9991,51544,10040,52009
18,Dhaka,5,11,2,4,2,5
19,Faridpur,0,0,0,0,0,0
20,Gazipur,2897,11322,2880,10873,2858,10449
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,49,150,39,135,23,95
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,23,99,15,69,16,70
27,Narsingdi,300,1357,307,1283,335,1331
28,Rajbari,0,0,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,17007,120352,16535,117011,18107,126538
3,Dhaka,20281,133291,19778,129375,21341,138488
31,Bagerhat,47,65,48,65,48,67
32,Chuadanga,0,0,0,0,0,0
33,Jashore,136,463,131,465,123,428
34,Jhenaidah,1,2,1,2,1,2
35,Khulna,20,69,20,67,18,63
36,Kushtia,0,0,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,7,33,7,32,0,0
38,Meherpur,0,0,0,0,0,0
39,Narail,0,0,0,0,0,0
40,Satkhira,5,19,34,100,38,115
4,Khulna,216,651,241,731,228,675
41,Jamalpur,85,244,89,261,114,331
42,Mymensing,2495,15305,2497,15636,2495,15304
43,Netrakona,31,195,30,105,32,117
44,Sherpur,22,63,25,70,32,85
5,Mymensing,2633,15807,2641,16072,2673,15837
45,Bogura,31,75,24,57,24,53
46,Joypurhat,2,6,2,5,1,4
47,Naogaon,26,108,28,117,35,63
48,Natore,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,59,189,54,179,60,120
53,Dinajpur,3,5,3,6,4,7
54,Gaibandha,0,0,0,0,0,0
55,Kurigram,29,137,30,142,21,125
56,Lalmonirhat,0,0,10,20,9,17
57,Nilphamari,0,0,19,110,13,78
58,Panchagarh,47,111,46,109,45,105
59,Rangpur,41,84,42,86,43,88
60,Thakurgaon,14,28,14,31,23,50
7,Rangpur,134,365,164,504,158,470
61,Habiganj,536,1949,540,1950,513,1855
62,Maulvibazar,1031,6089,1092,6200,1110,6308
63,Sunamganj,24,38,27,36,0,0
64,Sylhet,372,1241,370,1207,362,1135
8,Sylhet,1963,9317,2029,9393,1985,9298
,BANGLADESH,35483,211833,35237,208401,36800,217439
