Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
1,Barguna,0,136,137,0,0,0,79,73,68,79,73,68
2,Barishal,0,443,450,0,0,0,356,398,461,356,398,461
3,Bhola,0,248,276,0,0,0,135,205,245,135,205,245
4,Jhallokati,0,354,353,0,0,0,56,111,160,56,111,160
5,Patuakhali,0,290,290,0,0,0,30,60,67,30,60,67
6,Pirojpur,1,249,214,3,0,3,94,188,100,97,188,103
1,Barishal,1,1720,1707,3,0,3,750,1035,1101,753,1035,1104
7,Bandarban,72,142,75,122,122,122,123,123,122,245,245,244
8,Brahmanbaria,0,330,333,1,615,1336,556,562,596,557,1177,1932
9,Chandpur,0,243,243,0,0,0,60,19,126,60,19,126
10,Chattogram,178,1135,1496,649,772,390,1695,1382,404,2344,2154,794
11,Cumilla,0,238,258,0,0,188,247,318,173,247,318,361
12,Cox's Bazar,12,280,281,74,64,64,303,345,350,377,409,414
13,Feni,0,146,146,0,0,0,35,35,36,35,35,36
14,Khagrachhari,359,1662,177,586,600,189,540,528,97,1126,1128,286
15,Laksmipur,0,118,118,0,0,0,96,95,96,96,95,96
16,Noakhali,0,155,158,0,0,0,105,93,87,105,93,87
17,Rangamati,185,1687,1720,1054,1140,1174,938,942,984,1992,2082,2158
2,Chattogram,806,6135,5071,2486,3313,3463,4698,4442,3071,7184,7755,6534
18,Dhaka,3,141,18,1,0,0,106,103,123,107,103,123
19,Faridpur,0,457,457,0,0,0,530,515,515,530,515,515
20,Gazipur,68,607,258,131,136,303,701,740,550,832,876,853
21,Gopalganj,8,312,312,6,55,201,207,158,207,213,213,408
22,Kishorganj,5,1472,1472,162,203,1479,3238,3053,1777,3400,3256,3256
23,Madaripur,0,185,51,0,0,0,312,315,268,312,315,268
24,Manikganj,0,122,116,0,0,0,184,188,199,184,188,199
25,Munshiganj,0,52,47,0,0,0,61,98,90,61,98,90
26,Narayanganj,18,102,28,61,0,187,272,135,141,333,135,328
27,Narsingdi,5,464,460,3,341,37,712,355,735,715,696,772
28,Rajbari,0,553,232,738,333,446,890,1299,1334,1628,1632,1780
29,Shariatpur,0,342,343,0,0,0,187,187,203,187,187,203
30,Tangail,17,843,851,48,48,46,994,994,1049,1042,1042,1095
3,Dhaka,124,5653,5845,1150,1116,2699,8394,8140,7191,9544,9256,9890
31,Bagerhat,3,469,41,3,3,0,372,372,626,375,375,626
32,Chuadanga,63,156,172,120,125,154,142,147,149,262,272,303
33,Jashore,140,1388,1684,917,1010,1099,1394,1250,1853,2311,2260,2952
34,Jhenaidah,91,516,566,258,298,618,736,734,375,994,1032,993
35,Khulna,0,450,457,0,0,0,347,361,368,347,361,368
36,Kushtia,271,935,992,698,836,1024,1896,1552,1888,2594,2388,2912
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,131,1209,770,2611,2398,547,1367,1295,505,3978,3693,1052
38,Meherpur,329,363,367,604,515,653,335,282,198,939,797,851
39,Narail,21,496,543,43,44,201,813,820,727,856,864,928
40,Satkhira,61,513,514,156,161,228,700,501,410,856,662,638
4,Khulna,1110,6495,6830,5410,5390,4524,8102,7314,7099,13512,12704,11623
41,Jamalpur,0,768,840,312,346,636,1746,1872,1244,2058,2218,1880
42,Mymensing,20,2385,3165,67,56,221,7477,7486,6260,7544,7542,6481
43,Netrakona,0,384,385,0,0,0,514,557,520,514,557,520
44,Sherpur,0,334,342,0,0,2,505,0,548,505,0,550
5,Mymensing,20,3872,4733,379,402,859,10242,9915,8572,10621,10317,9431
45,Bogura,0,936,940,57,59,65,2049,2051,2017,2106,2110,2082
46,Joypurhat,7,127,132,45,50,43,273,307,286,318,357,329
47,Naogaon,23,492,507,83,346,338,1145,908,915,1228,1254,1253
48,Natore,3597,2632,2376,1023,5352,1026,9221,8987,1723,10244,14339,2749
49,Chapai Nawabganj,49,227,276,175,260,238,431,310,459,606,570,697
50,Pabna,1423,2088,1991,4620,4564,4013,1910,1961,3169,6530,6525,7182
51,Rajshahi,180,1083,1000,1789,2790,2056,2254,2669,2082,4043,5459,4138
52,Sirajganj,2,269,281,17,17,22,570,594,594,587,611,616
6,Rajshahi,5281,7854,7763,7809,13438,7801,17853,17787,11245,25662,31225,19046
53,Dinajpur,1048,3097,3127,7328,6315,6490,3297,3605,3711,10625,9920,10201
54,Gaibandha,400,419,434,13,18,23,334,353,388,347,371,411
55,Kurigram,4,402,418,0,126,40,583,660,561,583,786,601
56,Lalmonirhat,48,380,380,202,301,299,398,340,366,600,641,665
57,Nilphamari,51,838,838,284,395,390,1317,1268,1244,1601,1663,1634
58,Panchagarh,168,1292,3980,660,952,947,2000,1676,1672,2660,2628,2619
59,Rangpur,57,913,939,273,287,369,1255,1311,1384,1528,1598,1753
60,Thakurgaon,184,800,809,1385,851,1153,1636,1198,1335,3021,2049,2488
7,Rangpur,1960,8141,10924,10145,9245,9711,10820,10411,10661,20965,19656,20372
61,Habiganj,10,169,177,100,100,56,394,397,262,494,497,318
62,Maulvibazar,12,333,77,36,38,41,658,804,798,694,842,839
63,Sunamganj,21,328,329,19,38,25,478,464,281,497,502,306
64,Sylhet,1,188,188,11,17,17,360,354,354,371,371,371
8,Sylhet,44,1019,1029,166,193,139,1890,2019,1695,2056,2212,1834
,BANGLADESH,7136,40889,43901,27548,33097,29199,62749,61063,50635,90297,94160,79834
