Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,0,0,0,0,0,0,0,0,0,0,0,0
38,Meherpur,0,0,0,0,0,0,0,0,0,0,0,0
39,Narail,0,0,11,0,0,19,0,0,19,0,0,38
40,Satkhira,0,0,0,0,0,0,0,0,5,0,0,5
4,Khulna,0,0,37,0,0,19,0,0,48,0,0,67
41,Jamalpur,0,0,2,0,0,2,0,0,0,0,0,2
42,Mymensing,0,0,179,0,0,0,0,0,31,0,0,31
43,Netrakona,0,0,0,0,0,0,0,0,0,0,0,0
44,Sherpur,0,0,1,0,0,0,0,0,2,0,0,2
5,Mymensing,0,0,182,0,0,2,0,0,33,0,0,35
45,Bogura,0,0,2,0,0,6,0,0,23,0,0,29
46,Joypurhat,0,0,0,0,0,0,0,0,6,0,0,6
47,Naogaon,0,0,0,0,0,0,0,0,0,0,0,0
48,Natore,0,0,0,0,0,0,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,0,0,0,0,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0,0,0,4,0,0,4
6,Rajshahi,0,0,2,0,0,6,0,0,33,0,0,39
53,Dinajpur,0,0,31,0,0,0,0,0,66,0,0,66
54,Gaibandha,0,0,3,0,0,0,0,0,9,0,0,9
55,Kurigram,0,0,19,0,0,0,0,0,40,0,0,40
56,Lalmonirhat,0,0,6,0,0,12,0,0,57,0,0,69
57,Nilphamari,0,0,15,0,0,75,0,0,83,0,0,158
58,Panchagarh,0,0,117,0,0,104,0,0,59,0,0,163
59,Rangpur,0,0,5,0,0,0,0,0,22,0,0,22
60,Thakurgaon,0,0,8,0,0,7,0,0,13,0,0,20
7,Rangpur,0,0,204,0,0,198,0,0,349,0,0,547
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Maulvibazar,0,0,38,0,0,0,0,0,288,0,0,288
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,41,0,0,22,0,0,16,0,0,38
8,Sylhet,0,0,79,0,0,22,0,0,304,0,0,326
,BANGLADESH,0,0,1376,0,0,317,0,0,1119,0,0,1436
