Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,2,1,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,5,3,0,0,0,0
1,Barishal,7,4,0,0,0,0
7,Bandarban,504,312,497,308,498,307
8,Brahmanbaria,120,48,155,68,154,45
9,Chandpur,0,0,0,0,0,0
10,Chattogram,115,41,112,40,105,33
11,Cumilla,155,98,132,101,101,78
12,Cox's Bazar,29,43,30,44,30,45
13,Feni,6,2,7,3,1,1
14,Khagrachhari,421,137,444,155,444,154
15,Laksmipur,0,0,0,0,67,98
16,Noakhali,0,0,0,0,0,0
17,Rangamati,969,421,980,418,952,420
2,Chattogram,2319,1102,2357,1137,2352,1181
18,Dhaka,403,454,557,937,385,918
19,Faridpur,4071,4915,5673,5978,4095,4975
20,Gazipur,228,87,227,88,221,87
21,Gopalganj,204,246,202,224,208,237
22,Kishorganj,231,118,191,129,188,293
23,Madaripur,522,160,536,176,524,169
24,Manikganj,607,217,557,220,600,244
25,Munshiganj,255,105,263,108,252,107
26,Narayanganj,163,55,160,57,163,59
27,Narsingdi,210,116,202,118,210,118
28,Rajbari,2767,1976,2513,2829,2533,5074
29,Shariatpur,84,41,159,62,206,227
30,Tangail,612,194,599,194,727,254
3,Dhaka,10357,8684,11839,11120,10312,12762
31,Bagerhat,263,96,255,98,261,104
32,Chuadanga,2000,3528,1953,3280,1930,2976
33,Jashore,1079,506,1067,613,1061,596
34,Jhenaidah,1607,744,1484,1129,1533,3120
35,Khulna,294,411,301,428,303,431
36,Kushtia,1297,855,1323,1620,1320,1628
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,410,187,387,183,101,51
38,Meherpur,1812,779,1808,812,2570,1041
39,Narail,446,966,495,832,430,622
40,Satkhira,557,712,546,697,528,698
4,Khulna,9765,8784,9619,9692,10037,11267
41,Jamalpur,638,172,679,186,689,240
42,Mymensing,842,695,844,698,855,746
43,Netrokona,252,191,257,135,258,196
44,Sherpur,347,133,350,135,385,147
5,Mymensing,2079,1191,2130,1154,2187,1329
45,Bogura,513,237,546,673,546,673
46,Joypurhat,231,106,217,251,223,247
47,Naogaon,1281,857,1325,899,1330,910
48,Natore,515,244,546,265,526,258
49,Chapai Nawabganj,188,240,167,41,176,44
50,Pabna,7612,4734,7598,4623,6848,4699
51,Rajshahi,1252,45,2062,1486,1854,5005
52,Sirajganj,150,124,151,104,168,116
6,Rajshahi,11742,6587,12612,8342,11671,11952
53,Dinajpur,1199,999,1149,956,1194,976
54,Gaibandha,498,246,552,371,535,357
55,Kurigram,197,197,213,161,218,161
56,Lalmonirhat,214,118,249,211,277,235
57,Nilphamari,1188,729,890,547,858,546
58,Panchagarh,1655,1098,1667,1115,1815,1234
59,Rangpur,979,457,1049,534,1071,558
60,Thakurgaon,1059,614,1074,360,1062,637
7,Rangpur,6989,4458,6843,4255,7030,4704
61,Habiganj,259,244,211,185,215,185
62,Maulvibazar,107,46,100,47,105,51
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,13,8,15,9,38,21
8,Sylhet,379,298,326,241,358,257
,BANGLADESH,43637,31108,45726,35941,43947,43452
