Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,125,170,128,228,124,160
2,Barishal,322,557,322,559,320,554
3,Bhola,858,1011,390,633,1005,1528
4,Jhallokati,176,257,140,247,140,248
5,Patuakhali,111,149,114,188,115,190
6,Pirojpur,619,1123,625,1192,580,1041
1,Barishal,2211,3267,1719,3047,2284,3721
7,Bandarban,353,256,353,256,353,256
8,Brahmanbaria,0,0,0,0,21,29
9,Chandpur,13023,35133,15047,28952,16084,51121
10,Chattogram,226,618,63,143,60,141
11,Cumilla,22200,38579,19856,38783,19645,37337
12,Cox's Bazar,205,425,0,0,0,0
13,Feni,7,4,90,207,194,572
14,Khagrachhari,864,1064,945,2015,1044,2305
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,3,3,0,0,54,57
17,Rangamati,538,1336,513,981,510,981
2,Chattogram,37419,77418,36867,71337,37965,92799
18,Dhaka,10516,30427,10516,30427,10605,24869
19,Faridpur,960,3516,903,2378,648,1283
20,Gazipur,7,12,4,6,6,10
21,Gopalganj,16,12,81,259,81,259
22,Kishorganj,9871,28923,9307,2553,9499,27592
23,Madaripur,156,349,153,523,413,4445
24,Manikganj,35459,98910,40271,115512,40955,127347
25,Munshiganj,117,268,139,286,515,1343
26,Narayanganj,76,142,67,214,67,212
27,Narsingdi,5,13,38,2752,35,94
28,Rajbari,114,621,234,707,314,864
29,Shariatpur,84,221,53,110,57,116
30,Tangail,2741,5923,5439,14470,7970,21014
3,Dhaka,60122,169337,67205,170197,71165,209448
31,Bagerhat,384,816,354,654,388,827
32,Chuadanga,121413,474525,110937,437590,116602,419767
33,Jashore,767,2252,868,2642,1028,3169
34,Jhenaidah,31077,100385,36928,135062,42581,135062
35,Khulna,54,129,54,99,61,148
36,Kushtia,17357,57648,15519,58759,17813,67920
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,38,86,118,218,91,209
38,Meherpur,18726,82783,21034,100678,27614,123403
39,Narail,0,0,0,0,0,0
40,Satkhira,189,560,157,5290,110,302
4,Khulna,190005,719184,185969,740992,206288,750807
41,Jamalpur,18304,74947,20742,82570,25295,102509
42,Mymensing,889,2701,288,753,286,753
43,Netrakona,0,0,0,0,0,0
44,Sherpur,1013,2122,1548,3477,2035,4548
5,Mymensing,20206,79770,22578,86800,27616,107810
45,Bogura,15102,37598,12219,34232,13529,37652
46,Joypurhat,668,1976,670,1978,756,2147
47,Naogaon,15287,56386,15343,59163,15009,57903
48,Natore,3431,6598,11775,39645,11371,26253
49,Chapai Nawabganj,12437,38742,12636,36172,13323,37815
50,Pabna,1663,3328,1717,4607,1737,4749
51,Rajshahi,12960,36509,12452,36166,16182,50413
52,Sirajganj,23165,77716,23062,78272,25186,93279
6,Rajshahi,84713,258853,89874,290235,97093,310211
53,Dinajpur,150431,485048,139268,461671,151864,527204
54,Gaibandha,26782,83784,27282,87201,31484,101434
55,Kurigram,16996,47209,18308,55166,18284,55078
56,Lalmonirhat,56120,166182,64533,213478,71855,244372
57,Nilphamari,40227,138070,46731,162890,47168,175268
58,Panchagarh,43785,173526,45699,175247,50415,194305
59,Rangpur,36701,110896,40981,227233,42598,135226
60,Thakurgaon,51216,174198,45071,148597,66750,212109
7,Rangpur,422258,1378913,427873,1531483,480418,1644996
61,Habiganj,15,27,16,28,16,29
62,Maulvibazar,8,16,9,17,2,6
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,29,47,29,28,29,28
8,Sylhet,52,90,54,73,47,63
,BANGLADESH,816986,2686832,832139,2894164,922876,3119855
