Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,97,213,110,225,110,241
2,Barishal,387,805,402,845,438,925
3,Bhola,240,742,429,905,304,966
4,Jhallokati,199,531,285,951,223,582
5,Patuakhali,57,83,75,154,76,160
6,Pirojpur,372,1095,373,1198,374,1218
1,Barishal,1352,3469,1674,4278,1525,4092
7,Bandarban,248,695,252,717,300,810
8,Brahmanbaria,796,3247,804,3216,833,3355
9,Chandpur,290,1077,287,1068,283,977
10,Chattogram,1888,7466,1888,7490,1894,7481
11,Cumilla,1801,8507,1549,8440,1664,8029
12,Cox's Bazar,263,1018,259,991,261,994
13,Feni,117,229,122,226,108,213
14,Khagrachhari,387,1130,409,1278,428,1355
15,Laksmipur,175,362,174,394,173,395
16,Noakhali,367,834,319,700,318,729
17,Rangamati,214,714,210,687,192,623
2,Chattogram,6546,25279,6273,25207,6454,24961
18,Dhaka,932,4425,937,7983,939,7983
19,Faridpur,633,2428,645,2525,705,2605
20,Gazipur,743,5230,757,5353,761,5401
21,Gopalganj,329,1832,364,2206,357,2140
22,Kishorganj,570,2437,581,2480,589,2489
23,Madaripur,44,104,42,108,51,150
24,Manikganj,642,2142,644,2140,654,2184
25,Munshiganj,845,4318,469,1971,886,2346
26,Narayanganj,474,1463,492,1630,491,1630
27,Narsingdi,462,1824,425,1679,427,1671
28,Rajbari,1023,6044,1050,6146,924,5706
29,Shariatpur,68,301,70,302,77,335
30,Tangail,1732,10954,1824,11601,1778,11603
3,Dhaka,8497,43502,8300,46124,8639,46243
31,Bagerhat,443,2440,455,2457,468,2755
32,Chuadanga,1868,5759,1864,5763,1858,5755
33,Jashore,1851,8469,1864,8642,2171,12198
34,Jhenaidah,1378,7831,1659,8989,1657,8739
35,Khulna,615,3289,610,3276,613,3350
36,Kushtia,806,3797,818,3870,837,4019
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,199,684,205,695,200,680
38,Meherpur,466,3075,459,3062,699,4389
39,Narail,314,1001,307,1001,388,1381
40,Satkhira,1090,6114,1098,6127,1087,6089
4,Khulna,9030,42459,9339,43882,9978,49355
41,Jamalpur,509,1931,279,1065,300,1011
42,Mymensingh,1719,20098,1554,17816,1672,19474
43,Netrakona,326,1084,338,1096,355,1095
44,Sherpur,1006,5818,1054,6084,1101,6485
5,Mymensingh,3560,28931,3225,26061,3428,28065
45,Bogura,871,3754,949,4113,934,4030
46,Joypurhat,363,1579,315,1396,312,1392
47,Naogaon,1278,8085,1324,8235,1323,8403
48,Natore,727,2125,709,2066,810,2150
49,Chapai Nawabganj,617,2132,637,2183,479,1222
50,Pabna,1303,10416,1353,10563,1383,9419
51,Rajshahi,1442,9139,1481,10695,1495,10962
52,Sirajganj,862,6474,847,6232,869,6310
6,Rajshahi,7463,43704,7615,45483,7605,43888
53,Dinajpur,2558,16644,2750,17839,3083,21151
54,Gaibandha,464,2260,474,2433,472,2406
55,Kurigram,869,6287,894,6115,889,6179
56,Lalmonirhat,1820,13487,1863,13794,1863,13992
57,Nilphamari,1372,11587,460,3678,550,3878
58,Panchagarh,928,3598,871,3627,878,4729
59,Rangpur,941,13324,959,13520,979,13438
60,Thakurgaon,962,4681,983,4945,984,4999
7,Rangpur,9914,71868,9254,65951,9698,70772
61,Habiganj,618,5119,624,5114,394,2188
62,Maulvibazar,374,1601,389,1611,372,1577
63,Sunamganj,486,3920,499,4086,888,6593
64,Sylhet,885,7648,891,6500,888,6593
8,Sylhet,2363,18288,2403,17311,2542,16951
,BANGLADESH,48725,277500,48083,274297,49869,284327
