Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,115,188,136,132,110,109
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,12,58,14,65,0,0
5,Patuakhali,92,577,83,403,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,219,823,233,600,110,109
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,0,0,0,0,78,187
9,Chandpur,0,0,0,0,0,0
10,Chattogram,40,110,43,115,0,0
11,Cumilla,35,181,42,238,58,410
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,146,248,104,232,35,38
17,Rangamati,0,0,0,0,0,0
2,Chattogram,221,539,189,585,171,635
18,Dhaka,721,3278,494,3004,763,3391
19,Faridpur,0,0,0,0,0,0
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,31,82,0,0,35,94
25,Munshiganj,117,1436,115,975,119,1361
26,Narayanganj,87,467,85,531,85,529
27,Narsingdi,9,87,9,89,32,131
28,Rajbari,85,711,123,1158,153,1500
29,Shariatpur,0,0,0,0,0,0
30,Tangail,117,319,127,348,127,361
3,Dhaka,1167,6380,953,6105,1314,7367
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,192,506,159,409,196,503
33,Jashore,26,138,41,214,45,235
34,Jhenaidah,133,1540,180,1730,28,288
35,Khulna,2,1,2,1,0,0
36,Kushtia,370,1246,328,1198,347,1328
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,25,367,0,0,0,0
38,Meherpur,306,1820,304,1865,312,1899
39,Narail,0,0,0,0,60,185
40,Satkhira,0,0,0,0,0,0
4,Khulna,1054,5618,1014,5417,988,4438
41,Jamalpur,22,67,22,67,17,17
42,Mymensingh,25,16,26,16,32,26
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensingh,47,83,47,83,49,43
45,Bogura,163,422,177,457,161,416
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,16,96,5,28,8,46
48,Natore,0,0,0,0,0,0
49,Chapai Nawabganj,20,59,23,67,30,87
50,Pabna,1397,11062,1712,14033,1647,12528
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,10,67,24,164,32,219
6,Rajshahi,1606,11706,1941,14749,1878,13296
53,Dinajpur,25,69,38,104,60,180
54,Gaibandha,0,0,16,64,42,168
55,Kurigram,2,20,4,24,2,6
56,Lalmonirhat,23,319,24,149,38,313
57,Nilphamari,14,76,16,89,17,76
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,54,256,64,319,59,291
60,Thakurgaon,6,10,9,27,0,0
7,Rangpur,124,750,171,776,218,1034
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,4438,25899,4548,28315,4728,26922
