Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,62,17,62,17,62,17
8,Brahmanbaria,4,1,5,1,5,1
9,Chandpur,0,0,0,0,0,0
10,Chattogram,35,23,32,19,35,23
11,Cumilla,2,1,3,1,2,0
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,15,6,17,10,11,4
14,Khagrachhari,48,22,0,0,5,1
15,Laksmipur,15,6,16,6,17,7
16,Noakhali,81,21,55,14,49,12
17,Rangamati,167,98,159,92,155,83
2,Chattogram,429,195,349,160,341,148
18,Dhaka,0,0,0,0,6,2
19,Faridpur,0,0,6,3,6,3
20,Gazipur,1,1,2,1,2,1
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,12,6,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,14,4,14,4,14,4
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,23,8,11,6
28,Rajbari,31,8,30,7,32,8
29,Shariatpur,0,0,0,0,0,0
30,Tangail,5,1,4,1,4,1
3,Dhaka,63,20,79,24,75,25
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,21,6,22,7,24,7
33,Jashore,14,5,11,4,11,4
34,Jhenaidah,0,0,0,0,0,0
35,Khulna,13,5,12,5,10,4
36,Kushtia,71,34,74,31,78,32
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,16,6,14,5,0,0
38,Meherpur,14,6,17,7,14,5
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,0,0,0,0
4,Khulna,149,62,150,59,137,52
41,Jamalpur,9,2,16,4,7,2
42,Mymensing,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,2,1,0,0,7,2
5,Mymensing,11,3,16,4,14,4
45,Bogura,10,3,10,3,11,4
46,Joypurhat,35,12,35,12,18,5
47,Naogaon,157,66,143,59,142,60
48,Natore,16,3,15,3,15,3
49,Chapai Nawabganj,86,42,82,33,72,29
50,Pabna,16,10,7,6,7,7
51,Rajshahi,41,13,47,15,35,11
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,361,149,339,131,300,119
53,Dinajpur,22,8,16,5,17,5
54,Gaibandha,68,37,56,32,61,33
55,Kurigram,60,31,52,17,53,17
56,Lalmonirhat,0,0,0,0,9,2
57,Nilphamari,0,0,0,0,0,0
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,65,33,30,15,84,44
60,Thakurgaon,24,8,36,12,34,12
7,Rangpur,239,117,190,81,258,113
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,23,6,24,6,24,7
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,23,6,24,6,24,7
,BANGLADESH,1275,552,1147,465,1149,468
