Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,182,120,172,165,175,170
2,Barishal,30,24,38,32,40,35
3,Bhola,5606,4100,4579,3447,4707,3631
4,Jhallokati,39,18,40,20,20,9
5,Patuakhali,1198,489,648,345,650,370
6,Pirojpur,12,8,13,9,12,9
1,Barishal,7067,4759,5490,4018,5604,4224
7,Bandarban,182,120,186,123,194,130
8,Brahmanbaria,319,198,367,337,400,301
9,Chandpur,264,154,264,154,265,152
10,Chattogram,2136,1908,2130,1900,2015,1800
11,Cumilla,530,531,225,101,321,120
12,Cox's Bazar,1065,1243,1062,1239,1069,1308
13,Feni,596,411,596,411,585,403
14,Khagrachhari,108,120,115,128,128,131
15,Laksmipur,6269,3084,6296,3086,6166,3014
16,Noakhali,9372,4394,9450,4590,7814,4171
17,Rangamati,77,46,52,30,91,58
2,Chattogram,20918,12209,20743,12099,19048,11588
18,Dhaka,541,327,494,309,500,325
19,Faridpur,5316,5883,13193,11710,5509,6182
20,Gazipur,190,122,245,107,219,71
21,Gopalganj,2009,1762,66,54,2133,1885
22,Kishorganj,2045,1776,1969,1736,2179,1813
23,Madaripur,480,327,493,215,366,200
24,Manikganj,2468,1405,1920,1075,1901,1074
25,Munshiganj,189,113,163,114,167,119
26,Narayanganj,529,301,533,282,525,273
27,Narsingdi,680,350,752,488,640,332
28,Rajbari,886,876,889,847,875,810
29,Shariatpur,661,661,668,666,538,508
30,Tangail,3226,1812,3172,1773,3005,1672
3,Dhaka,19220,15715,24557,19376,18557,15264
31,Bagerhat,47,30,48,31,38,25
32,Chuadanga,146,96,148,99,60,39
33,Jashore,17,9,16,8,17,8
34,Jhenaidah,715,851,757,856,737,882
35,Khulna,0,0,0,0,0,0
36,Kushtia,601,364,618,376,601,364
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,80,139,85,154,55,114
38,Meherpur,5,2,0,0,6,2
39,Narail,1133,1101,1152,1108,1059,1007
40,Satkhira,0,0,0,0,0,0
4,Khulna,2744,2592,2824,2632,2573,2441
41,Jamalpur,133,1321,1335,1321,1306,1220
42,Mymensing,835,503,611,299,682,366
43,Netrakona,173,178,185,181,187,186
44,Sherpur,105,116,0,0,119,112
5,Mymensing,1246,2118,2131,1801,2294,1884
45,Bogura,1484,796,1550,810,1503,807
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,185,127,288,192,285,195
48,Natore,1216,642,1226,653,1224,651
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,1453,1202,1467,1229,1461,1206
51,Rajshahi,217,176,256,229,278,239
52,Sirajganj,2285,1539,1141,836,3177,2205
6,Rajshahi,6840,4482,5928,3949,7928,5303
53,Dinajpur,81,46,61,35,71,48
54,Gaibandha,1299,1270,1751,1613,1608,1579
55,Kurigram,3406,2158,2743,1698,2815,1787
56,Lalmonirhat,2853,2447,2109,1604,976,733
57,Nilphamari,312,166,230,135,370,214
58,Panchagarh,22088,15036,22421,15694,22174,15486
59,Rangpur,214,143,218,130,231,182
60,Thakurgaon,137,79,59,28,145,79
7,Rangpur,30390,21345,29592,20937,28390,20108
61,Habiganj,212,656,150,90,145,91
62,Maulvibazar,27,481,49,24,48,21
63,Sunamganj,2492,859,2501,1867,2502,1876
64,Sylhet,32,844,43,35,42,32
8,Sylhet,2763,2840,2743,2016,2737,2020
,BANGLADESH,91188,66060,94008,66828,87131,62832
