Zila/Division,,2017-18,,,,,2018-19,,,,
,,Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)",Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)"
1,Barguna,1730,700,13.01,1.200,840,2715,1099,15.24,1.406,1544
2,Barishal,26367,10670,14.64,1.350,14404,35611,14411,15.00,1.384,19939
3,Bhola,109247,44210,16.26,1.500,66315,99520,40274,16.12,1.487,59883
4,Jhalakathi,4572,1850,14.09,1.300,2405,5189,2100,15.46,1.426,2994
5,Patuakhali,12180,4929,11.87,1.095,5395,17984,7278,11.84,1.092,7948
6,Pirojpur,8093,3275,13.12,1.210,3963,11998,4855,14.79,1.364,6624
1,"Barishal
Division",162188,65634,15.41,1.422,93322,173017,70016,15.32,1.413,98933
7,Bandarban,22210,8988,15.18,1.400,12583,23156,9371,15.12,1.395,13069
8,Brahmanbaria,247,100,14.64,1.350,135,514,208,14.56,1.343,279
9,Chandpur,902,365,13.54,1.249,456,1007,408,13.47,1.242,506
10,Chattogram,15948,6454,15.18,1.400,9036,16809,6802,15.10,1.393,9474
11,Cumilla,185,75,15.47,1.427,107,415,168,14.83,1.368,230
12,Cox' Bazar,0,0,0.00,0.000,0,0,0,0.00,0.000,0
13,Feni,4386,1775,14.10,1.300,2308,7115,2879,14.78,1.363,3925
14,Khagrachari,5837,2362,23.85,2.200,5196,5612,2271,23.91,2.205,5009
15,Laksmipur,11046,4470,15.18,1.400,6258,9156,3705,15.52,1.432,5304
16,Noakhali,14456,5850,15.40,1.420,8308,18408,7449,15.82,1.459,10870
17,Rangamati,14703,5950,13.55,1.250,7438,14200,5746,15.29,1.410,8104
2,"Chattogram
Division",89921,36389,15.44,1.424,51825,96392,39008,15.78,1.455,56772
18,Dhaka,2,1,21.68,2.000,2,18,7,21.88,2.018,15
19,Faridpur,13047,5280,14.09,1.300,6864,26659,10788,12.37,1.141,12310
20,Gazipur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
21,Gopalgonj,6956,2815,14.10,1.300,3660,6460,2614,14.81,1.366,3571
22,Kishoregonj,272,110,21.68,2.000,220,311,126,20.96,1.933,243
23,Madaripur,3089,1250,12.67,1.169,1461,2918,1181,11.65,1.075,1269
24,Manikgonj,2004,811,13.01,1.200,973,2495,1010,13.01,1.200,1211
25,Munsigonj,12,5,10.84,1.000,5,22,9,8.52,0.786,7
26,Narayanganj,0,0,0.00,0.000,0,1426,577,10.21,0.000,543
27,Narsingdi,12,5,10.84,1.000,5,11,4,10.00,0.922,4
28,Rajbari,2874,1163,11.87,1.095,1273,2728,1104,11.75,1.084,1196
29,Shariatpur,18237,7380,16.26,1.500,11070,16809,6802,16.17,1.492,10146
30,Tangail,1678,679,14.96,1.380,937,1690,684,15.02,1.385,948
3,"Dhaka
Division",48184,19499,14.72,1.358,26470,61547,24907,13.70,1.263,31463
31,Bagerhat,1495,605,12.67,1.169,707,1620,656,13.07,1.206,790
32,Chuadanga,0,0,0.00,0.000,0,0,0,0.00,0.000,0
