Zila/Division,,2016-17,,2017-18,,2018-19,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,40,167
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,30,128
1,Barishal,0,0,0,0,70,295
7,Bandarban,0,0,0,0,391,758
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0
10,Chattogram,0,0,0,0,19,78
11,Cumilla,0,0,0,0,4,8
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,350,1256
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,0,0,0,0,410,1390
2,Chattogram,0,0,0,0,1174,3490
18,Dhaka,0,0,0,0,120,420
19,Faridpur,0,0,0,0,189,834
20,Gazipur,0,0,0,0,61,226
21,Gopalganj,0,0,0,0,34,142
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,0,0,0,0,67,203
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,0,0,0,0,58,182
29,Shariatpur,0,0,0,0,0,0
30,Tangail,0,0,0,0,0,0
3,Dhaka,0,0,0,0,529,2007
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,0,0,0,0,397,2303
33,Jashore,0,0,0,0,144,498
34,Jhenaidah,0,0,0,0,0,0
35,Khulna,0,0,0,0,136,460
36,Kushtia,0,0,0,0,271,1290
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,24,112
38,Meherpur,0,0,0,0,0,0
39,Narail,0,0,0,0,86,307
40,Satkhira,0,0,0,0,0,0
4,Khulna,0,0,0,0,1058,4970
41,Jamalpur,0,0,0,0,7,15
42,Mymensing,0,0,0,0,13,53
43,Netrakona,0,0,0,0,10,14
44,Sherpur,0,0,0,0,0,0
5,Mymensing,0,0,0,0,30,82
45,Bogura,0,0,0,0,5,18
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,0,0,0,0,23,103
48,Natore,0,0,0,0,50,92
49,Chapai Nawabganj,0,0,0,0,37,106
50,Pabna,0,0,0,0,53,129
51,Rajshahi,0,0,0,0,55,321
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,0,0,0,0,223,769
53,Dinajpur,0,0,0,0,28,89
54,Gaibandha,0,0,0,0,54,149
55,Kurigram,0,0,0,0,1,5
56,Lalmonirhat,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,41,149
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,0,0,0,0,46,142
60,Thakurgaon,0,0,0,0,18,18
7,Rangpur,0,0,0,0,188,552
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,0,0,0,0,2214,12165
