65,khail,Mustard,3350,3349,"3,318",3280,"3,283","3,309","3,312","3,531","3,329","3,352","3,344","3,343","3,342"
66,",,",Til,3331,3327,"3,283",3613,"3,600","3,460","3,559","3,254","3,321","3,378","3,446","3,429","3,417"
67,",,",Others,3667,3667,"3,299",3293,"3,591","3,223","3,555","3,518","4,008","3,557","3,513","3,527","3,535"
68,Spice,Onion local,1872,1810,"2,022",1988,"2,154","2,150","3,151","3,723","5,262","8,673","14,705","11,810","4,943"
69,",,",Onion imported,1671,1542,"1,530",1649,"1,733","1,982","2,890","3,086","4,724","7,904","13,621","11,997","4,527"
70,",,",Garlic local,4138,4157,"3,838",4431,"5,972","7,294","10,336","12,247","12,947","12,848","14,461","15,357","9,002"
71,",,",Garlic imported,6104,6809,"8,167",8897,"9,987","11,233","13,764","15,308","14,285","12,474","15,260","14,351","11,387"
72,,Chilli dried,16010,15808,"15,453",15302,"15,590","15,501","15,953","16,458","16,765","17,241","19,198","20,618","16,658"
73,",,",Green chilli,3371,3523,"3,953",3720,"4,190","5,079","8,278","6,037","4,436","5,267","4,082","3,467","4,617"
74,",,",Ginger local,8585,8512,"8,942",9638,"11,310","14,369","16,235","16,990","16,082","14,949","14,116","12,186","12,660"
75,",,",Ginger imported,8983,8460,"8,782",8990,"10,206","12,734","13,600","14,761","14,137","13,580","13,953","11,871","11,671"
76,",,",Turmeric round,13004,12776,"12,622",12365,"12,279","12,317","12,401","12,325","12,601","13,071","13,062","13,285","12,676"
77,",,",Turmeric long,12673,12569,"12,505",12335,"12,400","12,307","12,440","12,506","12,754","12,732","12,760","12,694","12,556"
78,",,",Coriander old,9515,9651,"9,589",9304,"9,194","9,126","9,247","9,282","9,454","9,248","9,429","9,650","9,391"
79,",,",Coriander new,7183,8653,"6,815",8131,"8,398","8,386","7,879","8,755","9,620","9,425","6,425","7,800","8,123"
80,Jute,White/tosha top,"2,750","2,747","2,755","2,838","3,163","3,213","3,213","3,273","3,193","2,825","2,825","2,825","2,968"
81,",,",Middle,"4,000","4,000","4,000","4,000","4,000","4,000",-,"4,104","4,374","4,438","4,438","4,438","4,163"
82,",,",B-botom,"4,650","4,995","5,065","5,013","5,100","5,100","5,100","4,800","4,403","4,565","4,581","4,769","4,845"
83,",,",C -bottom,"4,900","5,300","5,300","5,300","5,300","5,300","5,300","4,621","4,302","4,233","4,000","4,233","4,841"
84,",,",Cross botom,"4,075","4,600","4,600",-,-,-,-,"4,100","4,056","3,900","3,900","3,900","4,141"
85,",,",Smr,"4,050","4,050","4,050","4,600","4,600",-,-,-,-,-,-,-,"4,270"
86,",,",Gor chhat,"4,317","4,395",-,"4,487","4,498","4,651","4,648","4,424","4,167","4,118","4,098","4,140","4,358"
87,",,",Mesta gor chhat,"4,150","4,163","4,190","4,190","4,160","4,013","4,013","4,117","3,871","4,113","4,000","4,000","4,081"
88,Cotton,Shimul,"35,161","35,150","35,161","34,961","34,828","34,972","34,972","34,972","34,972","34,083","34,343","34,083","34,805"
89,",,",carpus,"14,150","14,150","14,150","14,150","14,150","14,150","14,150","14,150","14,150","14,150","14,150","14,150","14,150"
90,Tobbaco,Jati heavy,"10,600","10,600","10,600","10,600","10,600","10,600","10,600","10,600","10,600","10,600","10,600","10,600","10,600"
91,",,",Jati Medium,"8,500","8,500","8,500","8,500","8,500","8,500","8,500","8,500","8,500","8,500","8,500","8,500","8,500"
92,",,",Jati general,"6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600"
93,",,",Motihar heavy,"14,606","14,680","14,791","14,720","14,616","14,566","14,430","14,502","14,469","14,471","14,473","14,479","14,567"
94,",,",Motihar medium,"10,750","10,794","10,839","10,870","10,827","10,822","10,800","10,806","10,806","10,800","10,803","10,803","10,810"
95,",,",Moti general,"7,617","7,617","7,617","7,617","7,617","7,617","7,630","7,643","7,630","7,617","7,617","7,617","7,621"
96,",,",Varginia(heat),-,-,-,-,-,-,-,-,-,-,-,-,-
97,",,",Bangla-1 (heat),-,-,-,-,-,-,-,-,-,-,-,-,-
98,",,","Bangle-2 ,,",-,-,-,-,-,-,-,-,-,-,-,-,-
99,",,","Bangle-3 ,,",-,-,-,-,-,-,-,-,-,-,-,-,-
100,",,","Bangle-4 ,,",-,-,-,-,-,-,-,-,-,-,-,-,-
101,",,","Bangla-5 ,,",-,-,-,-,-,-,-,-,-,-,-,-,-
